season_id,game_type_id,competition_id,group_id,category_base,category_label_raw,competition_label_raw,group_label_raw,has_calendario,has_clasificaciones,has_goleadores
21,2,24038501,24044316,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN F-7,Grupo 7,True,True,True
21,2,24038501,24044318,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN F-7,Grupo 8,True,True,True
21,2,26409262,26409292,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SEGUNDA FASE PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SUBGRUPO 1 A,True,True,True
21,2,26409262,26409293,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SEGUNDA FASE PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SUBGRUPO 1 B,True,True,True
21,2,26409262,26409294,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SEGUNDA FASE PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SUBGRUPO 2 A,True,True,True
21,2,26409262,26409295,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SEGUNDA FASE PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SUBGRUPO 2 B,True,True,True
21,2,26409262,26409296,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SEGUNDA FASE PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SUBGRUPO 3 A,True,True,True
21,2,26409262,26409297,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SEGUNDA FASE PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SUBGRUPO 3 B,True,True,True
21,2,26409262,26409298,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SEGUNDA FASE PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SUBGRUPO 4 A,True,True,True
21,2,26409262,26409299,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SEGUNDA FASE PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SUBGRUPO 4 B,True,True,True
21,2,26409262,26409308,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SEGUNDA FASE PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SUBGRUPO 5 A,True,True,True
21,2,26409262,26409311,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SEGUNDA FASE PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SUBGRUPO 5 B,True,True,True
21,2,26409262,26409313,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SEGUNDA FASE PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SUBGRUPO 6 A,True,True,True
21,2,26409262,26409314,PREBENJAMIN,PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SEGUNDA FASE PRIMERA DIVISIÓN AUTONÓMICA PREBENJAMÍN,SUBGRUPO 6 B,True,True,True
