season,season_id,category,competition,competition_id,group,group_id,group_label_raw,subgroup_label,source_url,scraped_at
2025-2026,21,OTHER,COPA RFEF FASE AUTONOMICA,24206667,GRUPO A,24206696,GRUPO A,,https://www.rffm.es/api/groups?competicion=24206667,2026-08-02T23:46:15.486979+00:00
2025-2026,21,OTHER,COPA RFEF FASE AUTONOMICA,24206667,GRUPO B,24206704,GRUPO B,,https://www.rffm.es/api/groups?competicion=24206667,2026-08-02T23:46:21.924365+00:00
2025-2026,21,OTHER,FINAL COPA RFEF FASE AUTONÓMICA,24605960,FINAL,24605982,FINAL,,https://www.rffm.es/api/groups?competicion=24605960,2026-08-02T23:46:23.951922+00:00
2025-2026,21,OTHER,PLAY OFF TERCERA FEDERACION,26665407,PRIMERA ELIMINATORIA A,26665418,PRIMERA ELIMINATORIA A,,https://www.rffm.es/api/groups?competicion=26665407,2026-08-02T23:46:26.181042+00:00
2025-2026,21,OTHER,PLAY OFF TERCERA FEDERACION,26665407,PRIMERA ELIMINATORIA B,26665422,PRIMERA ELIMINATORIA B,,https://www.rffm.es/api/groups?competicion=26665407,2026-08-02T23:46:28.464195+00:00
2025-2026,21,OTHER,PLAY OFF TERCERA FEDERACION,26665407,SEGUNDA ELIMINATORIA,26688445,SEGUNDA ELIMINATORIA,,https://www.rffm.es/api/groups?competicion=26665407,2026-08-02T23:46:30.869928+00:00
2025-2026,21,OTHER,TERCERA FEDERACION RFEF,24038099,GRUPO 7,24038100,GRUPO 7,,https://www.rffm.es/api/groups?competicion=24038099,2026-08-02T23:46:33.097347+00:00
2025-2026,21,AFICIONADO,COPA DE AFICIONADOS RFFM 2025/2026,26067232,PRIMERA RONDA,26067276,PRIMERA RONDA,,https://www.rffm.es/api/groups?competicion=26067232,2026-08-02T23:46:35.362874+00:00
2025-2026,21,AFICIONADO,COPA DE AFICIONADOS RFFM 2025/2026,26067232,SEGUNDA RONDA,26196997,SEGUNDA RONDA,,https://www.rffm.es/api/groups?competicion=26067232,2026-08-02T23:46:40.004199+00:00
2025-2026,21,AFICIONADO,COPA DE AFICIONADOS RFFM 2025/2026,26067232,TERCERA RONDA,26316215,TERCERA RONDA,,https://www.rffm.es/api/groups?competicion=26067232,2026-08-02T23:46:43.052891+00:00
2025-2026,21,AFICIONADO,COPA DE AFICIONADOS RFFM 2025/2026,26067232,CUARTA RONDA,26451682,CUARTA RONDA,,https://www.rffm.es/api/groups?competicion=26067232,2026-08-02T23:46:45.828937+00:00
2025-2026,21,AFICIONADO,COPA DE AFICIONADOS RFFM 2025/2026,26067232,QUINTA RONDA,26540714,QUINTA RONDA,,https://www.rffm.es/api/groups?competicion=26067232,2026-08-02T23:46:48.150919+00:00
2025-2026,21,AFICIONADO,COPA DE AFICIONADOS RFFM 2025/2026,26067232,CUARTOS DE FINAL,26582404,CUARTOS DE FINAL,,https://www.rffm.es/api/groups?competicion=26067232,2026-08-02T23:46:50.833307+00:00
2025-2026,21,AFICIONADO,COPA DE AFICIONADOS RFFM 2025/2026,26067232,SEMIFINALES,26620531,SEMIFINALES,,https://www.rffm.es/api/groups?competicion=26067232,2026-08-02T23:46:52.847648+00:00
2025-2026,21,AFICIONADO,COPA DE AFICIONADOS RFFM 2025/2026,26067232,FINAL,26696384,FINAL,,https://www.rffm.es/api/groups?competicion=26067232,2026-08-02T23:46:55.094550+00:00
2025-2026,21,AFICIONADO,FINAL COPA PRIMERA DIVISION AUTONOMICA AFICIONADO,26699350,FINAL COPA AUTONOMICA AFICIONADO,26699351,FINAL COPA AUTONOMICA AFICIONADO,,https://www.rffm.es/api/groups?competicion=26699350,2026-08-02T23:46:57.643011+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,Grupo 1,,https://www.rffm.es/api/groups?competicion=24037453,2026-08-02T23:47:00.243235+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,Grupo 2,,https://www.rffm.es/api/groups?competicion=24037453,2026-08-02T23:47:03.820486+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,Grupo 1,,https://www.rffm.es/api/groups?competicion=24037456,2026-08-02T23:47:07.239048+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 2,24037458,Grupo 2,,https://www.rffm.es/api/groups?competicion=24037456,2026-08-02T23:47:11.724238+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 3,24037459,Grupo 3,,https://www.rffm.es/api/groups?competicion=24037456,2026-08-02T23:47:15.112707+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 4,24037460,Grupo 4,,https://www.rffm.es/api/groups?competicion=24037456,2026-08-02T23:47:18.129344+00:00
2025-2026,21,AFICIONADO,PRIMERA AFICIONADO,24037461,Grupo 1,24037462,Grupo 1,,https://www.rffm.es/api/groups?competicion=24037461,2026-08-02T23:47:20.680443+00:00
2025-2026,21,AFICIONADO,PRIMERA AFICIONADO,24037461,Grupo 2,24037463,Grupo 2,,https://www.rffm.es/api/groups?competicion=24037461,2026-08-02T23:47:24.647954+00:00
2025-2026,21,AFICIONADO,PRIMERA AFICIONADO,24037461,Grupo 3,24037464,Grupo 3,,https://www.rffm.es/api/groups?competicion=24037461,2026-08-02T23:47:27.625074+00:00
2025-2026,21,AFICIONADO,PRIMERA AFICIONADO,24037461,Grupo 4,24037465,Grupo 4,,https://www.rffm.es/api/groups?competicion=24037461,2026-08-02T23:47:33.075044+00:00
2025-2026,21,AFICIONADO,PRIMERA AFICIONADO,24037461,Grupo 5,24037466,Grupo 5,,https://www.rffm.es/api/groups?competicion=24037461,2026-08-02T23:47:40.432864+00:00
2025-2026,21,AFICIONADO,PRIMERA AFICIONADO,24037461,Grupo 6,24037467,Grupo 6,,https://www.rffm.es/api/groups?competicion=24037461,2026-08-02T23:47:43.550399+00:00
2025-2026,21,AFICIONADO,PRIMERA AFICIONADO,24037461,Grupo 7,24037468,Grupo 7,,https://www.rffm.es/api/groups?competicion=24037461,2026-08-02T23:47:47.846250+00:00
2025-2026,21,AFICIONADO,PRIMERA AFICIONADO,24037461,Grupo 8,24037469,Grupo 8,,https://www.rffm.es/api/groups?competicion=24037461,2026-08-02T23:47:50.333535+00:00
2025-2026,21,AFICIONADO,SEGUNDA AFICIONADO,24762963,Grupo 1,24762964,Grupo 1,,https://www.rffm.es/api/groups?competicion=24762963,2026-08-02T23:47:53.633191+00:00
2025-2026,21,AFICIONADO,SEGUNDA AFICIONADO,24762963,Grupo 2,24762965,Grupo 2,,https://www.rffm.es/api/groups?competicion=24762963,2026-08-02T23:47:56.668623+00:00
2025-2026,21,AFICIONADO,SEGUNDA AFICIONADO,24762963,Grupo 3,24762966,Grupo 3,,https://www.rffm.es/api/groups?competicion=24762963,2026-08-02T23:47:58.638648+00:00
2025-2026,21,AFICIONADO,SEGUNDA AFICIONADO,24762963,Grupo 4,24762974,Grupo 4,,https://www.rffm.es/api/groups?competicion=24762963,2026-08-02T23:48:01.903882+00:00
