page_kind,group_id,competition_id,season_id,game_type_id,url,raw_saved_path
calendario,24206696,24206667,21,1,https://www.rffm.es/competicion/calendario?temporada=21&competicion=24206667&grupo=24206696&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/calendario/24206696.html
clasificaciones,24206696,24206667,21,1,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24206667&grupo=24206696&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/clasificaciones/24206696.html
goleadores,24206696,24206667,21,1,https://www.rffm.es/competicion/goleadores?temporada=21&competicion=24206667&grupo=24206696&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/goleadores/24206696.html
calendario,24206704,24206667,21,1,https://www.rffm.es/competicion/calendario?temporada=21&competicion=24206667&grupo=24206704&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/calendario/24206704.html
clasificaciones,24206704,24206667,21,1,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24206667&grupo=24206704&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/clasificaciones/24206704.html
goleadores,24206704,24206667,21,1,https://www.rffm.es/competicion/goleadores?temporada=21&competicion=24206667&grupo=24206704&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/goleadores/24206704.html
calendario,24605982,24605960,21,1,https://www.rffm.es/competicion/calendario?temporada=21&competicion=24605960&grupo=24605982&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/calendario/24605982.html
clasificaciones,24605982,24605960,21,1,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24605960&grupo=24605982&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/clasificaciones/24605982.html
goleadores,24605982,24605960,21,1,https://www.rffm.es/competicion/goleadores?temporada=21&competicion=24605960&grupo=24605982&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/goleadores/24605982.html
calendario,26665418,26665407,21,1,https://www.rffm.es/competicion/calendario?temporada=21&competicion=26665407&grupo=26665418&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/calendario/26665418.html
clasificaciones,26665418,26665407,21,1,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=26665407&grupo=26665418&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/clasificaciones/26665418.html
goleadores,26665418,26665407,21,1,https://www.rffm.es/competicion/goleadores?temporada=21&competicion=26665407&grupo=26665418&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/goleadores/26665418.html
calendario,26665422,26665407,21,1,https://www.rffm.es/competicion/calendario?temporada=21&competicion=26665407&grupo=26665422&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/calendario/26665422.html
clasificaciones,26665422,26665407,21,1,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=26665407&grupo=26665422&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/clasificaciones/26665422.html
goleadores,26665422,26665407,21,1,https://www.rffm.es/competicion/goleadores?temporada=21&competicion=26665407&grupo=26665422&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/goleadores/26665422.html
calendario,26688445,26665407,21,1,https://www.rffm.es/competicion/calendario?temporada=21&competicion=26665407&grupo=26688445&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/calendario/26688445.html
clasificaciones,26688445,26665407,21,1,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=26665407&grupo=26688445&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/clasificaciones/26688445.html
goleadores,26688445,26665407,21,1,https://www.rffm.es/competicion/goleadores?temporada=21&competicion=26665407&grupo=26688445&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/goleadores/26688445.html
calendario,24038100,24038099,21,1,https://www.rffm.es/competicion/calendario?temporada=21&competicion=24038099&grupo=24038100&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/calendario/24038100.html
clasificaciones,24038100,24038099,21,1,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24038099&grupo=24038100&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/clasificaciones/24038100.html
goleadores,24038100,24038099,21,1,https://www.rffm.es/competicion/goleadores?temporada=21&competicion=24038099&grupo=24038100&tipojuego=1,output/raw/rffm/tercera federacion/2025-2026/goleadores/24038100.html
calendario,26067276,26067232,21,1,https://www.rffm.es/competicion/calendario?temporada=21&competicion=26067232&grupo=26067276&tipojuego=1,output/raw/rffm/primera division autonomica aficionado/2025-2026/calendario/26067276.html
clasificaciones,26067276,26067232,21,1,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=26067232&grupo=26067276&tipojuego=1,output/raw/rffm/primera division autonomica aficionado/2025-2026/clasificaciones/26067276.html
goleadores,26067276,26067232,21,1,https://www.rffm.es/competicion/goleadores?temporada=21&competicion=26067232&grupo=26067276&tipojuego=1,output/raw/rffm/primera division autonomica aficionado/2025-2026/goleadores/26067276.html
