team_id,team,team_name_raw,club_name_raw,squad_suffix,source_team_url,scraped_at
2002,MEXICO F.C. S.A.D. A,MEXICO F.C. S.A.D. 'A',MEXICO F.C. S.A.D.,A,/fichaequipo/2002,2026-08-02T23:46:35.362323+00:00
1592,A.D. UNION ADARVE A,A.D. UNION ADARVE 'A',A.D. UNION ADARVE,A,/fichaequipo/1592,2026-08-02T23:46:35.362323+00:00
293,LAS ROZAS C.F. A,LAS ROZAS C.F. 'A',LAS ROZAS C.F.,A,/fichaequipo/293,2026-08-02T23:46:35.362323+00:00
407,U.D. SAN SEBASTIAN DE LOS REYES S.A.D. A,U.D. SAN SEBASTIAN DE LOS REYES S.A.D. 'A',U.D. SAN SEBASTIAN DE LOS REYES S.A.D.,A,/fichaequipo/407,2026-08-02T23:46:26.180733+00:00
2127,C.D. MOSTOLES U.R.J.C. A,C.D. MOSTOLES U.R.J.C. 'A',C.D. MOSTOLES U.R.J.C.,A,/fichaequipo/2127,2026-08-02T23:46:35.362323+00:00
6826481,S.A.D. VILLAVERDE SAN ANDRES A,S.A.D. VILLAVERDE SAN ANDRES 'A',S.A.D. VILLAVERDE SAN ANDRES,A,/fichaequipo/6826481,2026-08-02T23:46:35.362323+00:00
2363,A.D. TORREJON C.F. A,A.D. TORREJON C.F. 'A',A.D. TORREJON C.F.,A,/fichaequipo/2363,2026-08-02T23:46:35.362323+00:00
311,A.D. PARLA,A.D. PARLA,A.D. PARLA,,/fichaequipo/311,2026-08-02T23:46:35.362323+00:00
94,C.D. LEGANES S.A.D. B,C.D. LEGANES S.A.D. 'B',C.D. LEGANES S.A.D.,B,/fichaequipo/94,2026-08-02T23:46:35.362323+00:00
1563,C.F. TRIVAL VALDERAS ALCORCON,C.F. TRIVAL VALDERAS ALCORCON,C.F. TRIVAL VALDERAS ALCORCON,,/fichaequipo/1563,2026-08-02T23:46:35.362323+00:00
280,A.D. ALCORCON S.A.D. B,A.D. ALCORCON S.A.D. 'B',A.D. ALCORCON S.A.D.,B,/fichaequipo/280,2026-08-02T23:46:35.362323+00:00
1532,CLUB SIELLO TENPLE F.C.,CLUB SIELLO TENPLE F.C.,CLUB SIELLO TENPLE F.C.,,/fichaequipo/1532,2026-08-02T23:46:35.362323+00:00
2027,C.D. FUTBOL TRES CANTOS A,C.D. FUTBOL TRES CANTOS 'A',C.D. FUTBOL TRES CANTOS,A,/fichaequipo/2027,2026-08-02T23:46:35.362323+00:00
10657139,SAD RACING CIUDAD DE MADRID,SAD RACING CIUDAD DE MADRID,SAD RACING CIUDAD DE MADRID,,/fichaequipo/10657139,2026-08-02T23:46:35.362323+00:00
1873,C.F. POZUELO DE ALARCON A,C.F. POZUELO DE ALARCON 'A',C.F. POZUELO DE ALARCON,A,/fichaequipo/1873,2026-08-02T23:46:35.362323+00:00
408,U.D. SAN SEBASTIAN DE LOS REYES S.A.D. B,U.D. SAN SEBASTIAN DE LOS REYES S.A.D. 'B',U.D. SAN SEBASTIAN DE LOS REYES S.A.D.,B,/fichaequipo/408,2026-08-02T23:46:35.362323+00:00
438,C.D. GALAPAGAR A,C.D. GALAPAGAR 'A',C.D. GALAPAGAR,A,/fichaequipo/438,2026-08-02T23:46:35.362323+00:00
24207083,CLUB ATLETICO DE MADRID S.A.D. C,CLUB ATLETICO DE MADRID S.A.D. 'C',CLUB ATLETICO DE MADRID S.A.D.,C,/fichaequipo/24207083,2026-08-02T23:46:35.362323+00:00
46,REAL C.D. CARABANCHEL A,REAL C.D. CARABANCHEL 'A',REAL C.D. CARABANCHEL,A,/fichaequipo/46,2026-08-02T23:46:35.362323+00:00
