season,season_id,competition_id,group_id,team_id,team,source_url,scraped_at
2025-2026,21,24206667,24206696,2002,MEXICO F.C. S.A.D. 'A',https://www.rffm.es/competicion/calendario?temporada=21&competicion=24206667&grupo=24206696&jornada=1&tipojuego=1,2026-08-02T23:46:21.924026+00:00
2025-2026,21,24206667,24206696,1592,A.D. UNION ADARVE 'A',https://www.rffm.es/competicion/calendario?temporada=21&competicion=24206667&grupo=24206696&jornada=1&tipojuego=1,2026-08-02T23:46:21.924026+00:00
2025-2026,21,24206667,24206696,293,LAS ROZAS C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=21&competicion=24206667&grupo=24206696&jornada=1&tipojuego=1,2026-08-02T23:46:21.924026+00:00
2025-2026,21,24206667,24206696,407,U.D. SAN SEBASTIAN DE LOS REYES S.A.D. 'A',https://www.rffm.es/competicion/calendario?temporada=21&competicion=24206667&grupo=24206696&jornada=1&tipojuego=1,2026-08-02T23:46:21.924026+00:00
2025-2026,21,24206667,24206704,2127,C.D. MOSTOLES U.R.J.C. 'A',https://www.rffm.es/competicion/calendario?temporada=21&competicion=24206667&grupo=24206704&jornada=1&tipojuego=1,2026-08-02T23:46:23.951548+00:00
2025-2026,21,24206667,24206704,6826481,S.A.D. VILLAVERDE SAN ANDRES 'A',https://www.rffm.es/competicion/calendario?temporada=21&competicion=24206667&grupo=24206704&jornada=1&tipojuego=1,2026-08-02T23:46:23.951548+00:00
2025-2026,21,24206667,24206704,2363,A.D. TORREJON C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=21&competicion=24206667&grupo=24206704&jornada=1&tipojuego=1,2026-08-02T23:46:23.951548+00:00
2025-2026,21,24206667,24206704,311,A.D. PARLA,https://www.rffm.es/competicion/calendario?temporada=21&competicion=24206667&grupo=24206704&jornada=1&tipojuego=1,2026-08-02T23:46:23.951548+00:00
2025-2026,21,24605960,24605982,407,U.D. SAN SEBASTIAN DE LOS REYES S.A.D. 'A',https://www.rffm.es/competicion/calendario?temporada=21&competicion=24605960&grupo=24605982&jornada=1&tipojuego=1,2026-08-02T23:46:26.180722+00:00
2025-2026,21,24605960,24605982,2363,A.D. TORREJON C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=21&competicion=24605960&grupo=24605982&jornada=1&tipojuego=1,2026-08-02T23:46:26.180722+00:00
2025-2026,21,26665407,26665418,94,C.D. LEGANES S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=21&competicion=26665407&grupo=26665418&jornada=1&tipojuego=1,2026-08-02T23:46:28.463824+00:00
2025-2026,21,26665407,26665418,1563,C.F. TRIVAL VALDERAS ALCORCON,https://www.rffm.es/competicion/calendario?temporada=21&competicion=26665407&grupo=26665418&jornada=1&tipojuego=1,2026-08-02T23:46:28.463824+00:00
2025-2026,21,26665407,26665422,293,LAS ROZAS C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=21&competicion=26665407&grupo=26665422&jornada=1&tipojuego=1,2026-08-02T23:46:30.869553+00:00
2025-2026,21,26665407,26665422,2363,A.D. TORREJON C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=21&competicion=26665407&grupo=26665422&jornada=1&tipojuego=1,2026-08-02T23:46:30.869553+00:00
2025-2026,21,26665407,26688445,293,LAS ROZAS C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=21&competicion=26665407&grupo=26688445&jornada=1&tipojuego=1,2026-08-02T23:46:33.096960+00:00
2025-2026,21,26665407,26688445,1563,C.F. TRIVAL VALDERAS ALCORCON,https://www.rffm.es/competicion/calendario?temporada=21&competicion=26665407&grupo=26688445&jornada=1&tipojuego=1,2026-08-02T23:46:33.096960+00:00
2025-2026,21,24038099,24038100,94,C.D. LEGANES S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=21&competicion=24038099&grupo=24038100&jornada=1&tipojuego=1,2026-08-02T23:46:35.362227+00:00
2025-2026,21,24038099,24038100,280,A.D. ALCORCON S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=21&competicion=24038099&grupo=24038100&jornada=1&tipojuego=1,2026-08-02T23:46:35.362227+00:00
2025-2026,21,24038099,24038100,6826481,S.A.D. VILLAVERDE SAN ANDRES 'A',https://www.rffm.es/competicion/calendario?temporada=21&competicion=24038099&grupo=24038100&jornada=1&tipojuego=1,2026-08-02T23:46:35.362227+00:00
