season,season_id,category,competition,competition_id,group,group_id,team,team_id,position,played,wins,draws,losses,goals_for,goals_against,goal_diff,points,sanction_points,source_url,scraped_at
2025-2026,21,OTHER,TERCERA FEDERACION RFEF,24038099,GRUPO 7,24038100,C.F. POZUELO DE ALARCON 'A',1873,9,34,12,12,10,40,33,7,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24038099&grupo=24038100&tipojuego=1,2026-08-02T23:46:35.361381+00:00
2025-2026,21,OTHER,TERCERA FEDERACION RFEF,24038099,GRUPO 7,24038100,C.D. GALAPAGAR 'A',438,10,34,11,13,10,42,47,-5,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24038099&grupo=24038100&tipojuego=1,2026-08-02T23:46:35.361381+00:00
2025-2026,21,OTHER,TERCERA FEDERACION RFEF,24038099,GRUPO 7,24038100,MEXICO F.C. S.A.D. 'A',2002,11,34,12,9,13,45,49,-4,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24038099&grupo=24038100&tipojuego=1,2026-08-02T23:46:35.361381+00:00
2025-2026,21,OTHER,TERCERA FEDERACION RFEF,24038099,GRUPO 7,24038100,CLUB SIELLO TENPLE F.C.,1532,12,34,13,5,16,39,45,-6,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24038099&grupo=24038100&tipojuego=1,2026-08-02T23:46:35.361381+00:00
2025-2026,21,OTHER,TERCERA FEDERACION RFEF,24038099,GRUPO 7,24038100,A.D. ALCORCON S.A.D. 'B',280,13,34,11,11,12,37,34,3,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24038099&grupo=24038100&tipojuego=1,2026-08-02T23:46:35.361381+00:00
2025-2026,21,OTHER,TERCERA FEDERACION RFEF,24038099,GRUPO 7,24038100,S.A.D. VILLAVERDE SAN ANDRES 'A',6826481,14,34,10,13,11,32,44,-12,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24038099&grupo=24038100&tipojuego=1,2026-08-02T23:46:35.361381+00:00
2025-2026,21,OTHER,TERCERA FEDERACION RFEF,24038099,GRUPO 7,24038100,REAL C.D. CARABANCHEL 'A',46,15,34,9,11,14,30,36,-6,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24038099&grupo=24038100&tipojuego=1,2026-08-02T23:46:35.361381+00:00
2025-2026,21,OTHER,TERCERA FEDERACION RFEF,24038099,GRUPO 7,24038100,C.D. FUTBOL TRES CANTOS 'A',2027,16,34,10,3,21,40,65,-25,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24038099&grupo=24038100&tipojuego=1,2026-08-02T23:46:35.361381+00:00
2025-2026,21,OTHER,TERCERA FEDERACION RFEF,24038099,GRUPO 7,24038100,A.D. PARLA,311,17,34,7,6,21,29,66,-37,27,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24038099&grupo=24038100&tipojuego=1,2026-08-02T23:46:35.361381+00:00
2025-2026,21,OTHER,TERCERA FEDERACION RFEF,24038099,GRUPO 7,24038100,SAD RACING CIUDAD DE MADRID,10657139,18,34,5,7,22,31,76,-45,22,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24038099&grupo=24038100&tipojuego=1,2026-08-02T23:46:35.361381+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,RAYO CIUDAD ALCOBENDAS C.F.,1032104,1,34,22,7,5,70,39,31,73,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,A.D. CALA POZUELO 'A',171,2,34,19,10,5,65,36,29,67,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,C.D. CANILLAS 'A',479,3,34,17,9,8,69,37,32,60,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,ARAVACA C.F. - CEIBA 'A',106,4,34,17,9,8,58,42,16,60,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,C.D. DAGANZO 'A',989,5,34,16,7,11,52,40,12,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,A.D. COLMENAR VIEJO 'A',193,6,34,16,7,11,57,38,19,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,LAS ROZAS C.F. 'B',526441,7,34,16,6,12,53,40,13,54,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,A.D. SPORTING HORTALEZA 'A',546,8,34,15,5,14,58,52,6,50,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,C.D. SAN FERNANDO,119,9,34,14,8,12,59,52,7,50,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,A.D. UNION ADARVE 'B',466770,10,34,14,8,12,55,49,6,50,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,C.F. SAN AGUSTIN DE GUADALIX 'A',2594,11,34,11,11,12,52,54,-2,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,ROBLEDO C.F.,2749,12,34,11,9,14,50,45,5,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,C.D.B. COSLADA 'A',685,13,34,10,11,13,50,56,-6,41,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,C.D. VILLANUEVA DE LA CAÑADA 'A',1834,14,34,12,4,18,57,75,-18,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,A.D. COMPLUTENSE ALCALA,2451,15,34,10,7,17,34,55,-21,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,UNION ZONA NORTE 'A',6817352,16,34,8,9,17,45,73,-28,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,A.D. TORREJON C.F. 'B',2364,17,34,5,5,24,31,85,-54,20,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 1,24037455,CLUB ESCUELA DE FUTBOL CONCEPCION 'A',370,18,34,4,6,24,23,70,-47,18,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037455&tipojuego=1,2026-08-02T23:47:03.818794+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,CLUB POLID. PARLA ESCUELA-FAIR PLAY 'A',1791,1,34,23,4,7,73,35,38,73,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,REAL ARANJUEZ C.F. 'A',117,2,34,19,10,5,62,31,31,67,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,C.D. VICALVARO,596,3,34,20,5,9,56,37,19,65,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,C.D. EL ALAMO 'A',468,4,34,17,9,8,61,40,21,60,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,A.D. VILLAVICIOSA DE ODON 'A',424,5,34,14,13,7,46,28,18,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,C.D. GRIÑON 'A',960,6,34,15,8,11,56,49,7,53,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,CDE FUENLABRADA PROMESAS VIVERO,4950039,7,34,15,6,13,53,51,2,51,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,UNION DEPORTIVA USERA 'A',4939330,8,34,13,11,10,49,45,4,50,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,C.D.A. NAVALCARNERO 'B',367,9,34,12,11,11,41,41,0,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,ESC.MUN.FUT. ALUCHE 'A',846885,10,34,13,8,13,46,48,-2,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,C.D. FORTUNA 'A',495,11,34,13,6,15,52,58,-6,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,DEPORTIVO CIEMPOZUELOS 'A',13571407,12,34,13,5,16,41,47,-6,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,C.F. INTER DE VALDEMORO 'A',1395,13,34,11,10,13,43,48,-5,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,A.D. ARGANDA C.F.,788,14,34,8,10,16,45,58,-13,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,A.D. ORCASITAS 'A',947,15,34,7,12,15,30,54,-24,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,C.D. MOSTOLES U.R.J.C. 'B',2278108,16,34,8,8,18,47,62,-15,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,E.D. MORATALAZ 'A',623,17,34,7,6,21,32,66,-34,27,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,24037453,Grupo 2,24037454,C.D. CAMPAMENTO 'A',763,18,34,5,4,25,37,72,-35,19,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037453&grupo=24037454&tipojuego=1,2026-08-02T23:47:07.237502+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,C.F. POZUELO DE ALARCON 'B',334286,1,34,22,8,4,62,31,31,74,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,ALCOBENDAS C.F. 'A',256,2,34,22,8,4,82,44,38,74,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,JUVENTUD SANSE 'A',1311,3,34,21,5,8,73,38,35,68,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,C.D. ELECTROCOR LAS ROZAS C.F. 'A',3359955,4,34,16,9,9,55,33,22,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,DEPORTIVO A.V. SANTA ANA,1400,5,34,16,7,11,69,43,26,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,ATLETICO CHOPERA ALCOBENDAS 04 'A',1162,6,34,14,9,11,65,54,11,51,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,C.D. FUTBOL TRES CANTOS 'B',13564987,7,34,15,6,13,61,47,14,51,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,C.D. CARRANZA 'A',1074,8,34,15,6,13,49,47,2,51,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,C.D. GALAPAGAR 'B',439,9,34,14,5,15,55,64,-9,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,C.F. HOYO DE MANZANARES 'A',1197,10,34,13,8,13,56,69,-13,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,CELTIC CASTILLA C.F. 'A',3349086,11,34,13,6,15,58,59,-1,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,C.D.E. F.P.A. LAS ROZAS,10659243,12,34,12,7,15,51,58,-7,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,MORALZARZAL C.F. 'A',699,13,34,11,10,13,58,56,2,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,C.D. UNION DE ARAVACA,356,14,34,10,9,15,57,68,-11,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,CERCEDA C.F. 'A',767,15,34,10,7,17,52,70,-18,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,C.D. PUERTA DE MADRID 'A',300279,16,34,10,4,20,50,64,-14,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,FUNDACION ADF 'A',1418,17,34,6,7,21,40,87,-47,25,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 1,24037457,LA MORALEJA C.F.,2728977,18,34,4,3,27,33,94,-61,15,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037457&tipojuego=1,2026-08-02T23:47:11.722701+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 2,24037458,PERISO CLUB DE FUTBOL 'A',1174,1,34,25,7,2,93,33,60,82,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037458&tipojuego=1,2026-08-02T23:47:15.111145+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 2,24037458,A.D. NUEVO BAZTAN,1962,2,34,20,10,4,67,36,31,70,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037458&tipojuego=1,2026-08-02T23:47:15.111145+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 2,24037458,C.D. CANILLAS 'B',300725,3,34,20,7,7,69,37,32,67,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037458&tipojuego=1,2026-08-02T23:47:15.111145+00:00
2025-2026,21,AFICIONADO,PREFERENTE AFICIONADO,24037456,Grupo 2,24037458,C.D. MEJOREÑO 'A',2444,4,34,18,9,7,63,47,16,63,0,https://www.rffm.es/competicion/clasificaciones?temporada=21&competicion=24037456&grupo=24037458&tipojuego=1,2026-08-02T23:47:15.111145+00:00
