season,season_id,category_base,category_label_raw,competition,competition_id,phase_label,game_type,game_type_id,source_url,scraped_at
2025-2026,21,ALEVIN SALA,ALEVIN SALA,ALEVIN 2ª fase FS ,26260180,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:38:16.432365+00:00
2025-2026,21,ALEVIN SALA,ALEVIN SALA,COPA ALEVIN -fase final- FS ,25692429,phase fase final,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:38:41.585631+00:00
2025-2026,21,ALEVIN SALA,ALEVIN SALA,Final campeones alevin FS ,26658816,playoff,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:38:45.136802+00:00
2025-2026,21,BENJAMIN SALA,BENJAMIN SALA,BENJAMIN 1ª Fase FS ,24388617,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:38:47.356924+00:00
2025-2026,21,BENJAMIN SALA,BENJAMIN SALA,BENJAMIN 2ª Fase FS ,26260117,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:39:04.289570+00:00
2025-2026,21,BENJAMIN SALA,BENJAMIN SALA,COPA BENJAMIN -fase final- FS ,25693229,phase fase final,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:39:23.103619+00:00
2025-2026,21,BENJAMIN SALA,BENJAMIN SALA,COPA BENJAMIN -fase previa- FS ,25692947,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:39:25.348988+00:00
2025-2026,21,BENJAMIN SALA,BENJAMIN SALA,Final campeones benjamin FS ,26658822,playoff,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:39:27.718204+00:00
2025-2026,21,PREBENJAMIN SALA,PREBENJAMIN SALA,COPA PREBENJAMIN - fase de grupos- FS,25693614,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:39:30.751010+00:00
2025-2026,21,PREBENJAMIN SALA,PREBENJAMIN SALA,COPA PREBENJAMIN - fase final- FS ,26633831,phase fase final,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:39:39.280967+00:00
2025-2026,21,PREBENJAMIN SALA,PREBENJAMIN SALA,PREBENJAMIN FS,24038098,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:39:41.363075+00:00
2025-2026,21,SEGUNDA DIVISIÓN DE FÚTBOL FEMENINO SALA,SEGUNDA DIVISIÓN DE FÚTBOL FEMENINO SALA,TROFEO COMUNIDAD SENIOR FEMENINO FS ,24324161,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:39:42.687705+00:00
2025-2026,21,PRIMERA DIVISION AUTONOMICA FEMENINO SALA,PRIMERA DIVISION AUTONOMICA FEMENINO SALA,PRIMERA DIVISIÓN AUTONOMICA FEMENINA FS,24038090,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:39:46.090532+00:00
2025-2026,21,PREFERENTE FEMENINO SALA,PREFERENTE FEMENINO SALA,COPA SENIOR FEMENINO - Fase final - FS,25693796,phase fase final,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:39:50.368690+00:00
2025-2026,21,PREFERENTE FEMENINO SALA,PREFERENTE FEMENINO SALA,COPA SENIOR FEMENINO - Fase previa - FS,25693718,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:39:52.381441+00:00
2025-2026,21,PREFERENTE FEMENINO SALA,PREFERENTE FEMENINO SALA,PREFERENTE FEMENINO 1ª Fase FS,24038102,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:39:54.645792+00:00
2025-2026,21,PREFERENTE FEMENINO SALA,PREFERENTE FEMENINO SALA,PREFERENTE FEMENINO 2ª Fase FS ,26260105,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:39:59.382043+00:00
2025-2026,21,JUVENIL FEMENINO SALA,JUVENIL FEMENINO SALA,COPA JUVENIL FEMENINO -fase de grupos- FS ,25694074,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:40:06.704013+00:00
2025-2026,21,JUVENIL FEMENINO SALA,JUVENIL FEMENINO SALA,COPA JUVENIL FEMENINO -fase final- FS ,26688383,phase fase final,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:40:11.655022+00:00
2025-2026,21,JUVENIL FEMENINO SALA,JUVENIL FEMENINO SALA,JUVENIL FEMENINO FS,25319411,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:40:13.986306+00:00
2025-2026,21,CADETE FEMENINO SALA,CADETE FEMENINO SALA,CADETE FEMENINO 1ª Fase FS,24038095,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:40:16.436518+00:00
2025-2026,21,CADETE FEMENINO SALA,CADETE FEMENINO SALA,CADETE FEMENINO 2ª Fase FS ,26259996,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:40:25.111858+00:00
2025-2026,21,CADETE FEMENINO SALA,CADETE FEMENINO SALA,COPA CADETE FEMENINO - Fase final- FS ,25694304,phase fase final,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:40:37.516081+00:00
2025-2026,21,CADETE FEMENINO SALA,CADETE FEMENINO SALA,COPA CADETE FEMENINO - Fase previa- FS ,25694209,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:40:40.388890+00:00
2025-2026,21,INFANTIL FEMENINO SALA,INFANTIL FEMENINO SALA,COPA INFANTIL FEMENINO - Fase final- FS,25694898,phase fase final,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:40:43.254422+00:00
2025-2026,21,INFANTIL FEMENINO SALA,INFANTIL FEMENINO SALA,COPA INFANTIL FEMENINO - Fase previa- FS ,25694664,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:40:46.883121+00:00
2025-2026,21,INFANTIL FEMENINO SALA,INFANTIL FEMENINO SALA,INFANTIL FEMENINO 1ª Fase FS,24038096,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:40:49.181679+00:00
2025-2026,21,INFANTIL FEMENINO SALA,INFANTIL FEMENINO SALA,INFANTIL FEMENINO 2ª Fase FS ,26260032,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:40:54.206219+00:00
2025-2026,21,ALEVIN FEMENINO SALA,ALEVIN FEMENINO SALA,ALEVIN FEMENINO 1ª Fase FS ,24400489,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:41:05.803173+00:00
2025-2026,21,ALEVIN FEMENINO SALA,ALEVIN FEMENINO SALA,ALEVIN FEMENINO 2ª Fase FS ,26260040,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:41:10.796465+00:00
2025-2026,21,ALEVIN FEMENINO SALA,ALEVIN FEMENINO SALA,COPA ALEVIN FEMENINO FS ,25695278,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:41:18.662596+00:00
2025-2026,21,BENJAMIN FEMENINO SALA,BENJAMIN FEMENINO SALA,BENJAMIN FEMENINO FS,24038097,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:41:20.954077+00:00
2025-2026,21,BENJAMIN FEMENINO SALA,BENJAMIN FEMENINO SALA,COPA BENJAMIN FEMENINO -fase de grupos- FS,25695516,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:41:22.327989+00:00
2025-2026,21,BENJAMIN FEMENINO SALA,BENJAMIN FEMENINO SALA,COPA BENJAMIN FEMENINO -fase final- FS ,26688373,phase fase final,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=21&tipojuego=3,2026-08-02T16:41:27.234356+00:00
2025-2026,21,DEBUTANTE,DEBUTANTE,DEBUTANTE,24037891,regular_season,Fútbol-5,4,https://www.rffm.es/api/competitions?temporada=21&tipojuego=4,2026-08-02T16:41:29.959502+00:00
2025-2026,21,DEBUTANTE,DEBUTANTE,FIESTA DE LOS DEBUTANTES,26697697,regular_season,Fútbol-5,4,https://www.rffm.es/api/competitions?temporada=21&tipojuego=4,2026-08-02T16:41:59.607293+00:00
