season,season_id,category,competition,competition_id,group,group_id,team,team_id,position,played,wins,draws,losses,goals_for,goals_against,goal_diff,points,sanction_points,source_url,scraped_at
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 16,5101177,RACING PARLA C.D.,2679,11,34,15,2,17,60,98,-38,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101177&tipojuego=1,2026-08-12T22:42:39.875107+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 16,5101177,S.A.D. A.V. CASERIO PERALES,680082,12,34,15,1,18,71,90,-19,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101177&tipojuego=1,2026-08-12T22:42:39.875107+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 16,5101177,C.D. LIBERTAD ALCORCON 'C',2732460,13,34,9,4,21,61,117,-56,31,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101177&tipojuego=1,2026-08-12T22:42:39.875107+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 16,5101177,A.D.C. GETAFE ATLETICO 'A',2730156,14,34,9,3,22,54,108,-54,30,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101177&tipojuego=1,2026-08-12T22:42:39.875107+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 16,5101177,A.D.C. BRUNETE 'C',466575,15,34,8,3,23,60,116,-56,27,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101177&tipojuego=1,2026-08-12T22:42:39.875107+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 16,5101177,A.D. EL NORTE,300245,16,34,6,2,26,59,141,-82,20,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101177&tipojuego=1,2026-08-12T22:42:39.875107+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 16,5101177,C.D. LA CANTERA SPORT,4927740,17,34,4,0,30,51,181,-130,12,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101177&tipojuego=1,2026-08-12T22:42:39.875107+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,C.D. LIBERTAD ALCORCON 'D',4922547,1,30,25,5,0,116,20,96,80,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,V.F. 21-LEGANES,1032477,2,30,23,2,5,111,28,83,71,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,C.D. FORTUNA 'B',4941641,3,30,22,4,4,116,33,83,70,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,DEPORTIVO NABURO 'B',5452462,4,30,21,4,5,87,44,43,67,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,A.D. UNION CARRASCAL 'C',334272,5,30,16,3,11,62,47,15,51,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,C.D. ROCIO LEGANES 'A',466588,6,30,15,4,11,67,64,3,49,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,C.D. LA AVANZADA 'C',2274261,7,30,13,6,11,61,81,-20,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,VILLA LEGANES F.C.,466587,8,30,13,4,13,76,79,-3,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,C.D. LUGO FUENLABRADA 'C',2093,9,30,12,4,14,68,69,-1,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,A.D.C.R. LEMANS,1343,10,30,10,7,13,47,54,-7,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,C.D. ESC. FUT. HORRILLO DE LEGANES,4927894,11,30,9,8,13,59,65,-6,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,C.D. SANTA BARBARA GETAFE 'B',4937972,12,30,9,5,16,59,78,-19,29,3,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,FEPE GETAFE III 'B',1010,13,30,7,3,20,49,98,-49,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,ATLETICO TRABENCO ZARZAQUEMADA,466592,14,30,5,3,22,43,110,-67,18,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 17,5101248,A.D.C. GETAFE ATLETICO 'B',2730157,15,30,2,5,23,35,118,-83,11,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101248&tipojuego=1,2026-08-12T22:42:36.208160+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,C.D. LUGO FUENLABRADA 'B',2092,1,32,29,0,3,166,39,127,87,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,C.D. LA AVANZADA 'B',2474,2,32,25,4,3,138,35,103,79,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,C.F. SAN ESTEBAN,1031231,3,32,22,4,6,121,44,77,70,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,C.D. DANI BOUZAS,2277906,4,32,21,7,4,96,30,66,70,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,C.D. ATLETICO FUENLABREÑO,3359923,5,32,22,4,6,102,49,53,70,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,DEPORTIVO SUR LORANCA 'A',1032475,6,32,20,4,8,114,78,36,64,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,A.D. NUEVO VERSALLES LORANCA 'B',680072,7,32,18,4,10,113,64,49,58,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,C.D. ARROYO 'A',1721,8,32,14,6,12,82,81,1,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,C.D.E.F. PACO CORDOBA,2276675,9,32,11,7,14,70,82,-12,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,U.D. FUENLABRADA,300259,10,32,9,8,15,72,95,-23,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,A.D. RAYO LORANCA,3348720,11,32,11,3,18,63,89,-26,33,3,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,ATLETICO HISPANIDAD,300253,12,32,10,3,19,48,94,-46,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,C.D. SERGIO PACHON Y ANTONIO LOPEZ 'A',4942279,13,32,8,5,19,52,89,-37,29,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,MOSTOLES C.F. 'C',529348,14,32,5,5,22,41,112,-71,20,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,ESC. MUN. FUT. VALDEMORO 'D',1031192,15,32,5,3,24,56,121,-65,18,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,C.D. RACING CALYPSO,4939175,16,32,4,3,25,36,133,-97,15,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 18,5101345,C.D. OLIMPIC FUENLABRADA,4937827,17,32,2,2,28,38,173,-135,8,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101345&tipojuego=1,2026-08-12T22:42:41.503239+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,C.D. SEVILLA LA NUEVA,300270,1,32,28,3,1,132,20,112,87,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,C.D. LIBERTAD ALCORCON 'A',2270142,2,32,27,2,3,132,42,90,83,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,JUNIOR SOCCER C.F.,4942286,3,32,24,6,2,105,26,79,78,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,ATLETICO VALDEIGLESIAS 'B',4911422,4,32,24,5,3,115,43,72,77,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,C.D. EL ALAMO 'A',469,5,32,19,3,10,132,67,65,60,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,MOSTOLES C.F. 'B',4950083,6,32,19,2,11,90,61,29,59,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,C.D.A. NAVALCARNERO 'B',369,7,32,17,5,10,83,62,21,56,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,C.D. ATLETICO CAÑADA ALCORCON 'B',3347326,8,32,13,5,14,73,72,1,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,C.D. CELMIG,334268,9,32,13,2,17,78,81,-3,41,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,C.D. VILLAMANTA,334252,10,32,12,2,18,84,97,-13,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,C.D. NAVAS DEL REY,300268,11,32,9,4,19,72,107,-35,31,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,E.M.F. CHAPINERIA-COLMENAR,2713489,12,32,7,5,20,63,124,-61,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,ESC. FUT. ESTUDIANTES ALCORCON 'B',466585,13,32,7,3,22,54,114,-60,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,C.D.E. AMISTAD ALCORCON 'B',3360029,14,32,6,5,21,44,108,-64,23,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,MOSTOLES BALOMPIE 'A',300266,15,32,6,1,25,40,153,-113,19,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,C.D. INTERNACIONAL DE MOSTOLES 'B',3367362,16,32,6,2,24,53,107,-54,17,3,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,JUVENIL,SEGUNDA JUVENIL,4993498,Grupo 19,5101428,PEÑA MADRIDISTA 3000 GOLES 'A',1289,17,32,5,5,22,61,127,-66,17,3,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993498&grupo=5101428&tipojuego=1,2026-08-12T22:42:41.323971+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,CLUB ATLETICO DE MADRID 'A',22,1,30,26,3,1,153,13,140,81,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,REAL MADRID C.F. 'A',7,2,30,26,3,1,164,13,151,81,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,RAYO VALLECANO DE MADRID 'B',62,3,30,24,4,2,125,21,104,76,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,C.D. MOSTOLES U.R.J.C. 'B',2133,4,30,17,4,9,57,51,6,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,GETAFE C.F. S.A.D. 'B',566,5,30,16,7,7,66,47,19,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,ESCUELA DEP.MORATALAZ 'A',628,6,30,15,7,8,70,64,6,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,ALCOBENDAS-LEVITT C.F. 'A',261,7,30,13,5,12,47,47,0,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,R.S.D. ALCALA S.A.D. 'A',76,8,30,11,8,11,41,57,-16,41,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,A.D. UNION ADARVE 'A',1597,9,30,9,10,11,34,43,-9,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,ARAVACA C.F. 'A',109,10,30,8,6,16,34,63,-29,30,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,LAS ROZAS C.F.-U.C.J.C. 'A',297,11,30,8,4,18,32,77,-45,28,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,C.D. VICALVARO 'A',600,12,30,7,5,18,42,90,-48,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,DEPORTIVO A.V. SANTA ANA 'A',1404,13,30,7,5,18,42,99,-57,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,ATLETICO CHOPERA ALCOBENDAS 04 'A',680101,14,30,6,4,20,46,83,-37,22,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,C.F. POZUELO DE ALARCON 'A',1878,15,30,4,4,22,28,105,-77,16,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 1,5131037,E.D.M. SAN BLAS 'A',1762,16,30,2,3,25,22,130,-108,9,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131037&tipojuego=1,2026-08-12T22:42:41.063633+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,REAL MADRID C.F. 'B',31323,1,30,22,7,1,88,23,65,73,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,CLUB ATLETICO DE MADRID 'B',31328,2,30,21,5,4,92,27,65,68,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,ATLETICO MADRILEÑO C.F. 'A',2324,3,30,19,7,4,64,21,43,64,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,C.F. TRIVAL VALDERAS ALCORCON 'A',1567,4,30,17,5,8,56,35,21,56,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,A.D. ALCORCON S.A.D. 'A',284,5,30,16,2,12,45,36,9,50,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,GETAFE C.F. S.A.D. 'A',565,6,30,13,8,9,45,39,6,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,ATLETICO DE PINTO 'A',166,7,30,13,7,10,50,46,4,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,C.D. LEGANES S.A.D. 'A',99,8,30,12,6,12,53,55,-2,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,ASOC. CULTURAL EL BERCIAL 'A',863,9,30,10,8,12,46,57,-11,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,UNION DEPORTIVA LA POVEDA 'A',301080,10,30,9,7,14,26,44,-18,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,RAYO VALLECANO DE MADRID 'A',61,11,30,9,4,17,52,66,-14,31,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,ESC.MUN.FUT. ALUCHE 'A',1631,12,30,8,4,18,39,68,-29,28,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,C.F. FUENLABRADA S.A.D. 'A',2174,13,30,7,5,18,37,68,-31,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
2016-2017,12,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,4993500,Grupo 2,5131039,C.D. MOSTOLES U.R.J.C. 'A',2131,14,30,6,6,18,23,62,-39,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993500&grupo=5131039&tipojuego=1,2026-08-12T22:42:40.796424+00:00
