season,season_id,category,competition,competition_id,group,group_id,group_label_raw,subgroup_label,source_url,scraped_at
2016-2017,12,OTHER,COPA REAL FEDERACION ESPAÑOLA DE FUTBOL,4993446,Grupo UNICO,5148235,Grupo UNICO,,https://www.rffm.es/api/groups?competicion=4993446,2026-08-12T22:41:35.797383+00:00
2016-2017,12,OTHER,TERCERA DIVISION NACIONAL,4993445,Grupo 7,5066265,Grupo 7,,https://www.rffm.es/api/groups?competicion=4993445,2026-08-12T22:41:35.798430+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 1,5067055,Grupo 1,,https://www.rffm.es/api/groups?competicion=4993452,2026-08-12T22:41:35.799437+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE,4993452,Grupo 2,5071595,Grupo 2,,https://www.rffm.es/api/groups?competicion=4993452,2026-08-12T22:41:35.800523+00:00
2016-2017,12,AFICIONADO,CATEGORIA PREFERENTE - TORNEO DE CAMPEONES,4993471,Final,6820817,Final,,https://www.rffm.es/api/groups?competicion=4993471,2026-08-12T22:41:35.801644+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 1,5071628,Grupo 1,,https://www.rffm.es/api/groups?competicion=4993474,2026-08-12T22:41:35.802637+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 2,5071629,Grupo 2,,https://www.rffm.es/api/groups?competicion=4993474,2026-08-12T22:41:35.803542+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 3,5071809,Grupo 3,,https://www.rffm.es/api/groups?competicion=4993474,2026-08-12T22:41:35.804471+00:00
2016-2017,12,AFICIONADO,PRIMERA DE AFICIONADOS,4993474,Grupo 4,5071860,Grupo 4,,https://www.rffm.es/api/groups?competicion=4993474,2026-08-12T22:41:39.084937+00:00
2016-2017,12,AFICIONADO,SEGUNDA DE AFICIONADOS,4993476,Grupo 1,5071863,Grupo 1,,https://www.rffm.es/api/groups?competicion=4993476,2026-08-12T22:41:39.615962+00:00
2016-2017,12,AFICIONADO,SEGUNDA DE AFICIONADOS,4993476,Grupo 2,5071976,Grupo 2,,https://www.rffm.es/api/groups?competicion=4993476,2026-08-12T22:41:44.156362+00:00
2016-2017,12,AFICIONADO,SEGUNDA DE AFICIONADOS,4993476,Grupo 3,5072213,Grupo 3,,https://www.rffm.es/api/groups?competicion=4993476,2026-08-12T22:41:44.324806+00:00
2016-2017,12,AFICIONADO,SEGUNDA DE AFICIONADOS,4993476,Grupo 4,5072329,Grupo 4,,https://www.rffm.es/api/groups?competicion=4993476,2026-08-12T22:41:44.436336+00:00
2016-2017,12,AFICIONADO,SEGUNDA DE AFICIONADOS,4993476,Grupo 5,5072368,Grupo 5,,https://www.rffm.es/api/groups?competicion=4993476,2026-08-12T22:41:44.447065+00:00
2016-2017,12,AFICIONADO,SEGUNDA DE AFICIONADOS,4993476,Grupo 6,5072432,Grupo 6,,https://www.rffm.es/api/groups?competicion=4993476,2026-08-12T22:41:44.829490+00:00
2016-2017,12,AFICIONADO,SEGUNDA DE AFICIONADOS,4993476,Grupo 7,5073145,Grupo 7,,https://www.rffm.es/api/groups?competicion=4993476,2026-08-12T22:41:44.888783+00:00
2016-2017,12,AFICIONADO,SEGUNDA DE AFICIONADOS,4993476,Grupo 8 ,5075223,Grupo 8 ,,https://www.rffm.es/api/groups?competicion=4993476,2026-08-12T22:41:51.312112+00:00
2016-2017,12,AFICIONADO,TERCERA DE AFICIONADOS,4993478,Grupo 1,5075240,Grupo 1,,https://www.rffm.es/api/groups?competicion=4993478,2026-08-12T22:41:51.528149+00:00
2016-2017,12,AFICIONADO,TERCERA DE AFICIONADOS,4993478,Grupo 2,5075849,Grupo 2,,https://www.rffm.es/api/groups?competicion=4993478,2026-08-12T22:41:51.539834+00:00
2016-2017,12,AFICIONADO,TERCERA DE AFICIONADOS,4993478,Grupo 3,5076177,Grupo 3,,https://www.rffm.es/api/groups?competicion=4993478,2026-08-12T22:41:51.922243+00:00
2016-2017,12,AFICIONADO,TERCERA DE AFICIONADOS,4993478,Grupo 4,5076194,Grupo 4,,https://www.rffm.es/api/groups?competicion=4993478,2026-08-12T22:41:52.070562+00:00
2016-2017,12,AFICIONADO,TERCERA DE AFICIONADOS,4993478,Grupo 5,5076857,Grupo 5,,https://www.rffm.es/api/groups?competicion=4993478,2026-08-12T22:41:52.162898+00:00
2016-2017,12,AFICIONADO,TERCERA DE AFICIONADOS,4993478,Grupo 6,5076930,Grupo 6,,https://www.rffm.es/api/groups?competicion=4993478,2026-08-12T22:41:52.996087+00:00
2016-2017,12,AFICIONADO,TERCERA DE AFICIONADOS,4993478,Grupo 7,5080759,Grupo 7,,https://www.rffm.es/api/groups?competicion=4993478,2026-08-12T22:41:53.552976+00:00
2016-2017,12,AFICIONADO,TERCERA DE AFICIONADOS,4993478,Grupo 8,5080764,Grupo 8,,https://www.rffm.es/api/groups?competicion=4993478,2026-08-12T22:41:56.945130+00:00
2016-2017,12,AFICIONADO,TERCERA DE AFICIONADOS,4993478,Grupo 9,5170538,Grupo 9,,https://www.rffm.es/api/groups?competicion=4993478,2026-08-12T22:41:57.300844+00:00
