season_id,game_type_id,competition_id,group_id,category_base,category_label_raw,is_femenino,division_level,competition_label_raw,group_label_raw,has_calendario,has_clasificaciones,has_goleadores
12,1,4993446,5148235,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA REAL FEDERACION ESPAÑOLA DE FUTBOL,Grupo UNICO,True,True,True
12,1,4993445,5066265,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA DIVISION NACIONAL,Grupo 7,True,True,True
12,1,4993452,5067055,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE,Grupo 1,True,True,True
12,1,4993452,5071595,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE,Grupo 2,True,True,True
12,1,4993471,6820817,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE - TORNEO DE CAMPEONES,Final,True,True,True
12,1,4993474,5071628,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,Grupo 1,True,True,True
12,1,4993474,5071629,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,Grupo 2,True,True,True
12,1,4993474,5071809,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,Grupo 3,True,True,True
12,1,4993474,5071860,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,Grupo 4,True,True,True
12,1,4993476,5071863,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 1,True,True,True
12,1,4993476,5071976,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 2,True,True,True
12,1,4993476,5072213,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 3,True,True,True
12,1,4993476,5072329,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 4,True,True,True
12,1,4993476,5072368,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 5,True,True,True
12,1,4993476,5072432,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 6,True,True,True
12,1,4993476,5073145,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 7,True,True,True
12,1,4993476,5075223,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 8 ,True,True,True
12,1,4993478,5075240,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 1,True,True,True
12,1,4993478,5075849,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 2,True,True,True
12,1,4993478,5076177,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 3,True,True,True
12,1,4993478,5076194,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 4,True,True,True
12,1,4993478,5076857,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 5,True,True,True
12,1,4993478,5076930,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 6,True,True,True
12,1,4993478,5080759,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 7,True,True,True
12,1,4993478,5080764,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 8,True,True,True
12,1,4993478,5170538,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 9,True,True,True
12,1,4993478,5080766,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 10,True,True,True
12,1,4993478,5080843,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 11,True,True,True
