season,season_id,category_base,category_label_raw,is_femenino,division_level,competition,competition_id,phase_label,game_type,game_type_id,source_url,scraped_at
2016-2017,12,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA REAL FEDERACION ESPAÑOLA DE FUTBOL,4993446,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=12&tipojuego=1,2026-08-12T22:41:35.797383+00:00
2016-2017,12,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA DIVISION NACIONAL,4993445,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=12&tipojuego=1,2026-08-12T22:41:35.798430+00:00
2016-2017,12,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE,4993452,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=12&tipojuego=1,2026-08-12T22:41:35.799437+00:00
2016-2017,12,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE - TORNEO DE CAMPEONES,4993471,playoff,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=12&tipojuego=1,2026-08-12T22:41:35.801644+00:00
2016-2017,12,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,4993474,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=12&tipojuego=1,2026-08-12T22:41:35.802637+00:00
2016-2017,12,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,4993476,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=12&tipojuego=1,2026-08-12T22:41:39.615962+00:00
2016-2017,12,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,4993478,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=12&tipojuego=1,2026-08-12T22:41:51.528149+00:00
2016-2017,12,JUVENIL,DIVISION DE HONOR JUVENIL,False,DIVISION DE HONOR,COPA REAL FEDERACION JUVENIL NACIONAL,4993484,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=12&tipojuego=1,2026-08-12T22:41:58.444251+00:00
2016-2017,12,JUVENIL,DIVISION DE HONOR JUVENIL,False,DIVISION DE HONOR,COPA REAL FEDERACION NACIONAL JUVENIL - FINAL,4993487,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=12&tipojuego=1,2026-08-12T22:41:58.627149+00:00
2016-2017,12,JUVENIL,LIGA NACIONAL JUVENIL,False,LIGA NACIONAL,NACIONAL JUVENIL,4993489,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=12&tipojuego=1,2026-08-12T22:42:02.193836+00:00
