page_kind,group_id,competition_id,season_id,game_type_id,url,raw_saved_path
calendario,5148235,4993446,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993446&grupo=5148235&tipojuego=1,output/raw/rffm/other/2016-2017/calendario/5148235.html
clasificaciones,5148235,4993446,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993446&grupo=5148235&tipojuego=1,output/raw/rffm/other/2016-2017/clasificaciones/5148235.html
goleadores,5148235,4993446,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993446&grupo=5148235&tipojuego=1,output/raw/rffm/other/2016-2017/goleadores/5148235.html
calendario,5066265,4993445,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993445&grupo=5066265&tipojuego=1,output/raw/rffm/other/2016-2017/calendario/5066265.html
clasificaciones,5066265,4993445,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993445&grupo=5066265&tipojuego=1,output/raw/rffm/other/2016-2017/clasificaciones/5066265.html
goleadores,5066265,4993445,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993445&grupo=5066265&tipojuego=1,output/raw/rffm/other/2016-2017/goleadores/5066265.html
calendario,5067055,4993452,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,output/raw/rffm/aficionado/2016-2017/calendario/5067055.html
clasificaciones,5067055,4993452,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,output/raw/rffm/aficionado/2016-2017/clasificaciones/5067055.html
goleadores,5067055,4993452,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993452&grupo=5067055&tipojuego=1,output/raw/rffm/aficionado/2016-2017/goleadores/5067055.html
calendario,5071595,4993452,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,output/raw/rffm/aficionado/2016-2017/calendario/5071595.html
clasificaciones,5071595,4993452,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,output/raw/rffm/aficionado/2016-2017/clasificaciones/5071595.html
goleadores,5071595,4993452,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993452&grupo=5071595&tipojuego=1,output/raw/rffm/aficionado/2016-2017/goleadores/5071595.html
calendario,6820817,4993471,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993471&grupo=6820817&tipojuego=1,output/raw/rffm/aficionado/2016-2017/calendario/6820817.html
clasificaciones,6820817,4993471,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993471&grupo=6820817&tipojuego=1,output/raw/rffm/aficionado/2016-2017/clasificaciones/6820817.html
goleadores,6820817,4993471,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993471&grupo=6820817&tipojuego=1,output/raw/rffm/aficionado/2016-2017/goleadores/6820817.html
calendario,5071628,4993474,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,output/raw/rffm/aficionado/2016-2017/calendario/5071628.html
clasificaciones,5071628,4993474,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,output/raw/rffm/aficionado/2016-2017/clasificaciones/5071628.html
goleadores,5071628,4993474,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993474&grupo=5071628&tipojuego=1,output/raw/rffm/aficionado/2016-2017/goleadores/5071628.html
calendario,5071629,4993474,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993474&grupo=5071629&tipojuego=1,output/raw/rffm/aficionado/2016-2017/calendario/5071629.html
clasificaciones,5071629,4993474,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071629&tipojuego=1,output/raw/rffm/aficionado/2016-2017/clasificaciones/5071629.html
goleadores,5071629,4993474,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993474&grupo=5071629&tipojuego=1,output/raw/rffm/aficionado/2016-2017/goleadores/5071629.html
calendario,5071809,4993474,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993474&grupo=5071809&tipojuego=1,output/raw/rffm/aficionado/2016-2017/calendario/5071809.html
clasificaciones,5071809,4993474,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071809&tipojuego=1,output/raw/rffm/aficionado/2016-2017/clasificaciones/5071809.html
goleadores,5071809,4993474,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993474&grupo=5071809&tipojuego=1,output/raw/rffm/aficionado/2016-2017/goleadores/5071809.html
calendario,5071860,4993474,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993474&grupo=5071860&tipojuego=1,output/raw/rffm/aficionado/2016-2017/calendario/5071860.html
clasificaciones,5071860,4993474,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993474&grupo=5071860&tipojuego=1,output/raw/rffm/aficionado/2016-2017/clasificaciones/5071860.html
goleadores,5071860,4993474,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993474&grupo=5071860&tipojuego=1,output/raw/rffm/aficionado/2016-2017/goleadores/5071860.html
calendario,5071863,4993476,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993476&grupo=5071863&tipojuego=1,output/raw/rffm/aficionado/2016-2017/calendario/5071863.html
clasificaciones,5071863,4993476,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993476&grupo=5071863&tipojuego=1,output/raw/rffm/aficionado/2016-2017/clasificaciones/5071863.html
goleadores,5071863,4993476,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993476&grupo=5071863&tipojuego=1,output/raw/rffm/aficionado/2016-2017/goleadores/5071863.html
calendario,5071976,4993476,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993476&grupo=5071976&tipojuego=1,output/raw/rffm/aficionado/2016-2017/calendario/5071976.html
clasificaciones,5071976,4993476,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993476&grupo=5071976&tipojuego=1,output/raw/rffm/aficionado/2016-2017/clasificaciones/5071976.html
goleadores,5071976,4993476,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993476&grupo=5071976&tipojuego=1,output/raw/rffm/aficionado/2016-2017/goleadores/5071976.html
calendario,5072213,4993476,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993476&grupo=5072213&tipojuego=1,output/raw/rffm/aficionado/2016-2017/calendario/5072213.html
clasificaciones,5072213,4993476,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993476&grupo=5072213&tipojuego=1,output/raw/rffm/aficionado/2016-2017/clasificaciones/5072213.html
goleadores,5072213,4993476,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993476&grupo=5072213&tipojuego=1,output/raw/rffm/aficionado/2016-2017/goleadores/5072213.html
calendario,5072329,4993476,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993476&grupo=5072329&tipojuego=1,output/raw/rffm/aficionado/2016-2017/calendario/5072329.html
clasificaciones,5072329,4993476,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993476&grupo=5072329&tipojuego=1,output/raw/rffm/aficionado/2016-2017/clasificaciones/5072329.html
goleadores,5072329,4993476,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993476&grupo=5072329&tipojuego=1,output/raw/rffm/aficionado/2016-2017/goleadores/5072329.html
calendario,5072368,4993476,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993476&grupo=5072368&tipojuego=1,output/raw/rffm/aficionado/2016-2017/calendario/5072368.html
clasificaciones,5072368,4993476,12,1,https://www.rffm.es/competicion/clasificaciones?temporada=12&competicion=4993476&grupo=5072368&tipojuego=1,output/raw/rffm/aficionado/2016-2017/clasificaciones/5072368.html
goleadores,5072368,4993476,12,1,https://www.rffm.es/competicion/goleadores?temporada=12&competicion=4993476&grupo=5072368&tipojuego=1,output/raw/rffm/aficionado/2016-2017/goleadores/5072368.html
calendario,5072432,4993476,12,1,https://www.rffm.es/competicion/calendario?temporada=12&competicion=4993476&grupo=5072432&tipojuego=1,output/raw/rffm/aficionado/2016-2017/calendario/5072432.html
