team_id,team,team_name_raw,club_name_raw,squad_suffix,source_team_url,scraped_at
2002,FUTBOL ALCOBENDAS SPORT,FUTBOL ALCOBENDAS SPORT,FUTBOL ALCOBENDAS SPORT,,/fichaequipo/2002,2026-08-12T22:41:44.324039+00:00
106,ARAVACA C.F. A,ARAVACA C.F. 'A',ARAVACA C.F.,A,/fichaequipo/106,2026-08-12T22:41:44.324039+00:00
1045,SAD. C.F. INTERNAC.MADRID DEP. S.L.,SAD. C.F. INTERNAC.MADRID DEP. S.L.,SAD. C.F. INTERNAC.MADRID DEP. S.L.,,/fichaequipo/1045,2026-08-12T22:41:44.324039+00:00
2172,C.F. FUENLABRADA S.A.D. A,C.F. FUENLABRADA S.A.D. 'A',C.F. FUENLABRADA S.A.D.,A,/fichaequipo/2172,2026-08-12T22:41:39.615578+00:00
1400,DEPORTIVO A.V. SANTA ANA,DEPORTIVO A.V. SANTA ANA,DEPORTIVO A.V. SANTA ANA,,/fichaequipo/1400,2026-08-12T22:41:44.324039+00:00
71,R.S.D. ALCALA S.A.D. A,R.S.D. ALCALA S.A.D. 'A',R.S.D. ALCALA S.A.D.,A,/fichaequipo/71,2026-08-12T22:41:44.324039+00:00
1532,F.C. VILLANUEVA DEL PARDILLO A,F.C. VILLANUEVA DEL PARDILLO 'A',F.C. VILLANUEVA DEL PARDILLO,A,/fichaequipo/1532,2026-08-12T22:41:44.324039+00:00
2127,C.D. MOSTOLES U.R.J.C. A,C.D. MOSTOLES U.R.J.C. 'A',C.D. MOSTOLES U.R.J.C.,A,/fichaequipo/2127,2026-08-12T22:41:44.324039+00:00
561,GETAFE C.F. S.A.D. B,GETAFE C.F. S.A.D. 'B',GETAFE C.F. S.A.D.,B,/fichaequipo/561,2026-08-12T22:41:44.324039+00:00
280,A.D. ALCORCON S.A.D. B,A.D. ALCORCON S.A.D. 'B',A.D. ALCORCON S.A.D.,B,/fichaequipo/280,2026-08-12T22:41:44.324039+00:00
119,C.D. SAN FERNANDO,C.D. SAN FERNANDO,C.D. SAN FERNANDO,,/fichaequipo/119,2026-08-12T22:41:44.324039+00:00
1592,A.D. UNION ADARVE A,A.D. UNION ADARVE 'A',A.D. UNION ADARVE,A,/fichaequipo/1592,2026-08-12T22:41:44.324039+00:00
311,A.D. PARLA A,A.D. PARLA 'A',A.D. PARLA,A,/fichaequipo/311,2026-08-12T22:41:44.324039+00:00
1563,C.F. TRIVAL VALDERAS ALCORCON A,C.F. TRIVAL VALDERAS ALCORCON 'A',C.F. TRIVAL VALDERAS ALCORCON,A,/fichaequipo/1563,2026-08-12T22:41:44.324039+00:00
256,ALCOBENDAS-LEVITT C.F.,ALCOBENDAS-LEVITT C.F.,ALCOBENDAS-LEVITT C.F.,,/fichaequipo/256,2026-08-12T22:41:44.324039+00:00
1873,C.F. POZUELO DE ALARCON A,C.F. POZUELO DE ALARCON 'A',C.F. POZUELO DE ALARCON,A,/fichaequipo/1873,2026-08-12T22:41:44.324039+00:00
162,ATLETICO DE PINTO,ATLETICO DE PINTO,ATLETICO DE PINTO,,/fichaequipo/162,2026-08-12T22:41:44.324039+00:00
94,C.D. LEGANES S.A.D. B,C.D. LEGANES S.A.D. 'B',C.D. LEGANES S.A.D.,B,/fichaequipo/94,2026-08-12T22:41:44.324039+00:00
58,RAYO VALLECANO DE MADRID B,RAYO VALLECANO DE MADRID 'B',RAYO VALLECANO DE MADRID,B,/fichaequipo/58,2026-08-12T22:41:44.324039+00:00
939,S.R. VILLAVERDE-BOETTICHER C.F. A,S.R. VILLAVERDE-BOETTICHER C.F. 'A',S.R. VILLAVERDE-BOETTICHER C.F.,A,/fichaequipo/939,2026-08-12T22:41:44.324039+00:00
18,CLUB ATLETICO DE MADRID B,CLUB ATLETICO DE MADRID 'B',CLUB ATLETICO DE MADRID,B,/fichaequipo/18,2026-08-12T22:41:44.324039+00:00
