season,competition_id,group_id,team_id,player_name,goals,source_url,scraped_at
2017-2018,6931746,7061757,407,"PRADA PONTONES, ALVARO",2,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6931746&grupo=7061757&tipojuego=1,2026-08-12T22:03:41.356448+00:00
2017-2018,6931746,7061757,407,"MAGANTO PEREZ, IGNACIO",1,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6931746&grupo=7061757&tipojuego=1,2026-08-12T22:03:41.356448+00:00
2017-2018,6931746,7061757,2002,"GARCIA CABELLOS, ROBERTO",1,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6931746&grupo=7061757&tipojuego=1,2026-08-12T22:03:41.356448+00:00
2017-2018,6925637,6988755,2127,"GONZALEZ NIETO, IAN",20,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932919+00:00
2017-2018,6925637,6988755,94,"SALAZAR ROJO, GABRIEL",18,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932919+00:00
2017-2018,6925637,6988755,1400,"PORTERO DIEZ, ALVARO",15,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932919+00:00
2017-2018,6925637,6988755,280,"RODRIGUEZ SAN MARTIN, GALO",14,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932919+00:00
2017-2018,6925637,6988755,1045,"HERRERO PECKER, ALVAR GONZALO",14,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932919+00:00
2017-2018,6925637,6988755,1563,"LOSADA LAGUNA, MARIO",14,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932919+00:00
2017-2018,6925637,6988755,193,"SANTOS FERREIRA, ANTONIO",14,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932919+00:00
2017-2018,6925637,6988755,71,"CASTIELLA SÁNCHEZ-OSTIZ, ÁLVARO",14,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932919+00:00
2017-2018,6925637,6988755,1045,"RIVERO SANCHEZ, ALVARO",13,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932919+00:00
2017-2018,6925637,6988755,561,"CALDERON LOPEZ, CARLOS",13,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932919+00:00
2017-2018,6925637,6988755,2002,"BLANCO BARTOLOME, RUBEN",12,https://www.rffm.es/competicion/goleadores?temporada=13&competicion=6925637&grupo=6988755&tipojuego=1,2026-08-12T22:03:50.932919+00:00
