season,season_id,category_base,category_label_raw,is_femenino,division_level,competition,competition_id,phase_label,game_type,game_type_id,source_url,scraped_at
2017-2018,13,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA REAL FEDERACION ESPAÑOLA DE FUTBOL,6931746,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:03:37.394337+00:00
2017-2018,13,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA DIVISION NACIONAL,6925637,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:03:37.395186+00:00
2017-2018,13,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE,6931860,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:03:37.396267+00:00
2017-2018,13,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,TORNEO DE CAMPEONES - CATEGORIA PREFERENTE,6931946,playoff,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:03:37.398524+00:00
2017-2018,13,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,6931863,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:03:37.399834+00:00
2017-2018,13,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,6931981,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:03:41.356793+00:00
2017-2018,13,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,6932032,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:03:55.776601+00:00
2017-2018,13,JUVENIL,DIVISION DE HONOR JUVENIL,False,DIVISION DE HONOR,COPA R.F.F.M. - JUVENIL NACIONAL,6932367,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:09.062551+00:00
2017-2018,13,JUVENIL,DIVISION DE HONOR JUVENIL,False,DIVISION DE HONOR,COPA REAL FEDERACION JUVENIL NACIONAL (FASE FINAL),8960957,phase fase final,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:09.459137+00:00
2017-2018,13,JUVENIL,DIVISION DE HONOR JUVENIL,False,DIVISION DE HONOR,DIVISION DE HONOR DE JUVENILES,7207390,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:10.193892+00:00
2017-2018,13,JUVENIL,LIGA NACIONAL JUVENIL,False,LIGA NACIONAL,NACIONAL JUVENIL,6932889,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:10.514372+00:00
2017-2018,13,JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,False,PRIMERA DIVISION AUTONOMICA,COPA CAMPEONES PRIMERA DIVISION AUTONOMICA JUVENIL,8966314,playoff,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:10.641769+00:00
2017-2018,13,JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA JUVENIL,6933084,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:11.712787+00:00
2017-2018,13,JUVENIL,PREFERENTE JUVENIL,False,PREFERENTE,PREFERENTE JUVENIL,6933151,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:11.816421+00:00
2017-2018,13,JUVENIL,PRIMERA JUVENIL,False,PRIMERA,PRIMERA JUVENIL,6933152,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:13.237491+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,False,SEGUNDA,COPA FINAL - SEGUNDA JUVENIL-GRUPO 2º,8964358,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:24.753360+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,False,SEGUNDA,COPA RFFM-SEGUNDA JUVENIL-GRUPO 2º,8867798,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:25.338691+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,False,SEGUNDA,"COPA SEGUNDA JUVENIL,GRUPO 2- SEMIFINALES",8955688,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:27.594730+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,False,SEGUNDA,SEGUNDA JUVENIL,6938394,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:28.250670+00:00
2017-2018,13,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,False,PRIMERA DIVISION AUTONOMICA,COPA CAMPEONES DIVISION AUTONOMICA CADETE,8964177,playoff,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:43.955175+00:00
2017-2018,13,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA CADETE,6938395,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:44.120108+00:00
2017-2018,13,CADETE,PREFERENTE CADETE,False,PREFERENTE,PREFERENTE CADETE,6938399,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:44.381681+00:00
2017-2018,13,CADETE,PRIMERA CADETE,False,PRIMERA,PRIMERA CADETE,6938400,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:52.381144+00:00
2017-2018,13,CADETE,SEGUNDA CADETE,False,SEGUNDA,SEGUNDA CADETE,6938402,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:04:57.447426+00:00
2017-2018,13,INFANTIL,DIVISION DE HONOR INFANTIL,False,DIVISION DE HONOR,COPA CAMPEÓN DIVISION DE HONOR INFANTIL,8943794,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:05:08.786012+00:00
2017-2018,13,INFANTIL,DIVISION DE HONOR INFANTIL,False,DIVISION DE HONOR,DIVISION DE HONOR INFANTIL,6938644,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:05:11.143557+00:00
2017-2018,13,INFANTIL,PRIMERA DIVISION AUTONOMICA INFANTIL,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA INFANTIL,6938645,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:05:13.197964+00:00
2017-2018,13,INFANTIL,PREFERENTE INFANTIL,False,PREFERENTE,PREFERENTE INFANTIL,6938646,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:05:16.902035+00:00
2017-2018,13,INFANTIL,PRIMERA INFANTIL,False,PRIMERA,PRIMERA INFANTIL,6938711,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:05:23.084472+00:00
2017-2018,13,INFANTIL,SEGUNDA INFANTIL,False,SEGUNDA,SEGUNDA INFANTIL,6938745,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:05:34.256237+00:00
2017-2018,13,ALEVIN,PRIMERA DIVISION AUTONOMICA ALEVIN,False,PRIMERA DIVISION AUTONOMICA,COPA DE CAMPEÓN ALEVINES,8960971,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:05:59.892066+00:00
2017-2018,13,ALEVIN,PRIMERA DIVISION AUTONOMICA ALEVIN,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA ALEVIN,6938794,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:06:00.117700+00:00
2017-2018,13,ALEVIN,PREFERENTE ALEVIN,False,PREFERENTE,PREFERENTE ALEVIN,6938859,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:06:01.054620+00:00
2017-2018,13,ALEVIN,PRIMERA ALEVIN,False,PRIMERA,PRIMERA ALEVIN,6938924,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:06:07.951735+00:00
2017-2018,13,AFICIONADO,PREFERENTE FUTBOL FEMENINO,True,PREFERENTE,FUTBOL FEMENINO AFICIONADO - CAMPEON ABSOLUTO DE MADRID,6940192,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:06:20.899854+00:00
2017-2018,13,OTHER,PREFERENTE FUTBOL FEMENINO,True,PREFERENTE,PREFERENTE FUTBOL FEMENINO,6940171,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:06:21.130972+00:00
2017-2018,13,OTHER,PRIMERA FUTBOL FEMENINO,True,PRIMERA,PRIMERA FUTBOL FEMENINO,6940173,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:06:21.687352+00:00
2017-2018,13,JUVENIL,PREFERENTE FEMENINO JUVENIL,True,PREFERENTE,FUTBOL FEMENINO JUVENIL - CAMPEON ABSOLUTO DE MADRID,6940198,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:06:27.805665+00:00
2017-2018,13,JUVENIL,PREFERENTE FEMENINO JUVENIL,True,PREFERENTE,PREFERENTE FEMENINO JUVENIL,6940193,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:06:28.473797+00:00
2017-2018,13,JUVENIL,PRIMERA FEMENINO JUVENIL,True,PRIMERA,PRIMERA FEMENINO JUVENIL,6940195,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=13&tipojuego=1,2026-08-12T22:06:28.687638+00:00
2017-2018,13,BENJAMIN,PREFERENTE BENJAMIN F7,False,PREFERENTE,PREFERENTE BENJAMIN F7,6939362,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=13&tipojuego=2,2026-08-12T22:06:28.998331+00:00
2017-2018,13,BENJAMIN,PREFERENTE BENJAMIN F7,False,PREFERENTE,PREFERENTE BENJAMIN F7 - TORNEO DE CAMPEONES,6939364,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=13&tipojuego=2,2026-08-12T22:06:42.371556+00:00
2017-2018,13,BENJAMIN,PREFERENTE BENJAMIN F7,False,PREFERENTE,PREFERENTE BENJAMIN F7 - TORNEO DE CAMPEONES - SEMIFINALES Y FINAL,6939454,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=13&tipojuego=2,2026-08-12T22:06:44.450343+00:00
2017-2018,13,BENJAMIN,PRIMERA BENJAMIN F7,False,PRIMERA,PRIMERA BENJAMIN F7,6939456,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=13&tipojuego=2,2026-08-12T22:06:45.337967+00:00
2017-2018,13,BENJAMIN,PRIMERA BENJAMIN F7,False,PRIMERA,PRIMERA BENJAMIN F7 - TORNEO DE CAMPEONES,6939473,playoff,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=13&tipojuego=2,2026-08-12T22:07:25.942492+00:00
2017-2018,13,BENJAMIN,PRIMERA BENJAMIN F7,False,PRIMERA,PRIMERA BENJAMIN F7 - TORNEO DE CAMPEONES - FASE FINAL,6939834,playoff FASE FINAL,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=13&tipojuego=2,2026-08-12T22:07:31.932844+00:00
2017-2018,13,UNIVERSITARIO,Liga Universitaria Futbol Sala,False,LIGA UNIVERSITARIA,Primera Fase Liga Universitaria - F.S.,18394386,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=13&tipojuego=3,2026-08-12T22:07:32.010498+00:00
2017-2018,13,UNIVERSITARIO,Liga Universitaria Futbol Sala,False,LIGA UNIVERSITARIA,Segunda Fase Liga Universitaria - F.S.,18394387,phase segunda fase,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=13&tipojuego=3,2026-08-12T22:07:33.602727+00:00
2017-2018,13,AFICIONADO,PREFERENTE AFICIONADO SALA,False,PREFERENTE,Preferente - F.S.,18393849,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=13&tipojuego=3,2026-08-12T22:07:34.577192+00:00
2017-2018,13,AFICIONADO,PRIMERA AFICIONADO SALA,False,PRIMERA,1ª Regional - F.S.,18393850,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=13&tipojuego=3,2026-08-12T22:07:35.772696+00:00
2017-2018,13,JUVENIL,PREFERENTE JUVENIL SALA,False,PREFERENTE,Juvenil Preferente - F.S.,18393853,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=13&tipojuego=3,2026-08-12T22:07:35.941997+00:00
2017-2018,13,ALEVIN,ALEVIN SALA,False,OTHER,Alevin - F.S.,18393857,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=13&tipojuego=3,2026-08-12T22:07:35.947172+00:00
