season,season_id,category,competition,competition_id,group,group_id,team,team_id,position,played,wins,draws,losses,goals_for,goals_against,goal_diff,points,sanction_points,source_url,scraped_at
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 2,7048514,C.D. MOLAR SPORT 'A',3365790,3,22,14,3,5,55,32,23,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7048514&tipojuego=1,2026-08-12T22:04:31.758324+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 2,7048514,C.D. VALDETORRES,2191,4,22,12,2,8,67,49,18,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7048514&tipojuego=1,2026-08-12T22:04:31.758324+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 2,7048514,A.D. EL REAL DE MANZANARES,300137,5,22,10,4,8,69,54,15,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7048514&tipojuego=1,2026-08-12T22:04:31.758324+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 2,7048514,C.D. PEDREZUELA,466520,6,22,9,3,10,60,49,11,30,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7048514&tipojuego=1,2026-08-12T22:04:31.758324+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 2,7048514,UNION DEPORTIVA TRES CANTOS 'C',680091,7,22,8,4,10,38,43,-5,28,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7048514&tipojuego=1,2026-08-12T22:04:31.758324+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 2,7048514,E.F. SIETE PICOS COLMENAR 'C',6815294,8,22,7,4,11,47,54,-7,25,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7048514&tipojuego=1,2026-08-12T22:04:31.758324+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 2,7048514,UNION DEPORTIVA JARAMA 2016 'A',4950069,9,22,7,3,12,39,55,-16,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7048514&tipojuego=1,2026-08-12T22:04:31.758324+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 2,7048514,ESCUELA MUNICIPAL LA CABRERA,1005,10,22,6,4,12,50,60,-10,19,3,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7048514&tipojuego=1,2026-08-12T22:04:31.758324+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 2,7048514,C.D. VILLA BUITRAGO DEL LOZOYA,2276659,11,22,4,3,15,37,88,-51,15,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7048514&tipojuego=1,2026-08-12T22:04:31.758324+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 2,7048514,C.D. RASCAFRIA,300165,12,22,2,3,17,28,97,-69,9,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7048514&tipojuego=1,2026-08-12T22:04:31.758324+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 3,7023270,ESCUELA MUN. DEPORTES DAGANZO 'A',1558,1,22,17,4,1,80,19,61,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023270&tipojuego=1,2026-08-12T22:04:32.758876+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 3,7023270,ATLETICO LOS OLIVOS,1297,2,22,18,1,3,93,36,57,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023270&tipojuego=1,2026-08-12T22:04:32.758876+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 3,7023270,UNION DEPORTIVA TRES CANTOS 'B',680090,3,22,14,6,2,57,22,35,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023270&tipojuego=1,2026-08-12T22:04:32.758876+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 3,7023270,EMF C.D. COBEÑA 'A',466507,4,22,13,3,6,76,37,39,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023270&tipojuego=1,2026-08-12T22:04:32.758876+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 3,7023270,C.D. CARRANZA 'A',1075,5,22,11,4,7,46,32,14,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023270&tipojuego=1,2026-08-12T22:04:32.758876+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 3,7023270,U.D.SAN SEBASTIAN DE LOS REYES 'D',3712770,6,22,9,1,12,54,77,-23,28,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023270&tipojuego=1,2026-08-12T22:04:32.758876+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 3,7023270,KING`S COLLEGE,4929119,7,22,8,2,12,57,67,-10,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023270&tipojuego=1,2026-08-12T22:04:32.758876+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 3,7023270,JUVENTUD SANSE 'B',1313,8,22,7,4,11,39,52,-13,25,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023270&tipojuego=1,2026-08-12T22:04:32.758876+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 3,7023270,JARAMA RACE,467142,9,22,6,5,11,40,66,-26,23,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023270&tipojuego=1,2026-08-12T22:04:32.758876+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 3,7023270,C.D. PARACUELLOS 'C',6819451,10,22,5,6,11,43,55,-12,21,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023270&tipojuego=1,2026-08-12T22:04:32.758876+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 3,7023270,ATLETICO LA GARENA 'B',4950064,11,22,4,3,15,32,73,-41,15,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023270&tipojuego=1,2026-08-12T22:04:32.758876+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,SPORTING SEIS DE DICIEMBRE 'A',2735,1,34,29,3,2,139,32,107,90,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,FUTBOL ALCOBENDAS SPORT 'B',2005,2,34,28,2,4,173,49,124,86,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,U.D. SAN SEBASTIAN DE LOS REYES 'E',7191987,3,34,27,1,6,133,40,93,82,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,ATLETICO CHOPERA ALCOBENDAS 04 'C',3351896,4,34,26,1,7,128,58,70,79,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,COLEGIO BRAINS,1032081,5,34,24,4,6,123,60,63,76,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,C.D. PARACUELLOS 'B',686378,6,34,20,3,11,84,66,18,63,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,ASOC.REC. DOS DE MAYO,2637,7,34,18,3,13,87,83,4,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,LA MORALEJA C.F. 'B',3355220,8,34,16,5,13,67,74,-7,50,3,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,C.D. ALBERTO COGORRO 'A',6785505,9,34,14,5,15,81,68,13,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,ASOC.DEP. ATLETICO CONCILIO,1810,10,34,13,2,19,95,120,-25,41,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,C.D. SANTA HELENA,3364433,11,34,11,6,17,63,95,-32,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,ASOCIACION CODEC DE MADRID,3346788,12,34,12,2,20,102,125,-23,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,A.D. FUTBOL BASE 3 CANTOS 'A',7238441,13,34,11,1,22,69,144,-75,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,C.D.E. ACADEMIA DE FUTBOL ALCOBENDAS 'B',6816655,14,34,10,2,22,44,84,-40,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,C.D. BECERRIL DE LA SIERRA,6816918,15,34,9,5,20,73,117,-44,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,A.C.R. ATLETICO ALCOBENDAS 'A',847023,16,34,4,4,26,43,122,-79,16,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 4,7032753,S.A.D. LICEO EUROPEO,6817983,17,34,4,4,26,43,133,-90,13,3,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7032753&tipojuego=1,2026-08-12T22:04:34.639375+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,A.D. NUEVO BAZTAN 'A',1963,1,32,28,2,2,178,23,155,86,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,C.D. AVANCE 'B',610,2,32,25,4,3,144,43,101,79,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,C.D. MECO,1167,3,32,26,1,5,131,42,89,79,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,S.A.D. ESPARTALES SUR 'A',4932225,4,32,23,3,6,112,55,57,72,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512, A.D. CHORRILLO DISTRITO VIII 'B',5304100,5,32,18,2,12,93,73,20,56,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,A.D. NAYA 'C',6823169,6,32,15,7,10,82,63,19,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,CLUB ATLETICO TORRES,5406309,7,32,15,6,11,110,78,32,51,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,CAMARMA C.F.,518,8,32,13,7,12,58,61,-3,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,VILLALBILLA C.F.,846518,9,32,14,2,16,68,79,-11,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,C.F.D. FUTURO SAN FRANCISCO,1339,10,32,10,2,20,70,103,-33,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,C.D. VALDEAVERO,3367064,11,32,9,7,16,56,91,-35,31,3,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,A.D. HENARES D.IV 'B',334219,12,32,10,1,21,51,88,-37,31,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,ATLETICO LA GARENA 'A',4941912,13,32,11,1,20,74,117,-43,31,3,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,CLUB CIUDAD HENARES 'A',2272047,14,32,8,4,20,55,111,-56,28,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,C.F. RAYO ENSANCHE 'A',1031329,15,32,8,2,22,54,147,-93,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,ACADEMIA NAF SAN GABRIEL,3359925,16,32,7,3,22,64,148,-84,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 5,7023512,ESCUELA MUN.DEPORTES DAGANZO 'B',6787259,17,32,4,2,26,44,122,-78,14,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023512&tipojuego=1,2026-08-12T22:04:37.754814+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,UNION DEPORTIVA LA POVEDA 'B',846859,1,30,25,4,1,153,27,126,79,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,U.D. PARQUE GRANADA 'B',3355141,2,30,25,2,3,136,31,105,77,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,ESCUELA DE FUTBOL ARGANDA,1545,3,30,22,2,6,108,38,70,68,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,C.D. ROJIBLANCOS DE TORREJON DE ARDOZ,6813352,4,30,19,3,8,103,73,30,60,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,A.D. LA PLATA-TR82 'A',2720,5,30,18,4,8,104,52,52,58,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,TORREPISTA C.F. 'A',1510,6,30,18,1,11,116,59,57,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,ATLETICO VELILLA C.F. 'B',300184,7,30,15,7,8,65,55,10,49,3,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,C.D. VALDILECHA SPORT,2276669,8,30,13,5,12,77,74,3,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,C.F. TORREJON DE ARDOZ CFT 'C',6826502,9,30,11,5,14,56,83,-27,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,A.D. ARGANDA C.F. 'B',6799696,10,30,11,3,16,66,76,-10,36,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,PEÑA TORREJONENSE SAN ISIDRO,2081,11,30,10,3,17,86,83,3,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,A.D. JUVENTUD TORREJON,1281,12,30,7,3,20,61,111,-50,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,BOCA JUNIORS,1032112,13,30,6,5,19,35,99,-64,23,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,A.D. NUEVO BAZTAN 'B',6817950,14,30,6,4,20,51,110,-59,22,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,A.D.A. TOLEDO OLIVOS C.F. 'A',334202,15,30,7,1,22,60,140,-80,22,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 6,7023913,C.D. RAYO VELILLA,3359833,16,30,1,0,29,23,189,-166,3,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7023913&tipojuego=1,2026-08-12T22:04:37.629534+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,REAL ARANJUEZ C.F. 'B',4950041,1,28,21,3,4,136,51,85,66,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,C.D. CIUDAD DE PINTO 'A',2729919,2,28,19,7,2,93,37,56,64,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,C.D. COLMENAR DE OREJA,777,3,28,21,1,6,93,34,59,64,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,C.D. SPORTING SAN MARTIN,3356501,4,28,18,3,7,89,40,49,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,SAN MARTIN DE LA VEGA C.F.,1912,5,28,17,4,7,99,64,35,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,PARQUE EUROPA DE PINTO 'B',4945940,6,28,17,4,7,88,40,48,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,A.D. ANCORA ARANJUEZ 'A',6824733,7,28,13,3,12,77,74,3,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,A.D. FUTBOL SALA CHINCHON,846501,8,28,13,3,12,59,58,1,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,ATLETICO DE PINTO 'D',1031663,9,28,13,3,12,57,58,-1,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,ESC. MUN. FUT. VALDEMORO 'C',1031191,10,28,9,1,18,45,64,-19,28,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,C.D.C. CIEMPOZUELOS 'A',4940553,11,28,8,2,18,68,102,-34,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,C.F. INTER DE VALDEMORO 'A',300250,12,28,8,2,18,86,119,-33,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,CIUDAD DE GETAFE SPORT CLUB 'D',7269204,13,28,6,2,20,46,130,-84,20,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,A.D.Y C. PINTO 'B',846559,14,28,4,4,20,32,96,-64,16,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 7,7024058,SESEÑA C.F. 'B',2276942,15,28,1,2,25,30,131,-101,5,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024058&tipojuego=1,2026-08-12T22:04:37.742855+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 8,7024203,DEPORTIVO NABURO,5452462,1,26,23,1,2,123,33,90,70,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024203&tipojuego=1,2026-08-12T22:04:37.070510+00:00
2017-2018,13,JUVENIL,SEGUNDA JUVENIL,6938394,Grupo 8,7024203,A.D. PARLA 'B',314,2,26,21,2,3,98,32,66,65,0,https://www.rffm.es/competicion/clasificaciones?temporada=13&competicion=6938394&grupo=7024203&tipojuego=1,2026-08-12T22:04:37.070510+00:00
