season,season_id,category,competition,competition_id,group,group_id,team,team_id,position,played,wins,draws,losses,goals_for,goals_against,goal_diff,points,sanction_points,source_url,scraped_at
2020-2021,16,OTHER,COPA R.F.F.M.,12235190,Grupo 2,12408991,R.S.D. ALCALA S.A.D.,71,4,3,0,1,2,3,5,-2,1,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,2026-08-05T01:13:44.975328+00:00
2020-2021,16,OTHER,PLAY OFF DE ASCENSO A SEGUNDA DIVISIÓN RFEF,13534628,CUARTOS FINAL A,13534629,A.D. ALCORCON S.A.D. 'B',280,1,1,1,0,0,1,0,1,0,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13534628&grupo=13534629&tipojuego=1,2026-08-05T01:13:44.673643+00:00
2020-2021,16,OTHER,PLAY OFF DE ASCENSO A SEGUNDA DIVISIÓN RFEF,13534628,CUARTOS FINAL A,13534629,C.F. POZUELO DE ALARCON 'A',1873,2,1,0,0,1,0,1,-1,0,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13534628&grupo=13534629&tipojuego=1,2026-08-05T01:13:44.673643+00:00
2020-2021,16,OTHER,PLAY OFF DE ASCENSO A SEGUNDA DIVISIÓN RFEF,13534628,CUARTOS FINAL B,13534632,A.D. TORREJON C.F. 'A',2363,1,1,1,0,0,1,0,1,0,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13534628&grupo=13534632&tipojuego=1,2026-08-05T01:13:44.960675+00:00
2020-2021,16,OTHER,PLAY OFF DE ASCENSO A SEGUNDA DIVISIÓN RFEF,13534628,CUARTOS FINAL B,13534632,RAYO VALLECANO DE MADRID 'B',58,2,1,0,0,1,0,1,-1,0,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13534628&grupo=13534632&tipojuego=1,2026-08-05T01:13:44.960675+00:00
2020-2021,16,OTHER,TERCERA DIVISIÓN - ASC. 2ª DIV. RFEF - C,13502207,TERCERA DIVISION - ASC. 2ª DIV. RFEF - C,13502208,C.D. LEGANES S.A.D. 'B',94,1,26,17,5,4,42,22,20,56,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502207&grupo=13502208&tipojuego=1,2026-08-05T01:13:46.473361+00:00
2020-2021,16,OTHER,TERCERA DIVISIÓN - ASC. 2ª DIV. RFEF - C,13502207,TERCERA DIVISION - ASC. 2ª DIV. RFEF - C,13502208,A.D. UNION ADARVE 'A',1592,2,28,18,6,4,51,22,29,60,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502207&grupo=13502208&tipojuego=1,2026-08-05T01:13:46.473361+00:00
2020-2021,16,OTHER,TERCERA DIVISIÓN - ASC. 2ª DIV. RFEF - C,13502207,TERCERA DIVISION - ASC. 2ª DIV. RFEF - C,13502208,C.D. MOSTOLES U.R.J.C. 'A',2127,3,26,15,6,5,35,16,19,51,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502207&grupo=13502208&tipojuego=1,2026-08-05T01:13:46.473361+00:00
2020-2021,16,OTHER,TERCERA DIVISIÓN - ASC. 2ª DIV. RFEF - C,13502207,TERCERA DIVISION - ASC. 2ª DIV. RFEF - C,13502208,ESCUELA DEP.MORATALAZ 'A',623,4,28,14,8,6,41,24,17,50,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502207&grupo=13502208&tipojuego=1,2026-08-05T01:13:46.473361+00:00
2020-2021,16,OTHER,TERCERA DIVISIÓN - ASC. 2ª DIV. RFEF - C,13502207,TERCERA DIVISION - ASC. 2ª DIV. RFEF - C,13502208,A.D. ALCORCON S.A.D. 'B',280,5,26,11,8,7,37,21,16,41,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502207&grupo=13502208&tipojuego=1,2026-08-05T01:13:46.473361+00:00
2020-2021,16,OTHER,TERCERA DIVISIÓN - ASC. 2ª DIV. RFEF - C,13502207,TERCERA DIVISION - ASC. 2ª DIV. RFEF - C,13502208,RAYO VALLECANO DE MADRID 'B',58,6,28,12,8,8,41,38,3,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502207&grupo=13502208&tipojuego=1,2026-08-05T01:13:46.473361+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PERMANENCIA - E,13502285,TERCERA DIVISION - PERMANENCIA - E,13502286,R.S.D. ALCALA S.A.D.,71,1,32,14,10,8,38,25,13,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502285&grupo=13502286&tipojuego=1,2026-08-05T01:13:48.942914+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PERMANENCIA - E,13502285,TERCERA DIVISION - PERMANENCIA - E,13502286,C.D.B. PARACUELLOS ANTAMIRA 'A',2002,2,32,13,9,10,39,38,1,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502285&grupo=13502286&tipojuego=1,2026-08-05T01:13:48.942914+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PERMANENCIA - E,13502285,TERCERA DIVISION - PERMANENCIA - E,13502286,F.C. VILLANUEVA DEL PARDILLO 'A',1532,3,32,14,5,13,37,31,6,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502285&grupo=13502286&tipojuego=1,2026-08-05T01:13:48.942914+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PERMANENCIA - E,13502285,TERCERA DIVISION - PERMANENCIA - E,13502286,A.D. COMPLUTENSE ALCALA 'A',2451,4,32,12,9,11,28,32,-4,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502285&grupo=13502286&tipojuego=1,2026-08-05T01:13:48.942914+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PERMANENCIA - E,13502285,TERCERA DIVISION - PERMANENCIA - E,13502286,ATLETICO DE PINTO 'A',162,5,32,12,7,13,33,42,-9,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502285&grupo=13502286&tipojuego=1,2026-08-05T01:13:48.942914+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PERMANENCIA - E,13502285,TERCERA DIVISION - PERMANENCIA - E,13502286,C.D. EL ALAMO 'A',468,6,32,9,8,15,42,47,-5,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502285&grupo=13502286&tipojuego=1,2026-08-05T01:13:48.942914+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PERMANENCIA - E,13502285,TERCERA DIVISION - PERMANENCIA - E,13502286,C.D. SAN FERNANDO,119,7,32,9,8,15,32,44,-12,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502285&grupo=13502286&tipojuego=1,2026-08-05T01:13:48.942914+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PERMANENCIA - E,13502285,TERCERA DIVISION - PERMANENCIA - E,13502286,MOSTOLES C.F. 'A',3195,8,32,7,6,19,23,45,-22,27,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502285&grupo=13502286&tipojuego=1,2026-08-05T01:13:48.942914+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PERMANENCIA - E,13502285,TERCERA DIVISION - PERMANENCIA - E,13502286,REAL ARANJUEZ C.F.,117,9,32,6,6,20,32,54,-22,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502285&grupo=13502286&tipojuego=1,2026-08-05T01:13:48.942914+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PERMANENCIA - E,13502285,TERCERA DIVISION - PERMANENCIA - E,13502286,S.A.D. VILLAVERDE SAN ANDRES 'A',6826481,10,32,6,5,21,27,53,-26,23,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502285&grupo=13502286&tipojuego=1,2026-08-05T01:13:48.942914+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PERMANENCIA - E,13502285,TERCERA DIVISION - PERMANENCIA - E,13502286,DEPORTIVO A.V. SANTA ANA,1400,11,32,4,4,24,20,71,-51,16,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502285&grupo=13502286&tipojuego=1,2026-08-05T01:13:48.942914+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PLAY OFF ASC. 2ª DIV. RFEF - D ,13502268,TERCERA DIVISIÓN - PLAY OFF ASC. 2ª DIV. REF,13502270,A.D. TORREJON C.F. 'A',2363,1,28,12,11,5,43,21,22,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502268&grupo=13502270&tipojuego=1,2026-08-05T01:13:47.213166+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PLAY OFF ASC. 2ª DIV. RFEF - D ,13502268,TERCERA DIVISIÓN - PLAY OFF ASC. 2ª DIV. REF,13502270,C.F. POZUELO DE ALARCON 'A',1873,2,28,12,9,7,41,28,13,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502268&grupo=13502270&tipojuego=1,2026-08-05T01:13:47.213166+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PLAY OFF ASC. 2ª DIV. RFEF - D ,13502268,TERCERA DIVISIÓN - PLAY OFF ASC. 2ª DIV. REF,13502270,FLAT EARTH F.C.,4950039,3,28,10,8,10,22,28,-6,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502268&grupo=13502270&tipojuego=1,2026-08-05T01:13:47.213166+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PLAY OFF ASC. 2ª DIV. RFEF - D ,13502268,TERCERA DIVISIÓN - PLAY OFF ASC. 2ª DIV. REF,13502270,A.D. PARLA 'A',311,4,26,8,9,9,26,27,-1,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502268&grupo=13502270&tipojuego=1,2026-08-05T01:13:47.213166+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PLAY OFF ASC. 2ª DIV. RFEF - D ,13502268,TERCERA DIVISIÓN - PLAY OFF ASC. 2ª DIV. REF,13502270,REAL C.D. CARABANCHEL,46,5,26,7,11,8,29,32,-3,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502268&grupo=13502270&tipojuego=1,2026-08-05T01:13:47.213166+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PLAY OFF ASC. 2ª DIV. RFEF - D ,13502268,TERCERA DIVISIÓN - PLAY OFF ASC. 2ª DIV. REF,13502270,C.F. TRIVAL VALDERAS ALCORCON,1563,6,26,7,10,9,20,24,-4,31,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=13502268&grupo=13502270&tipojuego=1,2026-08-05T01:13:47.213166+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 A,12374276,A.D. UNION ADARVE 'A',1592,1,22,13,5,4,41,17,24,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374276&tipojuego=1,2026-08-05T01:13:50.737806+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 A,12374276,ESCUELA DEP.MORATALAZ 'A',623,2,22,11,7,4,36,20,16,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374276&tipojuego=1,2026-08-05T01:13:50.737806+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 A,12374276,RAYO VALLECANO DE MADRID 'B',58,3,22,10,8,4,35,27,8,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374276&tipojuego=1,2026-08-05T01:13:50.737806+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 A,12374276,C.F. POZUELO DE ALARCON 'A',1873,4,22,11,5,6,33,20,13,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374276&tipojuego=1,2026-08-05T01:13:50.737806+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 A,12374276,FLAT EARTH F.C.,4950039,5,22,9,6,7,19,18,1,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374276&tipojuego=1,2026-08-05T01:13:50.737806+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 A,12374276,A.D. TORREJON C.F. 'A',2363,6,22,7,11,4,32,17,15,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374276&tipojuego=1,2026-08-05T01:13:50.737806+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 A,12374276,A.D. COMPLUTENSE ALCALA 'A',2451,7,22,8,6,8,22,22,0,30,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374276&tipojuego=1,2026-08-05T01:13:50.737806+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 A,12374276,R.S.D. ALCALA S.A.D.,71,8,22,6,10,6,20,16,4,28,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374276&tipojuego=1,2026-08-05T01:13:50.737806+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 A,12374276,C.D.B. PARACUELLOS ANTAMIRA 'A',2002,9,22,6,8,8,18,27,-9,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374276&tipojuego=1,2026-08-05T01:13:50.737806+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 A,12374276,F.C. VILLANUEVA DEL PARDILLO 'A',1532,10,22,5,4,13,14,28,-14,19,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374276&tipojuego=1,2026-08-05T01:13:50.737806+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 A,12374276,C.D. SAN FERNANDO,119,11,22,4,6,12,18,36,-18,18,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374276&tipojuego=1,2026-08-05T01:13:50.737806+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 A,12374276,DEPORTIVO A.V. SANTA ANA,1400,12,22,2,4,16,11,51,-40,10,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374276&tipojuego=1,2026-08-05T01:13:50.737806+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 B,12374279,C.D. LEGANES S.A.D. 'B',94,1,20,15,5,0,34,12,22,50,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374279&tipojuego=1,2026-08-05T01:13:50.171041+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 B,12374279,C.D. MOSTOLES U.R.J.C. 'A',2127,2,20,13,5,2,28,11,17,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374279&tipojuego=1,2026-08-05T01:13:50.171041+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 B,12374279,A.D. ALCORCON S.A.D. 'B',280,3,20,9,7,4,32,15,17,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374279&tipojuego=1,2026-08-05T01:13:50.171041+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 B,12374279,A.D. PARLA 'A',311,4,20,7,7,6,20,20,0,28,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374279&tipojuego=1,2026-08-05T01:13:50.171041+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 B,12374279,REAL C.D. CARABANCHEL,46,5,20,5,9,6,18,20,-2,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374279&tipojuego=1,2026-08-05T01:13:50.171041+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 B,12374279,ATLETICO DE PINTO 'A',162,6,20,7,3,10,20,30,-10,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374279&tipojuego=1,2026-08-05T01:13:50.171041+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 B,12374279,C.F. TRIVAL VALDERAS ALCORCON,1563,7,20,5,8,7,15,21,-6,23,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374279&tipojuego=1,2026-08-05T01:13:50.171041+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 B,12374279,S.A.D. VILLAVERDE SAN ANDRES 'A',6826481,8,20,6,3,11,18,29,-11,21,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374279&tipojuego=1,2026-08-05T01:13:50.171041+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 B,12374279,C.D. EL ALAMO 'A',468,9,20,3,7,10,24,33,-9,16,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374279&tipojuego=1,2026-08-05T01:13:50.171041+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 B,12374279,MOSTOLES C.F. 'A',3195,10,20,3,6,11,15,26,-11,15,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374279&tipojuego=1,2026-08-05T01:13:50.171041+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 B,12374279,REAL ARANJUEZ C.F.,117,11,20,3,6,11,19,32,-13,15,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12374267&grupo=12374279&tipojuego=1,2026-08-05T01:13:50.171041+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,C.D. GALAPAGAR 'A',438,1,19,14,3,2,44,17,27,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,C.D. FUTBOL TRES CANTOS 'A',2027,2,19,14,3,2,41,15,26,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,C.F. SAN AGUSTIN DE GUADALIX 'A',2594,3,19,11,2,6,35,19,16,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,ALCOBENDAS C.F. 'A',256,4,19,10,5,4,33,21,12,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,LA MORALEJA C.F. 'A',2728977,5,19,10,4,5,34,22,12,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,A.D. COLMENAR VIEJO 'A',193,6,19,11,1,7,33,30,3,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,ARAVACA C.F. 'A',106,7,19,8,8,3,39,20,19,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,U.D. SAN SEBASTIAN REYES 'B',408,8,19,8,4,7,32,30,2,28,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,C.D. CANILLAS 'A',479,9,19,6,9,4,28,22,6,27,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,PERISO CLUB DE FUTBOL 'A',1174,10,19,8,3,8,27,22,5,27,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,CLUB UNION COLLADO VILLALBA-PECUNPAY 'A',1619,11,19,8,3,8,23,23,0,27,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,ESCUELA FUTBOL CONCEPCION 'A',370,12,19,7,5,7,25,24,1,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,A.D. SPORTING HORTALEZA 'A',546,13,19,6,8,5,31,32,-1,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,C.D. AVANCE,608,14,19,6,6,7,22,24,-2,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,RAYO CIUDAD ALCOBENDAS C.F.,1032104,15,19,6,5,8,23,21,2,23,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,A.D. TORREJON C.F. 'B',2364,16,19,5,3,11,21,34,-13,18,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,ESCUELA FUTBOL BARRIO PILAR,846890,17,19,2,6,11,18,37,-19,12,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,C.D. SAN ROQUE E.F.F.,444,18,19,4,2,13,28,48,-20,11,3,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,C.D. DOSA,656,19,19,2,5,12,22,53,-31,11,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,ATLETICO VILLALBA,1024,20,19,1,1,17,10,55,-45,4,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443862&tipojuego=1,2026-08-05T01:13:55.241676+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 2,12443899,C.D.E. URSARIA,300607,1,19,12,5,2,35,15,20,41,0,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235194&grupo=12443899&tipojuego=1,2026-08-05T01:13:54.987338+00:00
