season,season_id,category,competition,competition_id,group,group_id,group_label_raw,subgroup_label,source_url,scraped_at
2020-2021,16,OTHER,COPA CAMPEONES PREFERENTE,12378165,FINAL,12378207,FINAL,,https://www.rffm.es/api/groups?competicion=12378165,2026-08-05T01:13:41.194223+00:00
2020-2021,16,OTHER,COPA R.F.E.F.,12530702,Grupo Unico,12541603,Grupo Unico,,https://www.rffm.es/api/groups?competicion=12530702,2026-08-05T01:13:41.195242+00:00
2020-2021,16,OTHER,COPA R.F.F.M.,12235190,Grupo 1,12408988,Grupo 1,,https://www.rffm.es/api/groups?competicion=12235190,2026-08-05T01:13:41.196206+00:00
2020-2021,16,OTHER,COPA R.F.F.M.,12235190,Grupo 2,12408991,Grupo 2,,https://www.rffm.es/api/groups?competicion=12235190,2026-08-05T01:13:41.197097+00:00
2020-2021,16,OTHER,FASE FINAL PLAY OFF ASCENSO A 2ª RFEF,13539525,SEMIFINALES y FINAL,13539526,SEMIFINALES y FINAL,,https://www.rffm.es/api/groups?competicion=13539525,2026-08-05T01:13:41.198421+00:00
2020-2021,16,OTHER,PLAY OFF DE ASCENSO A SEGUNDA DIVISIÓN RFEF,13534628,CUARTOS FINAL A,13534629,CUARTOS FINAL A,,https://www.rffm.es/api/groups?competicion=13534628,2026-08-05T01:13:41.199444+00:00
2020-2021,16,OTHER,PLAY OFF DE ASCENSO A SEGUNDA DIVISIÓN RFEF,13534628,CUARTOS FINAL B,13534632,CUARTOS FINAL B,,https://www.rffm.es/api/groups?competicion=13534628,2026-08-05T01:13:41.200298+00:00
2020-2021,16,OTHER,PLAY-OFF DE ASCENSO A 2ª DIVISION B,12235154,Eliminatorias,12235155,Eliminatorias,,https://www.rffm.es/api/groups?competicion=12235154,2026-08-05T01:13:41.201220+00:00
2020-2021,16,OTHER,PLAY-OFF DE ASCENSO A 2ª DIVISION B,12235154,FINAL,12282850,FINAL,,https://www.rffm.es/api/groups?competicion=12235154,2026-08-05T01:13:43.385358+00:00
2020-2021,16,OTHER,TERCERA DIVISIÓN - ASC. 2ª DIV. RFEF - C,13502207,TERCERA DIVISION - ASC. 2ª DIV. RFEF - C,13502208,TERCERA DIVISION - ASC. 2ª DIV. RFEF - C,,https://www.rffm.es/api/groups?competicion=13502207,2026-08-05T01:13:43.722561+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PERMANENCIA - E,13502285,TERCERA DIVISION - PERMANENCIA - E,13502286,TERCERA DIVISION - PERMANENCIA - E,,https://www.rffm.es/api/groups?competicion=13502285,2026-08-05T01:13:44.674649+00:00
2020-2021,16,OTHER,TERCERA DIVISION - PLAY OFF ASC. 2ª DIV. RFEF - D ,13502268,TERCERA DIVISIÓN - PLAY OFF ASC. 2ª DIV. REF,13502270,TERCERA DIVISIÓN - PLAY OFF ASC. 2ª DIV. REF,,https://www.rffm.es/api/groups?competicion=13502268,2026-08-05T01:13:44.836503+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 A,12374276,GRUPO 7 A,,https://www.rffm.es/api/groups?competicion=12374267,2026-08-05T01:13:44.962730+00:00
2020-2021,16,OTHER,TERCERA DIVISION NACIONAL,12374267,GRUPO 7 B,12374279,GRUPO 7 B,,https://www.rffm.es/api/groups?competicion=12374267,2026-08-05T01:13:44.976837+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 1,12443862,Grupo 1,,https://www.rffm.es/api/groups?competicion=12235194,2026-08-05T01:13:44.977927+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE,12235194,Grupo 2,12443899,Grupo 2,,https://www.rffm.es/api/groups?competicion=12235194,2026-08-05T01:13:45.000498+00:00
2020-2021,16,AFICIONADO,CATEGORIA PREFERENTE COPA DE CAMPEONES,13561070,FINAL,13561071,FINAL,,https://www.rffm.es/api/groups?competicion=13561070,2026-08-05T01:13:45.368114+00:00
2020-2021,16,AFICIONADO,PRIMERA DE AFICIONADOS,12235195,Grupo 1,12443966,Grupo 1,,https://www.rffm.es/api/groups?competicion=12235195,2026-08-05T01:13:46.474499+00:00
2020-2021,16,AFICIONADO,PRIMERA DE AFICIONADOS,12235195,Grupo 2,12443998,Grupo 2,,https://www.rffm.es/api/groups?competicion=12235195,2026-08-05T01:13:47.214306+00:00
2020-2021,16,AFICIONADO,PRIMERA DE AFICIONADOS,12235195,Grupo 3,12444030,Grupo 3,,https://www.rffm.es/api/groups?competicion=12235195,2026-08-05T01:13:48.065252+00:00
2020-2021,16,AFICIONADO,PRIMERA DE AFICIONADOS,12235195,Grupo 4,12444077,Grupo 4,,https://www.rffm.es/api/groups?competicion=12235195,2026-08-05T01:13:48.944284+00:00
2020-2021,16,AFICIONADO,SEGUNDA DE AFICIONADOS,12235196,Grupo 1,12444251,Grupo 1,,https://www.rffm.es/api/groups?competicion=12235196,2026-08-05T01:13:50.172583+00:00
2020-2021,16,AFICIONADO,SEGUNDA DE AFICIONADOS,12235196,Grupo 2,12444914,Grupo 2,,https://www.rffm.es/api/groups?competicion=12235196,2026-08-05T01:13:50.739198+00:00
2020-2021,16,AFICIONADO,SEGUNDA DE AFICIONADOS,12235196,Grupo 3,12445146,Grupo 3,,https://www.rffm.es/api/groups?competicion=12235196,2026-08-05T01:13:54.988919+00:00
2020-2021,16,AFICIONADO,SEGUNDA DE AFICIONADOS,12235196,Grupo 4,12445229,Grupo 4,,https://www.rffm.es/api/groups?competicion=12235196,2026-08-05T01:13:55.243408+00:00
2020-2021,16,AFICIONADO,SEGUNDA DE AFICIONADOS,12235196,Grupo 5,12445267,Grupo 5,,https://www.rffm.es/api/groups?competicion=12235196,2026-08-05T01:13:55.408693+00:00
2020-2021,16,AFICIONADO,SEGUNDA DE AFICIONADOS,12235196,Grupo 6,12445310,Grupo 6,,https://www.rffm.es/api/groups?competicion=12235196,2026-08-05T01:13:55.435288+00:00
2020-2021,16,AFICIONADO,SEGUNDA DE AFICIONADOS,12235196,Grupo 7,12445369,Grupo 7,,https://www.rffm.es/api/groups?competicion=12235196,2026-08-05T01:13:55.865663+00:00
2020-2021,16,AFICIONADO,SEGUNDA DE AFICIONADOS,12235196,Grupo 8,12445391,Grupo 8,,https://www.rffm.es/api/groups?competicion=12235196,2026-08-05T01:13:56.023301+00:00
2020-2021,16,AFICIONADO,TERCERA DE AFICIONADOS,12235197,Grupo 1,12445493,Grupo 1,,https://www.rffm.es/api/groups?competicion=12235197,2026-08-05T01:14:00.098727+00:00
