team_id,team,team_name_raw,club_name_raw,squad_suffix,source_team_url,scraped_at
2451,A.D. COMPLUTENSE ALCALA A,A.D. COMPLUTENSE ALCALA 'A',A.D. COMPLUTENSE ALCALA,A,/fichaequipo/2451,2026-08-05T01:13:50.738711+00:00
3195,MOSTOLES C.F. A,MOSTOLES C.F. 'A',MOSTOLES C.F.,A,/fichaequipo/3195,2026-08-05T01:13:50.171959+00:00
58,RAYO VALLECANO DE MADRID B,RAYO VALLECANO DE MADRID 'B',RAYO VALLECANO DE MADRID,B,/fichaequipo/58,2026-08-05T01:13:50.738711+00:00
2127,C.D. MOSTOLES U.R.J.C. A,C.D. MOSTOLES U.R.J.C. 'A',C.D. MOSTOLES U.R.J.C.,A,/fichaequipo/2127,2026-08-05T01:13:50.171959+00:00
407,U.D. SAN SEBASTIAN REYES A,U.D. SAN SEBASTIAN REYES 'A',U.D. SAN SEBASTIAN REYES,A,/fichaequipo/407,2026-08-05T01:13:44.976484+00:00
94,C.D. LEGANES S.A.D. B,C.D. LEGANES S.A.D. 'B',C.D. LEGANES S.A.D.,B,/fichaequipo/94,2026-08-05T01:13:50.171959+00:00
1592,A.D. UNION ADARVE A,A.D. UNION ADARVE 'A',A.D. UNION ADARVE,A,/fichaequipo/1592,2026-08-05T01:13:50.738711+00:00
1563,C.F. TRIVAL VALDERAS ALCORCON,C.F. TRIVAL VALDERAS ALCORCON,C.F. TRIVAL VALDERAS ALCORCON,,/fichaequipo/1563,2026-08-05T01:13:50.171959+00:00
280,A.D. ALCORCON S.A.D. B,A.D. ALCORCON S.A.D. 'B',A.D. ALCORCON S.A.D.,B,/fichaequipo/280,2026-08-05T01:13:50.171959+00:00
71,R.S.D. ALCALA S.A.D.,R.S.D. ALCALA S.A.D.,R.S.D. ALCALA S.A.D.,,/fichaequipo/71,2026-08-05T01:13:50.738711+00:00
1873,C.F. POZUELO DE ALARCON A,C.F. POZUELO DE ALARCON 'A',C.F. POZUELO DE ALARCON,A,/fichaequipo/1873,2026-08-05T01:13:50.738711+00:00
2363,A.D. TORREJON C.F. A,A.D. TORREJON C.F. 'A',A.D. TORREJON C.F.,A,/fichaequipo/2363,2026-08-05T01:13:50.738711+00:00
623,ESCUELA DEP.MORATALAZ A,ESCUELA DEP.MORATALAZ 'A',ESCUELA DEP.MORATALAZ,A,/fichaequipo/623,2026-08-05T01:13:50.738711+00:00
-10000,Equipo Casa (No asignado),Equipo Casa (No asignado),Equipo Casa (No asignado),,/fichaequipo/-10000,2026-08-05T01:13:48.064937+00:00
-20000,Equipo Fuera (No asignado),Equipo Fuera (No asignado),Equipo Fuera (No asignado),,/fichaequipo/-20000,2026-08-05T01:13:48.064937+00:00
-9999,Equipo Casa (No asignado),Equipo Casa (No asignado),Equipo Casa (No asignado),,/fichaequipo/-9999,2026-08-05T01:13:43.385138+00:00
-19999,Equipo Fuera (No asignado),Equipo Fuera (No asignado),Equipo Fuera (No asignado),,/fichaequipo/-19999,2026-08-05T01:13:43.385138+00:00
366,C.D.A. NAVALCARNERO A,C.D.A. NAVALCARNERO 'A',C.D.A. NAVALCARNERO,A,/fichaequipo/366,2026-08-05T01:13:45.367855+00:00
-40000,Equipo Fuera (No asignado),Equipo Fuera (No asignado),Equipo Fuera (No asignado),,/fichaequipo/-40000,2026-08-05T01:13:43.385138+00:00
1532,F.C. VILLANUEVA DEL PARDILLO A,F.C. VILLANUEVA DEL PARDILLO 'A',F.C. VILLANUEVA DEL PARDILLO,A,/fichaequipo/1532,2026-08-05T01:13:50.738711+00:00
