season,season_id,category_base,category_label_raw,is_femenino,division_level,competition,competition_id,phase_label,game_type,game_type_id,source_url,scraped_at
2020-2021,16,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA CAMPEONES PREFERENTE,12378165,playoff,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=16&tipojuego=1,2026-08-05T01:13:41.194223+00:00
2020-2021,16,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA R.F.E.F.,12530702,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=16&tipojuego=1,2026-08-05T01:13:41.195242+00:00
2020-2021,16,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA R.F.F.M.,12235190,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=16&tipojuego=1,2026-08-05T01:13:41.196206+00:00
2020-2021,16,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,FASE FINAL PLAY OFF ASCENSO A 2ª RFEF,13539525,phase fase final,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=16&tipojuego=1,2026-08-05T01:13:41.198421+00:00
2020-2021,16,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY OFF DE ASCENSO A SEGUNDA DIVISIÓN RFEF,13534628,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=16&tipojuego=1,2026-08-05T01:13:41.199444+00:00
2020-2021,16,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY-OFF DE ASCENSO A 2ª DIVISION B,12235154,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=16&tipojuego=1,2026-08-05T01:13:41.201220+00:00
2020-2021,16,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA DIVISIÓN - ASC. 2ª DIV. RFEF - C,13502207,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=16&tipojuego=1,2026-08-05T01:13:43.722561+00:00
2020-2021,16,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA DIVISION - PERMANENCIA - E,13502285,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=16&tipojuego=1,2026-08-05T01:13:44.674649+00:00
2020-2021,16,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA DIVISION - PLAY OFF ASC. 2ª DIV. RFEF - D ,13502268,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=16&tipojuego=1,2026-08-05T01:13:44.836503+00:00
2020-2021,16,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA DIVISION NACIONAL,12374267,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=16&tipojuego=1,2026-08-05T01:13:44.962730+00:00
2020-2021,16,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE,12235194,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=16&tipojuego=1,2026-08-05T01:13:44.977927+00:00
