season,season_id,competition_id,group_id,team_id,team,source_url,scraped_at
2020-2021,16,12378165,12378207,2451,A.D. COMPLUTENSE ALCALA 'A',https://www.rffm.es/competicion/calendario?temporada=16&competicion=12378165&grupo=12378207&jornada=1&tipojuego=1,2026-08-05T01:13:45.000156+00:00
2020-2021,16,12378165,12378207,3195,MOSTOLES C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=16&competicion=12378165&grupo=12378207&jornada=1&tipojuego=1,2026-08-05T01:13:45.000156+00:00
2020-2021,16,12530702,12541603,58,RAYO VALLECANO DE MADRID 'B',https://www.rffm.es/competicion/calendario?temporada=16&competicion=12530702&grupo=12541603&jornada=1&tipojuego=1,2026-08-05T01:13:44.976470+00:00
2020-2021,16,12530702,12541603,2127,C.D. MOSTOLES U.R.J.C. 'A',https://www.rffm.es/competicion/calendario?temporada=16&competicion=12530702&grupo=12541603&jornada=1&tipojuego=1,2026-08-05T01:13:44.976470+00:00
2020-2021,16,12530702,12541603,407,U.D. SAN SEBASTIAN REYES 'A',https://www.rffm.es/competicion/calendario?temporada=16&competicion=12530702&grupo=12541603&jornada=1&tipojuego=1,2026-08-05T01:13:44.976470+00:00
2020-2021,16,12235190,12408988,2127,C.D. MOSTOLES U.R.J.C. 'A',https://www.rffm.es/competicion/calendario?temporada=16&competicion=12235190&grupo=12408988&jornada=1&tipojuego=1,2026-08-05T01:13:43.722143+00:00
2020-2021,16,12235190,12408988,94,C.D. LEGANES S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=16&competicion=12235190&grupo=12408988&jornada=1&tipojuego=1,2026-08-05T01:13:43.722143+00:00
2020-2021,16,12235190,12408988,1592,A.D. UNION ADARVE 'A',https://www.rffm.es/competicion/calendario?temporada=16&competicion=12235190&grupo=12408988&jornada=1&tipojuego=1,2026-08-05T01:13:43.722143+00:00
2020-2021,16,12235190,12408988,1563,C.F. TRIVAL VALDERAS ALCORCON,https://www.rffm.es/competicion/calendario?temporada=16&competicion=12235190&grupo=12408988&jornada=1&tipojuego=1,2026-08-05T01:13:43.722143+00:00
2020-2021,16,12235190,12408991,280,A.D. ALCORCON S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=16&competicion=12235190&grupo=12408991&jornada=1&tipojuego=1,2026-08-05T01:13:44.977568+00:00
2020-2021,16,12235190,12408991,71,R.S.D. ALCALA S.A.D.,https://www.rffm.es/competicion/calendario?temporada=16&competicion=12235190&grupo=12408991&jornada=1&tipojuego=1,2026-08-05T01:13:44.977568+00:00
2020-2021,16,12235190,12408991,58,RAYO VALLECANO DE MADRID 'B',https://www.rffm.es/competicion/calendario?temporada=16&competicion=12235190&grupo=12408991&jornada=1&tipojuego=1,2026-08-05T01:13:44.977568+00:00
2020-2021,16,12235190,12408991,1873,C.F. POZUELO DE ALARCON 'A',https://www.rffm.es/competicion/calendario?temporada=16&competicion=12235190&grupo=12408991&jornada=1&tipojuego=1,2026-08-05T01:13:44.977568+00:00
2020-2021,16,13539525,13539526,2127,C.D. MOSTOLES U.R.J.C. 'A',https://www.rffm.es/competicion/calendario?temporada=16&competicion=13539525&grupo=13539526&jornada=1&tipojuego=1,2026-08-05T01:13:44.836135+00:00
2020-2021,16,13539525,13539526,2363,A.D. TORREJON C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=16&competicion=13539525&grupo=13539526&jornada=1&tipojuego=1,2026-08-05T01:13:44.836135+00:00
