player_id,season,season_id,called_up,starter_appearances,substitute_appearances,matches_played,goals_total,goals_per_match,yellow_cards,red_cards,second_yellow_cards,is_goalkeeper,jersey_number,source_url,scraped_at
10000120,2020-2021,16,14,13,1,14,8,0.6,1,0,0,False,99,https://www.rffm.es/fichajugador/10000120?temporada=16,2026-08-08T15:57:26.185179+00:00
1000144,2020-2021,16,15,10,5,14,4,0.3,3,0,1,False,33,https://www.rffm.es/fichajugador/1000144?temporada=16,2026-08-08T15:57:26.399479+00:00
10000038,2020-2021,16,8,7,1,8,0,0.0,0,0,0,False,11,https://www.rffm.es/fichajugador/10000038?temporada=16,2026-08-08T15:57:26.412068+00:00
10000912,2020-2021,16,15,10,5,15,0,0.0,0,0,0,False,15,https://www.rffm.es/fichajugador/10000912?temporada=16,2026-08-08T15:57:26.494523+00:00
10000655,2020-2021,16,13,13,0,13,0,0.0,0,0,0,False,6,https://www.rffm.es/fichajugador/10000655?temporada=16,2026-08-08T15:57:26.502504+00:00
10001168,2020-2021,16,3,2,1,3,0,0.0,0,0,0,False,31,https://www.rffm.es/fichajugador/10001168?temporada=16,2026-08-08T15:57:26.505472+00:00
10000023,2020-2021,16,13,6,7,13,0,0.0,0,0,0,True,13,https://www.rffm.es/fichajugador/10000023?temporada=16,2026-08-08T15:57:26.519185+00:00
1000121,2020-2021,16,5,4,1,5,1,0.2,0,0,0,False,18,https://www.rffm.es/fichajugador/1000121?temporada=16,2026-08-08T15:57:26.544942+00:00
10001878,2020-2021,16,12,6,6,12,0,0.0,0,0,0,False,14,https://www.rffm.es/fichajugador/10001878?temporada=16,2026-08-08T15:57:26.982174+00:00
10002183,2020-2021,16,7,4,3,7,2,0.3,0,0,0,False,11,https://www.rffm.es/fichajugador/10002183?temporada=16,2026-08-08T15:57:27.075853+00:00
10001670,2020-2021,16,10,0,10,10,0,0.0,0,0,0,False,22,https://www.rffm.es/fichajugador/10001670?temporada=16,2026-08-08T15:57:27.155080+00:00
10004137,2020-2021,16,12,6,6,12,0,0.0,0,0,1,False,10,https://www.rffm.es/fichajugador/10004137?temporada=16,2026-08-08T15:57:27.295716+00:00
10004383,2020-2021,16,6,4,2,6,0,0.0,3,0,1,False,18,https://www.rffm.es/fichajugador/10004383?temporada=16,2026-08-08T15:57:27.304912+00:00
1000389,2020-2021,16,4,0,4,2,0,0.0,0,0,0,True,56,https://www.rffm.es/fichajugador/1000389?temporada=16,2026-08-08T15:57:27.309281+00:00
1000288,2020-2021,16,10,3,7,10,0,0.0,3,0,1,False,3,https://www.rffm.es/fichajugador/1000288?temporada=16,2026-08-08T15:57:27.311491+00:00
1000368,2020-2021,16,17,11,6,17,0,0.0,2,0,0,False,2,https://www.rffm.es/fichajugador/1000368?temporada=16,2026-08-08T15:57:27.656176+00:00
10004744,2020-2021,16,13,13,0,13,1,0.1,0,0,0,False,4,https://www.rffm.es/fichajugador/10004744?temporada=16,2026-08-08T15:57:28.051600+00:00
10004735,2020-2021,16,11,7,4,11,0,0.0,1,0,0,True,46,https://www.rffm.es/fichajugador/10004735?temporada=16,2026-08-08T15:57:28.286334+00:00
10004610,2020-2021,16,12,4,8,12,0,0.0,0,0,0,False,4,https://www.rffm.es/fichajugador/10004610?temporada=16,2026-08-08T15:57:28.302487+00:00
10005064,2020-2021,16,10,10,0,10,0,0.0,0,0,0,False,17,https://www.rffm.es/fichajugador/10005064?temporada=16,2026-08-08T15:57:28.513948+00:00
10005382,2020-2021,16,15,10,5,15,2,0.1,0,0,0,False,10,https://www.rffm.es/fichajugador/10005382?temporada=16,2026-08-08T15:57:28.526588+00:00
