season,competition_id,group_id,team_id,player_name,goals,source_url,scraped_at
2020-2021,12530702,12541603,2127,"RIVAS VIONDI, OSCAR",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12530702&grupo=12541603&tipojuego=1,2026-08-05T01:13:44.976450+00:00
2020-2021,12530702,12541603,407,"FOMEYEM SOB, FRANCK FERRY",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12530702&grupo=12541603&tipojuego=1,2026-08-05T01:13:44.976450+00:00
2020-2021,12235190,12408988,1563,"AVILA BERMEJO, ROBERTO",2,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,2026-08-05T01:13:43.722112+00:00
2020-2021,12235190,12408988,2127,"CLAVERIAS GUTIERREZ, ALEJANDRO",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,2026-08-05T01:13:43.722112+00:00
2020-2021,12235190,12408988,2127,"SANJURJO HERNANDEZ, DIEGO",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,2026-08-05T01:13:43.722112+00:00
2020-2021,12235190,12408988,1592,"NAVARRO VICENTE, DANIEL",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,2026-08-05T01:13:43.722112+00:00
2020-2021,12235190,12408988,1592,"ARKINE MARSO, NOUAMAN",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,2026-08-05T01:13:43.722112+00:00
2020-2021,12235190,12408988,1563,"ESPARZA CANO, JAVIER",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,2026-08-05T01:13:43.722112+00:00
2020-2021,12235190,12408988,2127,"CORTAZAR BLAZQUEZ, JORGE",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,2026-08-05T01:13:43.722112+00:00
2020-2021,12235190,12408988,2127,"RIVAS VIONDI, MARIO",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,2026-08-05T01:13:43.722112+00:00
2020-2021,12235190,12408988,1592,"APOSTU, FLORENTIN ANDREI",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,2026-08-05T01:13:43.722112+00:00
2020-2021,12235190,12408988,2127,"LEDESMA SANCHEZ, FELIX MANUEL ",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,2026-08-05T01:13:43.722112+00:00
2020-2021,12235190,12408988,94,"CISSE, SEYDOUBA",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,2026-08-05T01:13:43.722112+00:00
2020-2021,12235190,12408991,1873,"DEL BARCO SÁNCHEZ, DAVID",2,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,2026-08-05T01:13:44.977536+00:00
2020-2021,12235190,12408991,280,"GOMEZ DIAZ, CESAR",2,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,2026-08-05T01:13:44.977536+00:00
2020-2021,12235190,12408991,58,"ECHARRI MARIN, MARC",2,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,2026-08-05T01:13:44.977536+00:00
2020-2021,12235190,12408991,58,"AGUIRRE AREVALO, ALVARO",2,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,2026-08-05T01:13:44.977536+00:00
2020-2021,12235190,12408991,1873,"MEGIA MATEOS, JAVIER",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,2026-08-05T01:13:44.977536+00:00
2020-2021,12235190,12408991,71,"MARTIN SILVERO, JORGE",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,2026-08-05T01:13:44.977536+00:00
2020-2021,12235190,12408991,71,"SHAFA ALVAREZ, JORGE",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,2026-08-05T01:13:44.977536+00:00
2020-2021,12235190,12408991,71,"GONZALEZ RUIZ PEINADO, IZAN",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,2026-08-05T01:13:44.977536+00:00
2020-2021,12235190,12408991,58,"GARCIA QUIVIRA, IVAN",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,2026-08-05T01:13:44.977536+00:00
2020-2021,12235190,12408991,58,"MOLINA GARCIA, LUIS",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,2026-08-05T01:13:44.977536+00:00
2020-2021,12235190,12408991,280,"BIKOUE EMBOLO, IVAN CEDRIC",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,2026-08-05T01:13:44.977536+00:00
2020-2021,12235190,12408991,58,"BOIGUES PEREZ, JESÚS",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,2026-08-05T01:13:44.977536+00:00
2020-2021,13539525,13539526,2127,"PORTILLA SUAREZ, ALVARO",2,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=13539525&grupo=13539526&tipojuego=1,2026-08-05T01:13:44.836115+00:00
2020-2021,13539525,13539526,2363,"LOPEZ DE HARO REPULLO, DIEGO",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=13539525&grupo=13539526&tipojuego=1,2026-08-05T01:13:44.836115+00:00
2020-2021,13539525,13539526,280,"BIKOUE EMBOLO, IVAN CEDRIC",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=13539525&grupo=13539526&tipojuego=1,2026-08-05T01:13:44.836115+00:00
2020-2021,13539525,13539526,623,"MORA DE COS, CRISTIAN",1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=13539525&grupo=13539526&tipojuego=1,2026-08-05T01:13:44.836115+00:00
