page_kind,group_id,competition_id,season_id,game_type_id,url,raw_saved_path
calendario,12378207,12378165,16,1,https://www.rffm.es/competicion/calendario?temporada=16&competicion=12378165&grupo=12378207&tipojuego=1,output/raw/rffm/other/2020-2021/calendario/12378207.html
clasificaciones,12378207,12378165,16,1,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12378165&grupo=12378207&tipojuego=1,output/raw/rffm/other/2020-2021/clasificaciones/12378207.html
goleadores,12378207,12378165,16,1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12378165&grupo=12378207&tipojuego=1,output/raw/rffm/other/2020-2021/goleadores/12378207.html
calendario,12541603,12530702,16,1,https://www.rffm.es/competicion/calendario?temporada=16&competicion=12530702&grupo=12541603&tipojuego=1,output/raw/rffm/other/2020-2021/calendario/12541603.html
clasificaciones,12541603,12530702,16,1,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12530702&grupo=12541603&tipojuego=1,output/raw/rffm/other/2020-2021/clasificaciones/12541603.html
goleadores,12541603,12530702,16,1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12530702&grupo=12541603&tipojuego=1,output/raw/rffm/other/2020-2021/goleadores/12541603.html
calendario,12408988,12235190,16,1,https://www.rffm.es/competicion/calendario?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,output/raw/rffm/other/2020-2021/calendario/12408988.html
clasificaciones,12408988,12235190,16,1,https://www.rffm.es/competicion/clasificaciones?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,output/raw/rffm/other/2020-2021/clasificaciones/12408988.html
goleadores,12408988,12235190,16,1,https://www.rffm.es/competicion/goleadores?temporada=16&competicion=12235190&grupo=12408988&tipojuego=1,output/raw/rffm/other/2020-2021/goleadores/12408988.html
calendario,12408991,12235190,16,1,https://www.rffm.es/competicion/calendario?temporada=16&competicion=12235190&grupo=12408991&tipojuego=1,output/raw/rffm/other/2020-2021/calendario/12408991.html
