season,season_id,competition_id,group_id,team_id,team,source_url,scraped_at
2023-2024,19,17217772,17217999,2172,C.F. FUENLABRADA S.A.D. 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17217772&grupo=17217999&jornada=1&tipojuego=1,2026-08-05T00:34:06.918309+00:00
2023-2024,19,17217772,17217999,407,U.D. SAN SEBASTIAN REYES 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17217772&grupo=17217999&jornada=1&tipojuego=1,2026-08-05T00:34:06.918309+00:00
2023-2024,19,17217772,17217999,293,LAS ROZAS C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17217772&grupo=17217999&jornada=1&tipojuego=1,2026-08-05T00:34:06.918309+00:00
2023-2024,19,17217772,17217999,71,R.S.D. ALCALA S.A.D.,https://www.rffm.es/competicion/calendario?temporada=19&competicion=17217772&grupo=17217999&jornada=1&tipojuego=1,2026-08-05T00:34:06.918309+00:00
2023-2024,19,17217772,17219245,1873,C.F. POZUELO DE ALARCON 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17217772&grupo=17219245&jornada=1&tipojuego=1,2026-08-05T00:34:07.937002+00:00
2023-2024,19,17217772,17219245,1592,A.D. UNION ADARVE 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17217772&grupo=17219245&jornada=1&tipojuego=1,2026-08-05T00:34:07.937002+00:00
2023-2024,19,17217772,17219245,2363,A.D. TORREJON C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17217772&grupo=17219245&jornada=1&tipojuego=1,2026-08-05T00:34:07.937002+00:00
2023-2024,19,17217772,17219245,2127,C.D. MOSTOLES U.R.J.C. 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17217772&grupo=17219245&jornada=1&tipojuego=1,2026-08-05T00:34:07.937002+00:00
2023-2024,19,19526801,19526823,407,U.D. SAN SEBASTIAN REYES 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=19526801&grupo=19526823&jornada=1&tipojuego=1,2026-08-05T00:34:07.215954+00:00
2023-2024,19,19526801,19526823,1592,A.D. UNION ADARVE 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=19526801&grupo=19526823&jornada=1&tipojuego=1,2026-08-05T00:34:07.215954+00:00
2023-2024,19,21366920,21366922,85,C.D. COLONIA MOSCARDO 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=21366920&grupo=21366922&jornada=1&tipojuego=1,2026-08-05T00:34:07.298704+00:00
2023-2024,19,21366920,21366922,2127,C.D. MOSTOLES U.R.J.C. 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=21366920&grupo=21366922&jornada=1&tipojuego=1,2026-08-05T00:34:07.298704+00:00
2023-2024,19,21366920,21366931,293,LAS ROZAS C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=21366920&grupo=21366931&jornada=1&tipojuego=1,2026-08-05T00:34:06.997609+00:00
2023-2024,19,21366920,21366931,94,C.D. LEGANES S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=19&competicion=21366920&grupo=21366931&jornada=1&tipojuego=1,2026-08-05T00:34:06.997609+00:00
2023-2024,19,21366920,21407927,85,C.D. COLONIA MOSCARDO 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=21366920&grupo=21407927&jornada=1&tipojuego=1,2026-08-05T00:34:07.200667+00:00
2023-2024,19,21366920,21407927,94,C.D. LEGANES S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=19&competicion=21366920&grupo=21407927&jornada=1&tipojuego=1,2026-08-05T00:34:07.200667+00:00
2023-2024,19,17269022,17269132,58,RAYO VALLECANO DE MADRID S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17269022&grupo=17269132&jornada=1&tipojuego=1,2026-08-05T00:34:08.261762+00:00
2023-2024,19,17269022,17269132,311,A.D. PARLA 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17269022&grupo=17269132&jornada=1&tipojuego=1,2026-08-05T00:34:08.261762+00:00
2023-2024,19,17269022,17269132,85,C.D. COLONIA MOSCARDO 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17269022&grupo=17269132&jornada=1&tipojuego=1,2026-08-05T00:34:08.261762+00:00
2023-2024,19,17269022,17269132,1873,C.F. POZUELO DE ALARCON 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17269022&grupo=17269132&jornada=1&tipojuego=1,2026-08-05T00:34:08.261762+00:00
2023-2024,19,17269022,17269132,479,C.D. CANILLAS 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17269022&grupo=17269132&jornada=1&tipojuego=1,2026-08-05T00:34:08.261762+00:00
2023-2024,19,17269022,17269132,2027,C.D. FUTBOL TRES CANTOS 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17269022&grupo=17269132&jornada=1&tipojuego=1,2026-08-05T00:34:08.261762+00:00
2023-2024,19,17269022,17269132,1563,C.F. TRIVAL VALDERAS ALCORCON,https://www.rffm.es/competicion/calendario?temporada=19&competicion=17269022&grupo=17269132&jornada=1&tipojuego=1,2026-08-05T00:34:08.261762+00:00
2023-2024,19,17269022,17269132,2127,C.D. MOSTOLES U.R.J.C. 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17269022&grupo=17269132&jornada=1&tipojuego=1,2026-08-05T00:34:08.261762+00:00
2023-2024,19,17269022,17269132,1619,CLUB UNION COLLADO VILLALBA 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17269022&grupo=17269132&jornada=1&tipojuego=1,2026-08-05T00:34:08.261762+00:00
2023-2024,19,17269022,17269132,280,A.D. ALCORCON S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17269022&grupo=17269132&jornada=1&tipojuego=1,2026-08-05T00:34:08.261762+00:00
2023-2024,19,17269022,17269132,1532,F.C. VILLANUEVA DEL PARDILLO 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17269022&grupo=17269132&jornada=1&tipojuego=1,2026-08-05T00:34:08.261762+00:00
2023-2024,19,17269022,17269132,2002,PARACUELLOS MX S.A.D. 'A',https://www.rffm.es/competicion/calendario?temporada=19&competicion=17269022&grupo=17269132&jornada=1&tipojuego=1,2026-08-05T00:34:08.261762+00:00
