team_id,team,team_name_raw,club_name_raw,squad_suffix,source_team_url,scraped_at
624,E.D. MORATALAZ B,E.D. MORATALAZ 'B',E.D. MORATALAZ,B,/fichaequipo/624,2026-08-05T00:34:15.622229+00:00
846885,ESC.MUN.FUT. ALUCHE A,ESC.MUN.FUT. ALUCHE 'A',ESC.MUN.FUT. ALUCHE,A,/fichaequipo/846885,2026-08-05T00:34:15.622229+00:00
3195,MOSTOLES C.F. A,MOSTOLES C.F. 'A',MOSTOLES C.F.,A,/fichaequipo/3195,2026-08-05T00:34:15.622229+00:00
424,A.D. VILLAVICIOSA DE ODON A,A.D. VILLAVICIOSA DE ODON 'A',A.D. VILLAVICIOSA DE ODON,A,/fichaequipo/424,2026-08-05T00:34:11.203814+00:00
162,ATLETICO DE PINTO A,ATLETICO DE PINTO 'A',ATLETICO DE PINTO,A,/fichaequipo/162,2026-08-05T00:34:15.622229+00:00
468,C.D. EL ALAMO A,C.D. EL ALAMO 'A',C.D. EL ALAMO,A,/fichaequipo/468,2026-08-05T00:34:09.669021+00:00
10657139,S.A.D. RACING MADRID CITY F.C.,S.A.D. RACING MADRID CITY F.C.,S.A.D. RACING MADRID CITY F.C.,,/fichaequipo/10657139,2026-08-05T00:34:15.622229+00:00
788,A.D. ARGANDA C.F.,A.D. ARGANDA C.F.,A.D. ARGANDA C.F.,,/fichaequipo/788,2026-08-05T00:34:15.622229+00:00
2278108,C.D. MOSTOLES U.R.J.C. B,C.D. MOSTOLES U.R.J.C. 'B',C.D. MOSTOLES U.R.J.C.,B,/fichaequipo/2278108,2026-08-05T00:34:15.622229+00:00
46,REAL C.D. CARABANCHEL A,REAL C.D. CARABANCHEL 'A',REAL C.D. CARABANCHEL,A,/fichaequipo/46,2026-08-05T00:34:09.669021+00:00
4950039,C.D.E. MADRID 2021 A,C.D.E. MADRID 2021 'A',C.D.E. MADRID 2021,A,/fichaequipo/4950039,2026-08-05T00:34:15.622229+00:00
1791,CLUB POLID. PARLA ESCUELA-FAIR PLAY,CLUB POLID. PARLA ESCUELA-FAIR PLAY,CLUB POLID. PARLA ESCUELA-FAIR PLAY,,/fichaequipo/1791,2026-08-05T00:34:11.203814+00:00
763,C.D. CAMPAMENTO A,C.D. CAMPAMENTO 'A',C.D. CAMPAMENTO,A,/fichaequipo/763,2026-08-05T00:34:15.622229+00:00
495,C.D. FORTUNA A,C.D. FORTUNA 'A',C.D. FORTUNA,A,/fichaequipo/495,2026-08-05T00:34:15.622229+00:00
425,A.D. VILLAVICIOSA DE ODON B,A.D. VILLAVICIOSA DE ODON 'B',A.D. VILLAVICIOSA DE ODON,B,/fichaequipo/425,2026-08-05T00:34:22.413132+00:00
1400,DEPORTIVO A.V. SANTA ANA,DEPORTIVO A.V. SANTA ANA,DEPORTIVO A.V. SANTA ANA,,/fichaequipo/1400,2026-08-05T00:34:22.413132+00:00
3349086,CELTIC CASTILLA C.F. A,CELTIC CASTILLA C.F. 'A',CELTIC CASTILLA C.F.,A,/fichaequipo/3349086,2026-08-05T00:34:22.413132+00:00
357,ATLETICO LEONES DE CASTILLA A,ATLETICO LEONES DE CASTILLA 'A',ATLETICO LEONES DE CASTILLA,A,/fichaequipo/357,2026-08-05T00:34:22.413132+00:00
6818315,AGRUPACION C.D. LUCERO LINCES B,AGRUPACION C.D. LUCERO LINCES 'B',AGRUPACION C.D. LUCERO LINCES,B,/fichaequipo/6818315,2026-08-05T00:34:22.413132+00:00
334384,C.D. NUEVO BOADILLA A,C.D. NUEVO BOADILLA 'A',C.D. NUEVO BOADILLA,A,/fichaequipo/334384,2026-08-05T00:34:22.413132+00:00
194,A.D. COLMENAR VIEJO B,A.D. COLMENAR VIEJO 'B',A.D. COLMENAR VIEJO,B,/fichaequipo/194,2026-08-05T00:34:22.413132+00:00
439,C.D. GALAPAGAR B,C.D. GALAPAGAR 'B',C.D. GALAPAGAR,B,/fichaequipo/439,2026-08-05T00:34:22.413132+00:00
3359869,S.A.D. FOMENTO ALUMNI A,S.A.D. FOMENTO ALUMNI 'A',S.A.D. FOMENTO ALUMNI,A,/fichaequipo/3359869,2026-08-05T00:34:22.413132+00:00
300279,C.D. PUERTA DE MADRID A,C.D. PUERTA DE MADRID 'A',C.D. PUERTA DE MADRID,A,/fichaequipo/300279,2026-08-05T00:34:22.413132+00:00
767,CERCEDA C.F. A,CERCEDA C.F. 'A',CERCEDA C.F.,A,/fichaequipo/767,2026-08-05T00:34:22.413132+00:00
1418,A.D. FUNDACION A,A.D. FUNDACION 'A',A.D. FUNDACION,A,/fichaequipo/1418,2026-08-05T00:34:22.413132+00:00
466770,A.D. UNION ADARVE B,A.D. UNION ADARVE 'B',A.D. UNION ADARVE,B,/fichaequipo/466770,2026-08-05T00:34:22.413132+00:00
2977,ESC. FUT. SIETE PICOS COLMENAR,ESC. FUT. SIETE PICOS COLMENAR,ESC. FUT. SIETE PICOS COLMENAR,,/fichaequipo/2977,2026-08-05T00:34:22.413132+00:00
13564987,C.D. FUTBOL TRES CANTOS B,C.D. FUTBOL TRES CANTOS 'B',C.D. FUTBOL TRES CANTOS,B,/fichaequipo/13564987,2026-08-05T00:34:22.413132+00:00
300214,F.C. VILLANUEVA DEL PARDILLO B,F.C. VILLANUEVA DEL PARDILLO 'B',F.C. VILLANUEVA DEL PARDILLO,B,/fichaequipo/300214,2026-08-05T00:34:22.413132+00:00
3359955,C.D. ELECTROCOR LAS ROZAS C.F. A,C.D. ELECTROCOR LAS ROZAS C.F. 'A',C.D. ELECTROCOR LAS ROZAS C.F.,A,/fichaequipo/3359955,2026-08-05T00:34:22.413132+00:00
1834,C.D. VILLANUEVA DE LA CAÑADA,C.D. VILLANUEVA DE LA CAÑADA,C.D. VILLANUEVA DE LA CAÑADA,,/fichaequipo/1834,2026-08-05T00:34:22.413132+00:00
1311,JUVENTUD SANSE A,JUVENTUD SANSE 'A',JUVENTUD SANSE,A,/fichaequipo/1311,2026-08-05T00:34:15.430275+00:00
1074,C.D. CARRANZA A,C.D. CARRANZA 'A',C.D. CARRANZA,A,/fichaequipo/1074,2026-08-05T00:34:15.430275+00:00
4930213,ESCUELA FUTBOL CONCEPCION B,ESCUELA FUTBOL CONCEPCION 'B',ESCUELA FUTBOL CONCEPCION,B,/fichaequipo/4930213,2026-08-05T00:34:15.430275+00:00
1162,ATLETICO CHOPERA ALCOBENDAS 04,ATLETICO CHOPERA ALCOBENDAS 04,ATLETICO CHOPERA ALCOBENDAS 04,,/fichaequipo/1162,2026-08-05T00:34:15.430275+00:00
2451,A.D. COMPLUTENSE ALCALA A,A.D. COMPLUTENSE ALCALA 'A',A.D. COMPLUTENSE ALCALA,A,/fichaequipo/2451,2026-08-05T00:34:15.430275+00:00
300725,C.D. CANILLAS B,C.D. CANILLAS 'B',C.D. CANILLAS,B,/fichaequipo/300725,2026-08-05T00:34:15.430275+00:00
919,A.D. ESPERANZA A,A.D. ESPERANZA 'A',A.D. ESPERANZA,A,/fichaequipo/919,2026-08-05T00:34:15.430275+00:00
608,C.D. AVANCE,C.D. AVANCE,C.D. AVANCE,,/fichaequipo/608,2026-08-05T00:34:15.430275+00:00
466658,EMF C.D. COBEÑA A,EMF C.D. COBEÑA 'A',EMF C.D. COBEÑA,A,/fichaequipo/466658,2026-08-05T00:34:15.430275+00:00
256,ALCOBENDAS C.F. A,ALCOBENDAS C.F. 'A',ALCOBENDAS C.F.,A,/fichaequipo/256,2026-08-05T00:34:15.430275+00:00
10634220,C.F. VALDEBEBAS A,C.F. VALDEBEBAS 'A',C.F. VALDEBEBAS,A,/fichaequipo/10634220,2026-08-05T00:34:15.430275+00:00
466673,LOS SANTOS DE LA HUMOSA C.F.,LOS SANTOS DE LA HUMOSA C.F.,LOS SANTOS DE LA HUMOSA C.F.,,/fichaequipo/466673,2026-08-05T00:34:15.430275+00:00
748,A.D. HENARES D.IV,A.D. HENARES D.IV,A.D. HENARES D.IV,,/fichaequipo/748,2026-08-05T00:34:15.430275+00:00
1032104,RAYO CIUDAD ALCOBENDAS C.F.,RAYO CIUDAD ALCOBENDAS C.F.,RAYO CIUDAD ALCOBENDAS C.F.,,/fichaequipo/1032104,2026-08-05T00:34:15.430275+00:00
732,RACING C.F. VERACRUZ,RACING C.F. VERACRUZ,RACING C.F. VERACRUZ,,/fichaequipo/732,2026-08-05T00:34:15.430275+00:00
444,C.D. SAN ROQUE E.F.F. A,C.D. SAN ROQUE E.F.F. 'A',C.D. SAN ROQUE E.F.F.,A,/fichaequipo/444,2026-08-05T00:34:15.430275+00:00
989,C.D. DAGANZO A,C.D. DAGANZO 'A',C.D. DAGANZO,A,/fichaequipo/989,2026-08-05T00:34:15.430275+00:00
546,A.D. SPORTING HORTALEZA B,A.D. SPORTING HORTALEZA 'B',A.D. SPORTING HORTALEZA,B,/fichaequipo/546,2026-08-05T00:34:15.430275+00:00
8944219,C.D.E. CIUDAD DE PINTO A,C.D.E. CIUDAD DE PINTO 'A',C.D.E. CIUDAD DE PINTO,A,/fichaequipo/8944219,2026-08-05T00:34:12.314098+00:00
475,RACING VILLAVERDE C.F. A,RACING VILLAVERDE C.F. 'A',RACING VILLAVERDE C.F.,A,/fichaequipo/475,2026-08-05T00:34:12.314098+00:00
2946,ESC. DE FUT. VALDEMORO A,ESC. DE FUT. VALDEMORO 'A',ESC. DE FUT. VALDEMORO,A,/fichaequipo/2946,2026-08-05T00:34:12.314098+00:00
2856,C.D. CIUDAD LOS ANGELES,C.D. CIUDAD LOS ANGELES,C.D. CIUDAD LOS ANGELES,,/fichaequipo/2856,2026-08-05T00:34:12.314098+00:00
2022,E.F. CIUDAD DE GETAFE A,E.F. CIUDAD DE GETAFE 'A',E.F. CIUDAD DE GETAFE,A,/fichaequipo/2022,2026-08-05T00:34:12.314098+00:00
466772,C.D. GRIÑON B,C.D. GRIÑON 'B',C.D. GRIÑON,B,/fichaequipo/466772,2026-08-05T00:34:12.314098+00:00
680159,A.D. VILLAVERDE BAJO A,A.D. VILLAVERDE BAJO 'A',A.D. VILLAVERDE BAJO,A,/fichaequipo/680159,2026-08-05T00:34:12.314098+00:00
656,C.D. DOSA,C.D. DOSA,C.D. DOSA,,/fichaequipo/656,2026-08-05T00:34:12.314098+00:00
1554,C.D. TAJAMAR A,C.D. TAJAMAR 'A',C.D. TAJAMAR,A,/fichaequipo/1554,2026-08-05T00:34:12.314098+00:00
1707,C.P. SANTA MARIA DEL PILAR,C.P. SANTA MARIA DEL PILAR,C.P. SANTA MARIA DEL PILAR,,/fichaequipo/1707,2026-08-05T00:34:12.314098+00:00
13571407,DEPORTIVO CIEMPOZUELOS,DEPORTIVO CIEMPOZUELOS,DEPORTIVO CIEMPOZUELOS,,/fichaequipo/13571407,2026-08-05T00:34:12.314098+00:00
1006,FEPE GETAFE III A,FEPE GETAFE III 'A',FEPE GETAFE III,A,/fichaequipo/1006,2026-08-05T00:34:12.314098+00:00
4928629,RIVAS FUTBOL CLUB A,RIVAS FUTBOL CLUB 'A',RIVAS FUTBOL CLUB,A,/fichaequipo/4928629,2026-08-05T00:34:12.314098+00:00
1174,PERISO CLUB DE FUTBOL A,PERISO CLUB DE FUTBOL 'A',PERISO CLUB DE FUTBOL,A,/fichaequipo/1174,2026-08-05T00:34:12.314098+00:00
2444,C.D. MEJOREÑO,C.D. MEJOREÑO,C.D. MEJOREÑO,,/fichaequipo/2444,2026-08-05T00:34:12.314098+00:00
334379,ESCUELA DE FUTBOL. RIVAS VACIAMADRID A,ESCUELA DE FUTBOL. RIVAS VACIAMADRID 'A',ESCUELA DE FUTBOL. RIVAS VACIAMADRID,A,/fichaequipo/334379,2026-08-05T00:34:12.314098+00:00
466820,ESCUELA DE FUTBOL ARGANDA,ESCUELA DE FUTBOL ARGANDA,ESCUELA DE FUTBOL ARGANDA,,/fichaequipo/466820,2026-08-05T00:34:12.314098+00:00
1395,C.F. INTER DE VALDEMORO A,C.F. INTER DE VALDEMORO 'A',C.F. INTER DE VALDEMORO,A,/fichaequipo/1395,2026-08-05T00:34:12.314098+00:00
2089,C.D.E. LUGO FUENLABRADA A,C.D.E. LUGO FUENLABRADA 'A',C.D.E. LUGO FUENLABRADA,A,/fichaequipo/2089,2026-08-05T00:34:12.135369+00:00
13519993,ESC.FUT.AT. CASARRUBUELOS A,ESC.FUT.AT. CASARRUBUELOS 'A',ESC.FUT.AT. CASARRUBUELOS,A,/fichaequipo/13519993,2026-08-05T00:34:12.135369+00:00
785,C.D. ALZOLA-HALCONES A,C.D. ALZOLA-HALCONES 'A',C.D. ALZOLA-HALCONES,A,/fichaequipo/785,2026-08-05T00:34:12.135369+00:00
2342,ATLETICO TRABENCO ZARZAQUEMADA A,ATLETICO TRABENCO ZARZAQUEMADA 'A',ATLETICO TRABENCO ZARZAQUEMADA,A,/fichaequipo/2342,2026-08-05T00:34:12.135369+00:00
960,C.D. GRIÑON A,C.D. GRIÑON 'A',C.D. GRIÑON,A,/fichaequipo/960,2026-08-05T00:34:12.135369+00:00
704,AGRUPACION C.D. LUCERO-LINCES A,AGRUPACION C.D. LUCERO-LINCES 'A',AGRUPACION C.D. LUCERO-LINCES,A,/fichaequipo/704,2026-08-05T00:34:12.135369+00:00
947,A.D. ORCASITAS A,A.D. ORCASITAS 'A',A.D. ORCASITAS,A,/fichaequipo/947,2026-08-05T00:34:12.135369+00:00
2728556,U.D. MOSTOLES BALOMPIE A,U.D. MOSTOLES BALOMPIE 'A',U.D. MOSTOLES BALOMPIE,A,/fichaequipo/2728556,2026-08-05T00:34:12.135369+00:00
1493,ESCUELA DE FUTBOL CARABANCHEL A,ESCUELA DE FUTBOL CARABANCHEL 'A',ESCUELA DE FUTBOL CARABANCHEL,A,/fichaequipo/1493,2026-08-05T00:34:12.135369+00:00
4939330,UNION DEPORTIVA USERA A,UNION DEPORTIVA USERA 'A',UNION DEPORTIVA USERA,A,/fichaequipo/4939330,2026-08-05T00:34:12.135369+00:00
1516,CULTURAL DEPORTIVA MIRAFLOR A,CULTURAL DEPORTIVA MIRAFLOR 'A',CULTURAL DEPORTIVA MIRAFLOR,A,/fichaequipo/1516,2026-08-05T00:34:12.135369+00:00
4924839,C.D. LOS YEBENES-SAN BRUNO B,C.D. LOS YEBENES-SAN BRUNO 'B',C.D. LOS YEBENES-SAN BRUNO,B,/fichaequipo/4924839,2026-08-05T00:34:12.135369+00:00
8964450,C.D. NUEVO PUERTA BONITA DE CARABANCHEL A,C.D. NUEVO PUERTA BONITA DE CARABANCHEL 'A',C.D. NUEVO PUERTA BONITA DE CARABANCHEL,A,/fichaequipo/8964450,2026-08-05T00:34:12.135369+00:00
6818471,C.F. MADRID RIO A,C.F. MADRID RIO 'A',C.F. MADRID RIO,A,/fichaequipo/6818471,2026-08-05T00:34:12.135369+00:00
503,ATLETICO VALDEIGLESIAS,ATLETICO VALDEIGLESIAS,ATLETICO VALDEIGLESIAS,,/fichaequipo/503,2026-08-05T00:34:12.135369+00:00
1526,E.M.F. MORALEJA DE ENMEDIO,E.M.F. MORALEJA DE ENMEDIO,E.M.F. MORALEJA DE ENMEDIO,,/fichaequipo/1526,2026-08-05T00:34:12.135369+00:00
367,C.D.A. NAVALCARNERO B,C.D.A. NAVALCARNERO 'B',C.D.A. NAVALCARNERO,B,/fichaequipo/367,2026-08-05T00:34:12.135369+00:00
533,C.D. HUMANES,C.D. HUMANES,C.D. HUMANES,,/fichaequipo/533,2026-08-05T00:34:12.135369+00:00
476,U.D. SAN LORENZO A,U.D. SAN LORENZO 'A',U.D. SAN LORENZO,A,/fichaequipo/476,2026-08-05T00:34:16.061181+00:00
830,TORRELODONES C.F. A,TORRELODONES C.F. 'A',TORRELODONES C.F.,A,/fichaequipo/830,2026-08-05T00:34:16.061181+00:00
356,C.D. UNION DE ARAVACA,C.D. UNION DE ARAVACA,C.D. UNION DE ARAVACA,,/fichaequipo/356,2026-08-05T00:34:16.061181+00:00
10652438,C.D. ELECTROCOR LAS ROZAS C.F. B,C.D. ELECTROCOR LAS ROZAS C.F. 'B',C.D. ELECTROCOR LAS ROZAS C.F.,B,/fichaequipo/10652438,2026-08-05T00:34:16.061181+00:00
13562968,A.D. VILLAVICIOSA DE ODON - AMISTAD C,A.D. VILLAVICIOSA DE ODON - AMISTAD 'C',A.D. VILLAVICIOSA DE ODON - AMISTAD,C,/fichaequipo/13562968,2026-08-05T00:34:16.061181+00:00
769,A.D. CIRINGANILLOS,A.D. CIRINGANILLOS,A.D. CIRINGANILLOS,,/fichaequipo/769,2026-08-05T00:34:16.061181+00:00
2302,RECREATIVO SOTO DEL REAL C.F. A,RECREATIVO SOTO DEL REAL C.F. 'A',RECREATIVO SOTO DEL REAL C.F.,A,/fichaequipo/2302,2026-08-05T00:34:16.061181+00:00
4949313,C.D.E. AUPA-MENTEMA BOADILLA A,C.D.E. AUPA-MENTEMA BOADILLA 'A',C.D.E. AUPA-MENTEMA BOADILLA,A,/fichaequipo/4949313,2026-08-05T00:34:16.061181+00:00
334285,C.F. POZUELO DE ALARCON B,C.F. POZUELO DE ALARCON 'B',C.F. POZUELO DE ALARCON,B,/fichaequipo/334285,2026-08-05T00:34:16.061181+00:00
5080774,C.F. QUIJORNA A,C.F. QUIJORNA 'A',C.F. QUIJORNA,A,/fichaequipo/5080774,2026-08-05T00:34:16.061181+00:00
1071,C.D. ALPEDRETE A,C.D. ALPEDRETE 'A',C.D. ALPEDRETE,A,/fichaequipo/1071,2026-08-05T00:34:16.061181+00:00
4913937,GIMNASTICA COLMENAREJO C.F. A,GIMNASTICA COLMENAREJO C.F. 'A',GIMNASTICA COLMENAREJO C.F.,A,/fichaequipo/4913937,2026-08-05T00:34:16.061181+00:00
2740096,C.D. NUEVO BOADILLA B,C.D. NUEVO BOADILLA 'B',C.D. NUEVO BOADILLA,B,/fichaequipo/2740096,2026-08-05T00:34:16.061181+00:00
1197,C.F. HOYO DE MANZANARES A,C.F. HOYO DE MANZANARES 'A',C.F. HOYO DE MANZANARES,A,/fichaequipo/1197,2026-08-05T00:34:16.061181+00:00
291,C.D. EL ESCORIAL A,C.D. EL ESCORIAL 'A',C.D. EL ESCORIAL,A,/fichaequipo/291,2026-08-05T00:34:16.061181+00:00
1620,CLUB UNION COLLADO VILLALBA B,CLUB UNION COLLADO VILLALBA 'B',CLUB UNION COLLADO VILLALBA,B,/fichaequipo/1620,2026-08-05T00:34:16.061181+00:00
10659243,C.D.E. F.P.A. LAS ROZAS,C.D.E. F.P.A. LAS ROZAS,C.D.E. F.P.A. LAS ROZAS,,/fichaequipo/10659243,2026-08-05T00:34:16.061181+00:00
699,MORALZARZAL C.F.,MORALZARZAL C.F.,MORALZARZAL C.F.,,/fichaequipo/699,2026-08-05T00:34:16.061181+00:00
12374751,COMANDANTE C.F.,COMANDANTE C.F.,COMANDANTE C.F.,,/fichaequipo/12374751,2026-08-05T00:34:13.761090+00:00
1111,A.D. NAYA A,A.D. NAYA 'A',A.D. NAYA,A,/fichaequipo/1111,2026-08-05T00:34:13.761090+00:00
1338,C.F.D. FUTURO SAN FRANCISCO,C.F.D. FUTURO SAN FRANCISCO,C.F.D. FUTURO SAN FRANCISCO,,/fichaequipo/1338,2026-08-05T00:34:13.761090+00:00
1899,C.F. FUENTE EL SAZ,C.F. FUENTE EL SAZ,C.F. FUENTE EL SAZ,,/fichaequipo/1899,2026-08-05T00:34:13.761090+00:00
12324026,ALCOBENDAS C.F.-CHAMARTIN B,ALCOBENDAS C.F.-CHAMARTIN 'B',ALCOBENDAS C.F.-CHAMARTIN,B,/fichaequipo/12324026,2026-08-05T00:34:13.761090+00:00
2733719,C.D.E. REMAR C.F.,C.D.E. REMAR C.F.,C.D.E. REMAR C.F.,,/fichaequipo/2733719,2026-08-05T00:34:13.761090+00:00
1466,A.C.R. ATLETICO ALCOBENDAS A,A.C.R. ATLETICO ALCOBENDAS 'A',A.C.R. ATLETICO ALCOBENDAS,A,/fichaequipo/1466,2026-08-05T00:34:13.761090+00:00
846893,C.F. SAN AGUSTIN DE GUADALIX B,C.F. SAN AGUSTIN DE GUADALIX 'B',C.F. SAN AGUSTIN DE GUADALIX,B,/fichaequipo/846893,2026-08-05T00:34:13.761090+00:00
