season,season_id,category_base,category_label_raw,is_femenino,division_level,competition,competition_id,phase_label,game_type,game_type_id,source_url,scraped_at
2023-2024,19,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA R.F.E.F. FASE AUTONOMICA,17217772,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:04.420327+00:00
2023-2024,19,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,FINAL COPA RFEF FASE AUTONÓMICA,19526801,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:04.422487+00:00
2023-2024,19,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY OFF TERCERA FEDERACION,21366920,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:04.423569+00:00
2023-2024,19,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA FEDERACION RFEF,17269022,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:04.426664+00:00
2023-2024,19,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE,17145390,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:04.427511+00:00
2023-2024,19,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,COPA RFFM PREFERENTE AFICIONADOS,17229689,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:06.997926+00:00
2023-2024,19,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,FINAL COPA RFFM PREFERENTE AFICIONADO,19615241,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:07.216266+00:00
2023-2024,19,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,17145393,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:07.299011+00:00
2023-2024,19,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,17145398,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:09.676089+00:00
2023-2024,19,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,17145407,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:15.622776+00:00
2023-2024,19,JUVENIL,LIGA NACIONAL JUVENIL,False,LIGA NACIONAL,NACIONAL JUVENIL,17145852,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:29.994217+00:00
2023-2024,19,JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,False,PRIMERA DIVISION AUTONOMICA,FINAL CAMPEON PRIMERA DIVISION AUTONOMICA JUVENIL,21413599,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:30.529106+00:00
2023-2024,19,JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA JUVENIL,17145426,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:30.883933+00:00
2023-2024,19,JUVENIL,PREFERENTE JUVENIL,False,PREFERENTE,PREFERENTE JUVENIL,17145429,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:31.144092+00:00
2023-2024,19,JUVENIL,PRIMERA JUVENIL,False,PRIMERA,PRIMERA JUVENIL,17145435,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=19&tipojuego=1,2026-08-05T00:34:32.985676+00:00
