venue_id,venue_name,address,locality,province,postal_code,latitude,longitude,google_maps_url,field_type_raw,surface_raw,source_url,scraped_at
1,DEHESA MORATALAZ (HA),AVDA. DOCTOR GARCIA TAPIA 117,Madrid,Madrid,28030,40.4112061,-3.6420617,"https://www.google.com/maps?q=40.4112061,-3.6420617",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1,2026-08-03T20:17:30.113155+00:00
102,COLEGIO NTRA. SRA. DEL BUEN CONSEJO ,CALLE DE JUAN MONTALVO 30,Madrid,Madrid,28040,40.4469618,-3.713763,"https://www.google.com/maps?q=40.4469618,-3.713763",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/102,2026-08-03T20:17:30.974424+00:00
1021860,ALCORCON - VICENTE DEL BOSQUE (HA),CALLE POLVORANCA S/N,Alcorcón,Madrid,28923,40.3416727,-3.818636699999999,"https://www.google.com/maps?q=40.3416727,-3.818636699999999",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1021860,2026-08-03T20:17:31.772877+00:00
10288947,PALOMERAS BAJAS (HA),CALLE PUERTO DE BALBARÁN 18,Madrid,Madrid,28018,40.3765225,-3.657919,"https://www.google.com/maps?q=40.3765225,-3.657919",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/10288947,2026-08-03T20:17:32.378618+00:00
106,VALDEYEROS (HA),CALLE DE ROSALIA DE CASTRO 77,Madrid,Madrid,28035,40.4839109,-3.7302798,"https://www.google.com/maps?q=40.4839109,-3.7302798",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/106,2026-08-03T20:17:33.333142+00:00
10654208,VILLANUEVA DEL PARDILLO - COLEGIO VALLMONT (HA),CALLE MALLORCA 2,Villanueva del Pardillo,Madrid,28229,40.4865429,-3.967198,"https://www.google.com/maps?q=40.4865429,-3.967198",Fútbol 7,Hierba Artificial,https://www.rffm.es/campo/10654208,2026-08-03T20:17:33.871333+00:00
108,PVO. RODRIGUEZ SAHAGÚN (HA),CALLE MIRAMELINDOS 5,Madrid,Madrid,28029,40.4691343,-3.709419199999999,"https://www.google.com/maps?q=40.4691343,-3.709419199999999",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/108,2026-08-03T20:17:35.412227+00:00
1101,ALCOBENDAS - PVO. JOSÉ CABALLERO (HA),"AVDA. TRANSICIÓN ESPAÑOLA, S/N",Alcobendas,Madrid,28108,40.5371903,-3.6237015,"https://www.google.com/maps?q=40.5371903,-3.6237015",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1101,2026-08-03T20:17:35.935405+00:00
1102,ALCOBENDAS - PARQUE DE NAVARRA (HA),AVDA. DE ESPAÑA S/N,Alcobendas,Madrid,28100,40.5459379,-3.6341966,"https://www.google.com/maps?q=40.5459379,-3.6341966",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1102,2026-08-03T20:17:36.805783+00:00
11043104,ALCALA - ATLETICO DE MADRID C.D. (HA),AVDA. GUSTAVO ADOLFO BECQUER 64,Alcalá De Henares,Madrid,28806,40.5082938,-3.3608554,"https://www.google.com/maps?q=40.5082938,-3.3608554",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/11043104,2026-08-03T20:17:38.156169+00:00
1105,ALGETE - PVO. DUQUE DE ALGETE (HA),CAMINO VEREDA DE LA LOBERA S/N,Algete,Madrid,28110,40.59816379999999,-3.5103412,"https://www.google.com/maps?q=40.59816379999999,-3.5103412",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1105,2026-08-03T20:17:39.094462+00:00
1106,FUENTE EL SAZ - PVO. MUNICIPAL ALICIA GOMEZ PRADA ,AVDA. JULIAN SANCHEZ 21,Fuente El Saz De Jarama,Madrid,28140,40.6282603,-3.5170291,"https://www.google.com/maps?q=40.6282603,-3.5170291",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1106,2026-08-03T20:17:40.090177+00:00
1108,EL MOLAR - CENT. DEP. FUENTE DEL TORO (HA),AVDA. DE LA CONSTITUCIÓN S/N,Molar (El),Madrid,28710,40.7439583,-3.5770499,"https://www.google.com/maps?q=40.7439583,-3.5770499",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1108,2026-08-03T20:17:40.795740+00:00
