player_id,season,season_id,competition_id,competition,group_id,group,team_id,team,club_name_raw,team_position,team_points,source_url,scraped_at
10000912,2021-2022,17,13564670,SEGUNDA INFANTIL,13564692,Grupo 22,846609,C.D. UNION DE ARAVACA ,C.D. UNION DE ARAVACA,8.0,27.0,https://www.rffm.es/fichajugador/10000912?temporada=17,2026-08-08T02:38:08.285393+00:00
10000591,2021-2022,17,13564711,PRIMERA ALEVIN,13564722,Grupo 11,2277316,C.D. MUNICIPAL ARROYOMOLINOS 'C',C.D. MUNICIPAL ARROYOMOLINOS,6.0,29.0,https://www.rffm.es/fichajugador/10000591?temporada=17,2026-08-08T02:38:08.522843+00:00
10000655,2021-2022,17,13693948,PRIMERA ALEVIN F-7,14615654,Grupo 6,13550321,C.D. ESTUDIANTES LAS TABLAS 'B',C.D. ESTUDIANTES LAS TABLAS,13.0,12.0,https://www.rffm.es/fichajugador/10000655?temporada=17,2026-08-08T02:38:08.820124+00:00
10000023,2021-2022,17,13564643,PREFERENTE INFANTIL,13564644,Grupo 1,8971169,C.D.E. F.P.A. LAS ROZAS 'A',C.D.E. F.P.A. LAS ROZAS,1.0,65.0,https://www.rffm.es/fichajugador/10000023?temporada=17,2026-08-08T02:38:08.823794+00:00
10000023,2021-2022,17,13564589,PRIMERA CADETE,13564591,Grupo 2,8960431,C.D.E. F.P.A. LAS ROZAS 'C',C.D.E. F.P.A. LAS ROZAS,5.0,40.0,https://www.rffm.es/fichajugador/10000023?temporada=17,2026-08-08T02:38:08.823794+00:00
10000023,2021-2022,17,13564584,PREFERENTE CADETE,13564585,Grupo 1,6819545,C.D.E. F.P.A. LAS ROZAS 'A',C.D.E. F.P.A. LAS ROZAS,7.0,36.0,https://www.rffm.es/fichajugador/10000023?temporada=17,2026-08-08T02:38:08.823794+00:00
10000070,2021-2022,17,13564827,PRIMERA BENJAMIN F7,14587030,Grupo 18,12234685,C.D. RUPE SAHAGUN 'B',C.D. RUPE SAHAGUN,11.0,13.0,https://www.rffm.es/fichajugador/10000070?temporada=17,2026-08-08T02:38:08.829861+00:00
10000484,2021-2022,17,15267380,SEGUNDA ALEVIN F7 TORNEO DE CAMPEONES,15275961,"Octavos, Cuartos, Semifinales y Final",14056386,ALL BLACKS PARLA ,ALL BLACKS PARLA,,,https://www.rffm.es/fichajugador/10000484?temporada=17,2026-08-08T02:38:08.843352+00:00
10000484,2021-2022,17,13693956,SEGUNDA ALEVIN F-7,14616034,Grupo 18,14056386,ALL BLACKS PARLA ,ALL BLACKS PARLA,1.0,58.0,https://www.rffm.es/fichajugador/10000484?temporada=17,2026-08-08T02:38:08.843352+00:00
10001017,2021-2022,17,13564670,SEGUNDA INFANTIL,13564673,Grupo 3,4273788,MORALZARZAL C.F. 'B',MORALZARZAL C.F.,9.0,30.0,https://www.rffm.es/fichajugador/10001017?temporada=17,2026-08-08T02:38:08.922054+00:00
10000120,2021-2022,17,13564643,PREFERENTE INFANTIL,13564644,Grupo 1,8971169,C.D.E. F.P.A. LAS ROZAS 'A',C.D.E. F.P.A. LAS ROZAS,1.0,65.0,https://www.rffm.es/fichajugador/10000120?temporada=17,2026-08-08T02:38:08.929549+00:00
10000419,2021-2022,17,13564670,SEGUNDA INFANTIL,13564677,Grupo 7,345280,C.D. SEK CIUDALCAMPO ,C.D. SEK,3.0,50.0,https://www.rffm.es/fichajugador/10000419?temporada=17,2026-08-08T02:38:08.940199+00:00
1000121,2021-2022,17,13564545,PRIMERA JUVENIL,13564546,Grupo 1,10637788,E.F.M.O. BOADILLA 'C',E.F.M.O. BOADILLA,14.0,40.0,https://www.rffm.es/fichajugador/1000121?temporada=17,2026-08-08T02:38:09.329214+00:00
1000121,2021-2022,17,13564540,PREFERENTE JUVENIL,13564541,Grupo 1,1740,E.F.M.O. BOADILLA 'B',E.F.M.O. BOADILLA,2.0,71.0,https://www.rffm.es/fichajugador/1000121?temporada=17,2026-08-08T02:38:09.329214+00:00
10001677,2021-2022,17,13693948,PRIMERA ALEVIN F-7,14615779,Grupo 5,2195,C.D. VALDETORRES ,C.D. VALDETORRES,10.0,13.0,https://www.rffm.es/fichajugador/10001677?temporada=17,2026-08-08T02:38:10.001201+00:00
10001767,2021-2022,17,13564670,SEGUNDA INFANTIL,13564676,Grupo 6,304466,C.D. VALDETORRES 'B',C.D. VALDETORRES,12.0,15.0,https://www.rffm.es/fichajugador/10001767?temporada=17,2026-08-08T02:38:10.050891+00:00
10001767,2021-2022,17,13564652,PRIMERA INFANTIL,13564655,Grupo 3,2193,C.D. VALDETORRES 'A',C.D. VALDETORRES,7.0,32.0,https://www.rffm.es/fichajugador/10001767?temporada=17,2026-08-08T02:38:10.050891+00:00
