season,season_id,category,competition,competition_id,group,group_id,team,team_id,position,played,wins,draws,losses,goals_for,goals_against,goal_diff,points,sanction_points,source_url,scraped_at
2021-2022,17,OTHER,COPA R.F.F.M. ,13570964,GRUPO A,13707849,A.D. TORREJON C.F. 'A',2363,1,3,2,1,0,8,5,3,7,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828380+00:00
2021-2022,17,OTHER,COPA R.F.F.M. ,13570964,GRUPO A,13707849,REAL C.D. CARABANCHEL,46,2,3,1,2,0,3,2,1,5,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828380+00:00
2021-2022,17,OTHER,COPA R.F.F.M. ,13570964,GRUPO A,13707849,C.F. POZUELO DE ALARCON 'A',1873,3,3,1,1,1,4,5,-1,4,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828380+00:00
2021-2022,17,OTHER,COPA R.F.F.M. ,13570964,GRUPO A,13707849,A.D. PARLA 'A',311,4,3,0,0,3,2,5,-3,0,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828380+00:00
2021-2022,17,OTHER,COPA R.F.F.M. ,13570964,GRUPO B,13707857,C.D.E. MADRID 2021 - FUENLABRADA PROMESAS,4950039,1,3,2,1,0,7,3,4,7,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570964&grupo=13707857&tipojuego=1,2026-08-05T01:00:23.702033+00:00
2021-2022,17,OTHER,COPA R.F.F.M. ,13570964,GRUPO B,13707857,A.D. ALCORCON S.A.D. 'B',280,2,3,1,2,0,7,4,3,5,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570964&grupo=13707857&tipojuego=1,2026-08-05T01:00:23.702033+00:00
2021-2022,17,OTHER,COPA R.F.F.M. ,13570964,GRUPO B,13707857,ESCUELA DEP.MORATALAZ 'A',623,3,3,1,0,2,4,7,-3,3,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570964&grupo=13707857&tipojuego=1,2026-08-05T01:00:23.702033+00:00
2021-2022,17,OTHER,COPA R.F.F.M. ,13570964,GRUPO B,13707857,RAYO VALLECANO DE MADRID 'B',58,4,3,0,1,2,6,10,-4,1,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570964&grupo=13707857&tipojuego=1,2026-08-05T01:00:23.702033+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,CLUB ATLETICO DE MADRID 'B',18,1,40,29,8,3,82,26,56,95,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,LAS ROZAS C.F. 'A',293,2,40,22,8,10,68,38,30,74,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,C.D.E. MADRID 2021 - FUENLABRADA PROMESAS,4950039,3,40,20,12,8,61,42,19,72,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,A.D. ALCORCON S.A.D. 'B',280,4,40,19,12,9,63,39,24,69,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,C.D.B. PARACUELLOS ANTAMIRA 'A',2002,5,40,19,9,12,56,44,12,66,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,C.D.E. URSARIA,300607,6,40,16,16,8,47,27,20,64,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,R.S.D. ALCALA S.A.D.,71,7,40,18,10,12,45,40,5,64,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,GETAFE C.F. S.A.D. 'B',561,8,40,17,10,13,56,46,10,61,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,RAYO VALLECANO DE MADRID 'B',58,9,40,15,12,13,59,43,16,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,A.D. TORREJON C.F. 'A',2363,10,40,16,9,15,55,48,7,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,C.F. POZUELO DE ALARCON 'A',1873,11,40,15,12,13,39,45,-6,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,C.D. GALAPAGAR 'A',438,12,40,16,8,16,50,57,-7,56,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,C.F. TRIVAL VALDERAS ALCORCON,1563,13,40,13,14,13,40,42,-2,53,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,A.D. PARLA 'A',311,14,40,14,10,16,46,46,0,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,C.D. FUTBOL TRES CANTOS 'A',2027,15,40,13,8,19,41,52,-11,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,S.A.D. VILLAVERDE SAN ANDRES 'A',6826481,16,40,13,6,21,35,45,-10,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,ESCUELA DEP.MORATALAZ 'A',623,17,40,13,6,21,49,73,-24,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,A.D. VILLAVICIOSA DE ODON 'A',424,18,40,10,8,22,47,73,-26,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,A.D. COMPLUTENSE ALCALA 'A',2451,19,40,9,10,21,31,58,-27,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,REAL C.D. CARABANCHEL,46,20,40,7,12,21,43,70,-27,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,C.D. COLONIA MOSCARDO 'A',85,21,40,5,2,33,20,79,-59,17,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13570384&grupo=13570385&tipojuego=1,2026-08-05T01:00:37.655109+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,C.D. CANILLAS 'A',479,1,34,15,13,6,50,33,17,58,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,CLUB UNION COLLADO VILLALBA 'A',1619,2,34,16,9,9,56,41,15,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,U.D. SAN SEBASTIAN REYES 'B',408,3,34,14,14,6,54,39,15,56,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,F.C. VILLANUEVA DEL PARDILLO 'A',1532,4,34,15,10,9,63,41,22,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,ESCUELA FUTBOL CONCEPCION 'A',370,5,34,14,13,7,48,33,15,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,A.D. COLMENAR VIEJO 'A',193,6,34,14,10,10,66,55,11,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,C.F. SAN AGUSTIN DE GUADALIX 'A',2594,7,34,14,10,10,42,38,4,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,LA MORALEJA C.F. 'A',2728977,8,34,14,7,13,47,41,6,49,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,PERISO CLUB DE FUTBOL 'A',1174,9,34,13,10,11,50,55,-5,49,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,ARAVACA C.F. 'A',106,10,34,13,9,12,55,50,5,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,UNION ZONA NORTE,6817352,11,34,12,10,12,53,48,5,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,ESCUELA DEP.MORATALAZ 'B',624,12,34,13,6,15,60,60,0,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,ALCOBENDAS C.F. 'A',256,13,34,12,8,14,40,52,-12,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,C.D. COSLADA 'A',685,14,34,12,8,14,52,52,0,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,C.D. SAN FERNANDO,119,15,34,10,12,12,46,44,2,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,A.D. SPORTING HORTALEZA 'A',546,16,34,12,2,20,36,54,-18,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,DEPORTIVO A.V. SANTA ANA,1400,17,34,7,7,20,32,65,-33,28,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,A.D. FUNDACION 'A',1418,18,34,3,8,23,39,88,-49,17,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564506&tipojuego=1,2026-08-05T01:00:31.259472+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,RSC INTERNATIONAL F.C.,650,1,34,19,9,6,62,31,31,66,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,REAL ARANJUEZ C.F.,117,2,34,19,9,6,61,27,34,66,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,MOSTOLES C.F. 'A',3195,3,34,20,6,8,60,26,34,66,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,ATLETICO DE PINTO 'A',162,4,34,19,9,6,61,19,42,66,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,CLUB POLID. PARLA ESCUELA-FAIR PLAY,1791,5,34,19,8,7,54,33,21,65,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,C.D. LOS YEBENES-SAN BRUNO 'A',1245,6,34,17,11,6,51,28,23,62,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,C.D. LUGO FUENLABRADA 'A',2089,7,34,15,8,11,44,31,13,53,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,C.D. EL ALAMO 'A',468,8,34,15,8,11,52,45,7,53,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,C.D. VICALVARO,596,9,34,14,9,11,50,40,10,51,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,C.D. CIUDAD LOS ANGELES 'A',2856,10,34,12,9,13,37,44,-7,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,C.D. MOSTOLES U.R.J.C. 'B',2278108,11,34,12,9,13,45,44,1,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,E.F. CIUDAD DE GETAFE,2022,12,34,12,9,13,58,49,9,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,A.D. ARGANDA C.F.,788,13,34,11,9,14,36,51,-15,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,C.D. TAJAMAR 'A',1554,14,34,10,7,17,32,41,-9,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,C.F. FUENLABRADA S.A.D. 'B',3367015,15,34,8,5,21,37,71,-34,29,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,C.F. SAN AGUSTIN DE GUADALIX 'B',846893,16,34,7,7,20,33,59,-26,28,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,C.F. INTER DE VALDEMORO 'A',1395,17,34,5,6,23,32,75,-43,18,3,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,A.D. SPORTING HORTALEZA 'B',466771,18,34,2,2,30,20,111,-91,8,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564505&grupo=13564507&tipojuego=1,2026-08-05T01:00:38.785647+00:00
2021-2022,17,AFICIONADO,COPA RFFM PREFERENTE AFICIONADOS,13711343,GRUPO A,13711364,C.F. SAN AGUSTIN DE GUADALIX 'A',2594,1,3,3,0,0,9,5,4,9,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13711343&grupo=13711364&tipojuego=1,2026-08-05T01:00:25.371146+00:00
2021-2022,17,AFICIONADO,COPA RFFM PREFERENTE AFICIONADOS,13711343,GRUPO A,13711364,E.F. CIUDAD DE GETAFE,2022,2,3,2,0,1,6,2,4,6,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13711343&grupo=13711364&tipojuego=1,2026-08-05T01:00:25.371146+00:00
2021-2022,17,AFICIONADO,COPA RFFM PREFERENTE AFICIONADOS,13711343,GRUPO A,13711364,A.D. COLMENAR VIEJO 'A',193,3,3,1,0,2,3,7,-4,3,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13711343&grupo=13711364&tipojuego=1,2026-08-05T01:00:25.371146+00:00
2021-2022,17,AFICIONADO,COPA RFFM PREFERENTE AFICIONADOS,13711343,GRUPO A,13711364,C.D. MOSTOLES U.R.J.C. 'B',2278108,4,3,0,0,3,3,7,-4,0,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13711343&grupo=13711364&tipojuego=1,2026-08-05T01:00:25.371146+00:00
2021-2022,17,AFICIONADO,COPA RFFM PREFERENTE AFICIONADOS,13711343,GRUPO B,13711375,LA MORALEJA C.F. 'A',2728977,1,3,2,1,0,5,2,3,7,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13711343&grupo=13711375&tipojuego=1,2026-08-05T01:00:26.317418+00:00
2021-2022,17,AFICIONADO,COPA RFFM PREFERENTE AFICIONADOS,13711343,GRUPO B,13711375,C.F. FUENLABRADA S.A.D. 'B',3367015,2,3,2,0,1,6,2,4,6,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13711343&grupo=13711375&tipojuego=1,2026-08-05T01:00:26.317418+00:00
2021-2022,17,AFICIONADO,COPA RFFM PREFERENTE AFICIONADOS,13711343,GRUPO B,13711375,ALCOBENDAS C.F. 'A',256,3,3,0,2,1,4,6,-2,2,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13711343&grupo=13711375&tipojuego=1,2026-08-05T01:00:26.317418+00:00
2021-2022,17,AFICIONADO,COPA RFFM PREFERENTE AFICIONADOS,13711343,GRUPO B,13711375,ESCUELA DEP.MORATALAZ 'B',624,4,3,0,1,2,3,8,-5,1,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13711343&grupo=13711375&tipojuego=1,2026-08-05T01:00:26.317418+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,RAYO CIUDAD ALCOBENDAS C.F.,1032104,1,34,25,4,5,83,32,51,79,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,C.D. ELECTROCOR LAS ROZAS C.F. 'A',3359955,2,34,23,7,4,84,30,54,76,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,A.D. UNION ADARVE 'B',466770,3,34,19,7,8,56,33,23,64,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,A.D. CALA POZUELO 'A',171,4,34,17,8,9,59,42,17,59,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,C.D. VILLANUEVA DE LA CAÑADA 'A',1834,5,34,14,7,13,54,60,-6,49,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,CERCEDA C.F. 'A',767,6,34,13,9,12,63,59,4,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,S.A.D. FOMENTO ALUMNI 'A',3359869,7,34,13,9,12,51,54,-3,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,TORRELODONES C.F. 'A',830,8,34,14,5,15,59,57,2,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,JUVENTUD SANSE 'A',1311,9,34,13,7,14,61,59,2,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,ROMA C.F.,386,10,34,14,4,16,56,56,0,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,A.D. COLMENAR VIEJO 'B',194,11,34,13,7,14,52,59,-7,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,CELTIC CASTILLA C.F. 'A',3349086,12,34,12,9,13,52,52,0,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,F.C. VILLANUEVA DEL PARDILLO 'B',300214,13,34,12,9,13,48,57,-9,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,ARAVACA C.F.-GLOBALPISO 'B',300231,14,34,12,8,14,61,66,-5,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,C.F. POZUELO DE ALARCON 'B',334285,15,34,10,6,18,45,70,-25,36,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564508&grupo=13564509&tipojuego=1,2026-08-05T01:00:31.740620+00:00
