season,season_id,category,competition,competition_id,group,group_id,team,team_id,position,played,wins,draws,losses,goals_for,goals_against,goal_diff,points,sanction_points,source_url,scraped_at
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 21,14588246,A.D. SPORTING HORTALEZA 'C',334124,2,22,18,1,3,140,41,99,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588246&tipojuego=2,2026-08-05T01:05:08.401145+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 21,14588246,SPORTING LAS TABLAS,4947057,3,22,17,2,3,160,55,105,53,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588246&tipojuego=2,2026-08-05T01:05:08.401145+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 21,14588246,A.D. ESPERANZA 'C',316076,4,22,15,2,5,161,46,115,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588246&tipojuego=2,2026-08-05T01:05:08.401145+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 21,14588246,C.D. VIRGEN DE MIRASIERRA 'A',2535,5,22,15,1,6,149,70,79,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588246&tipojuego=2,2026-08-05T01:05:08.401145+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 21,14588246,C.F. VALDEBEBAS 'B',8966787,6,22,12,2,8,121,71,50,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588246&tipojuego=2,2026-08-05T01:05:08.401145+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 21,14588246,A.D. SPORTING HORTALEZA 'G',3746730,7,22,10,2,10,129,88,41,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588246&tipojuego=2,2026-08-05T01:05:08.401145+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 21,14588246,C.D. CHAMARTIN VERGARA 'C',364051,8,22,8,0,14,87,127,-40,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588246&tipojuego=2,2026-08-05T01:05:08.401145+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 21,14588246,C.D.E. LAS TABLAS VALVERDE 'A',14294862,9,22,6,1,15,71,124,-53,16,3,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588246&tipojuego=2,2026-08-05T01:05:08.401145+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 21,14588246,C.D. SPARTAC DE MANOTERAS 'B',8963682,10,22,3,2,17,68,170,-102,11,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588246&tipojuego=2,2026-08-05T01:05:08.401145+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 21,14588246,C.D. VIRGEN DE MIRASIERRA 'B',2536,11,22,2,1,19,44,225,-181,7,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588246&tipojuego=2,2026-08-05T01:05:08.401145+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 21,14588246,C.D. SPARTAC DE MANOTERAS 'A',2730310,12,22,0,0,22,16,242,-226,0,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588246&tipojuego=2,2026-08-05T01:05:08.401145+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 22,14588578,CLUB SAN JOSE DEL PARQUE 'A',1974,1,24,23,1,0,181,35,146,70,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588578&tipojuego=2,2026-08-05T01:05:07.800513+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 22,14588578,A.D.A.E. SIMANCAS 'B',467006,2,24,22,1,1,188,19,169,67,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588578&tipojuego=2,2026-08-05T01:05:07.800513+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 22,14588578,C.D. SAN ROQUE E.F.F. 'B',300121,3,24,18,1,5,152,31,121,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588578&tipojuego=2,2026-08-05T01:05:07.800513+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 22,14588578,C.D. SAN ROQUE E.F.F. 'C',467009,4,24,17,1,6,89,47,42,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588578&tipojuego=2,2026-08-05T01:05:07.800513+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 22,14588578,C.D. BARAJAS 'A',300513,5,24,13,4,7,135,90,45,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588578&tipojuego=2,2026-08-05T01:05:07.800513+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 22,14588578,C.D. SAN ROQUE E.F.F. 'D',10667365,6,24,12,0,12,103,98,5,36,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588578&tipojuego=2,2026-08-05T01:05:07.800513+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 22,14588578,C.F. VALDEBEBAS 'D',13749890,7,24,11,3,10,99,85,14,36,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588578&tipojuego=2,2026-08-05T01:05:07.800513+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 22,14588578,C.F. VALDEBEBAS 'C',13549447,8,24,10,1,13,70,79,-9,31,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588578&tipojuego=2,2026-08-05T01:05:07.800513+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 22,14588578,CLUB SAN JOSE DEL PARQUE 'B',1975,9,24,7,2,15,64,108,-44,23,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588578&tipojuego=2,2026-08-05T01:05:07.800513+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 22,14588578,MADRID C.F. FEMENINO 'B',6816905,10,24,7,1,16,75,105,-30,22,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588578&tipojuego=2,2026-08-05T01:05:07.800513+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 22,14588578,ALAMEDA DE OSUNA E.F. 'B',301352,11,24,6,1,17,70,89,-19,19,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588578&tipojuego=2,2026-08-05T01:05:07.800513+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 22,14588578,A.D. SPORTING HORTALEZA 'H',3746746,12,24,1,0,23,19,247,-228,3,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588578&tipojuego=2,2026-08-05T01:05:07.800513+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 22,14588578,C.D. BARAJAS 'B',144,13,24,1,0,23,21,233,-212,3,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14588578&tipojuego=2,2026-08-05T01:05:07.800513+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 23,14597157,A.D. OÑA SANCHINARRO 'A',2180,1,22,21,0,1,195,18,177,63,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14597157&tipojuego=2,2026-08-05T01:05:09.193332+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 23,14597157,MADRID C.F. FEMENINO 'A',2272642,2,22,20,1,1,115,16,99,61,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14597157&tipojuego=2,2026-08-05T01:05:09.193332+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 23,14597157,C.D. CANILLAS 'D',304427,3,22,18,0,4,113,39,74,54,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14597157&tipojuego=2,2026-08-05T01:05:09.193332+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 23,14597157,A.D. OÑA SANCHINARRO 'B',2181,4,22,15,2,5,115,38,77,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14597157&tipojuego=2,2026-08-05T01:05:09.193332+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 23,14597157,A.D. OÑA SANCHINARRO 'C',556175,5,22,11,2,9,98,65,33,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14597157&tipojuego=2,2026-08-05T01:05:09.193332+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 23,14597157,PERISO CLUB DE FUTBOL 'C',558743,6,22,8,2,12,74,88,-14,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14597157&tipojuego=2,2026-08-05T01:05:09.193332+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 23,14597157,C.D. CANILLAS 'F',334143,7,22,7,3,12,53,86,-33,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14597157&tipojuego=2,2026-08-05T01:05:09.193332+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 23,14597157,A.D. VILLA ROSA 'B',466998,8,22,8,2,12,46,96,-50,23,3,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14597157&tipojuego=2,2026-08-05T01:05:09.193332+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 23,14597157,COLEGIO ALAMEDA DE OSUNA 'B',300115,9,22,6,1,15,36,131,-95,19,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14597157&tipojuego=2,2026-08-05T01:05:09.193332+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 23,14597157,C.D. CANILLAS 'E',334142,10,22,6,0,16,42,109,-67,18,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14597157&tipojuego=2,2026-08-05T01:05:09.193332+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 23,14597157,A.D. ESPERANZA 'D',851238,11,22,5,1,16,45,101,-56,16,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14597157&tipojuego=2,2026-08-05T01:05:09.193332+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 23,14597157,ALAMEDA DE OSUNA E.F. 'C',360441,12,22,0,0,22,19,164,-145,0,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14597157&tipojuego=2,2026-08-05T01:05:09.193332+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 24,14642297,A.D. TORREJON C.F. 'B',13564319,1,22,22,0,0,236,31,205,66,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642297&tipojuego=2,2026-08-05T01:05:10.211805+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 24,14642297,ESC.FUT. EL OLIVO DE COSLADA 'C',4940979,2,22,16,2,4,91,48,43,50,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642297&tipojuego=2,2026-08-05T01:05:10.211805+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 24,14642297,ESC.FUT. EL OLIVO DE COSLADA 'F',10656649,3,22,15,3,4,110,54,56,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642297&tipojuego=2,2026-08-05T01:05:10.211805+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 24,14642297,ATLETICO LOECHES 'B',14396671,4,22,14,2,6,106,49,57,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642297&tipojuego=2,2026-08-05T01:05:10.211805+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 24,14642297,ESC.FUT. EL OLIVO DE COSLADA 'E',5441638,5,22,13,3,6,94,45,49,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642297&tipojuego=2,2026-08-05T01:05:10.211805+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 24,14642297,A.D. A.TOLEDO OLIVOS C.F. 'C',9893471,6,22,11,2,9,101,73,28,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642297&tipojuego=2,2026-08-05T01:05:10.211805+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 24,14642297,C.D. LOECHES,12234862,7,22,11,1,10,77,74,3,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642297&tipojuego=2,2026-08-05T01:05:10.211805+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 24,14642297,A.D. A.TOLEDO OLIVOS C.F. 'B',5446522,8,22,9,2,11,83,84,-1,29,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642297&tipojuego=2,2026-08-05T01:05:10.211805+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 24,14642297,ATLETICO LOECHES 'A',8927511,9,22,6,1,15,41,93,-52,16,3,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642297&tipojuego=2,2026-08-05T01:05:10.211805+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 24,14642297,C.D. COSLADA 'B',300119,10,22,3,1,18,39,116,-77,10,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642297&tipojuego=2,2026-08-05T01:05:10.211805+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 24,14642297,ESC.FUT. EL OLIVO DE COSLADA 'D',4940980,11,22,3,1,18,31,191,-160,10,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642297&tipojuego=2,2026-08-05T01:05:10.211805+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 24,14642297,C.D. SAMPER 'D',8950729,12,22,0,0,22,34,185,-151,0,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642297&tipojuego=2,2026-08-05T01:05:10.211805+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 25,14642337,C.D. ESCUELA BREOGAN 'A',4949929,1,18,16,2,0,142,21,121,50,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642337&tipojuego=2,2026-08-05T01:05:12.266115+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 25,14642337,CDE. POLIGONO H SAN BLAS,1031629,2,18,15,0,3,138,44,94,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642337&tipojuego=2,2026-08-05T01:05:12.266115+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 25,14642337,ESCUELA FUTBOL CONCEPCION 'C',384,3,18,14,1,3,117,35,82,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642337&tipojuego=2,2026-08-05T01:05:12.266115+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 25,14642337,A.D. SAN PASCUAL-MONTPELLIER 'C',6821015,4,18,10,1,7,97,71,26,31,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642337&tipojuego=2,2026-08-05T01:05:12.266115+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 25,14642337,GREDOS SAN DIEGO-MORATALAZ 'H',1035741,5,18,10,0,8,66,64,2,30,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642337&tipojuego=2,2026-08-05T01:05:12.266115+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 25,14642337,GREDOS SAN DIEGO-MORATALAZ 'I',10656959,6,18,9,1,8,81,92,-11,28,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642337&tipojuego=2,2026-08-05T01:05:12.266115+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 25,14642337,A.D. SAN PASCUAL-MONTPELLIER 'B',6821014,7,18,7,1,10,85,83,2,22,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642337&tipojuego=2,2026-08-05T01:05:12.266115+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 25,14642337,S.A.D. FUNDACION RAYO VALLECANO 'H',1032170,8,18,3,0,15,42,133,-91,9,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642337&tipojuego=2,2026-08-05T01:05:12.266115+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 25,14642337,ESCUELA FUTBOL VICALVARO 'B',1157,9,18,3,0,15,56,116,-60,9,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642337&tipojuego=2,2026-08-05T01:05:12.266115+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 25,14642337,C.D. ESCUELA BREOGAN 'D',4949934,10,18,0,0,18,25,190,-165,0,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642337&tipojuego=2,2026-08-05T01:05:12.266115+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 26,14642068,C.D. UNION ELIPA 'A',571105,1,20,19,0,1,200,16,184,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642068&tipojuego=2,2026-08-05T01:05:12.023847+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 26,14642068,PERISO CLUB DE FUTBOL 'A',10677667,2,20,19,0,1,210,10,200,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642068&tipojuego=2,2026-08-05T01:05:12.023847+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 26,14642068,C.D. CIUDAD DE MADRID 2018,8966817,3,20,16,0,4,143,48,95,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642068&tipojuego=2,2026-08-05T01:05:12.023847+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 26,14642068,ESCUELA DE FUTBOL A.F.E.,3354041,4,20,12,0,8,125,44,81,36,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642068&tipojuego=2,2026-08-05T01:05:12.023847+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 26,14642068,C.R. GUINDALERA 'B',8962848,5,20,11,1,8,99,78,21,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642068&tipojuego=2,2026-08-05T01:05:12.023847+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 26,14642068,C.D. ESCUELA BREOGAN 'B',4949931,6,20,10,2,8,97,68,29,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642068&tipojuego=2,2026-08-05T01:05:12.023847+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 26,14642068,FUNDACION AFE,12449712,7,20,7,0,13,67,132,-65,21,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642068&tipojuego=2,2026-08-05T01:05:12.023847+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 26,14642068,ESCUELA DEP.MORATALAZ 'G',363521,8,20,6,1,13,53,111,-58,19,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642068&tipojuego=2,2026-08-05T01:05:12.023847+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 26,14642068,C.D. UNION ELIPA 'B',571106,9,20,6,0,14,63,130,-67,18,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642068&tipojuego=2,2026-08-05T01:05:12.023847+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 26,14642068,A.D. SAN PASCUAL-MONTPELLIER 'D',6821016,10,20,2,0,18,28,210,-182,6,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642068&tipojuego=2,2026-08-05T01:05:12.023847+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 26,14642068,MADRID C.F. FEMENINO 'C',8961476,11,20,0,0,20,9,247,-238,0,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642068&tipojuego=2,2026-08-05T01:05:12.023847+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 27,14642138,E.D.M. SAN BLAS 'C',1776,1,22,21,0,1,206,25,181,63,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642138&tipojuego=2,2026-08-05T01:05:12.412034+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 27,14642138,A.D. VILLA ROSA 'C',466999,2,22,20,1,1,182,23,159,61,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642138&tipojuego=2,2026-08-05T01:05:12.412034+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 27,14642138,E.D.M. SAN BLAS 'B',1775,3,22,16,1,5,170,60,110,49,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642138&tipojuego=2,2026-08-05T01:05:12.412034+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 27,14642138,C.D. CANILLEJAS C.F. 'A',6818875,4,22,16,0,6,137,22,115,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642138&tipojuego=2,2026-08-05T01:05:12.412034+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 27,14642138,C.D. DOSA 'C',846737,5,22,14,0,8,115,51,64,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642138&tipojuego=2,2026-08-05T01:05:12.412034+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 27,14642138,C.D. TRIVEMA NAVAL 'C',13578204,6,22,9,2,11,80,98,-18,29,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642138&tipojuego=2,2026-08-05T01:05:12.412034+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 27,14642138,C.D. TRIVEMA NAVAL 'B',10629426,7,22,9,1,12,83,103,-20,28,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642138&tipojuego=2,2026-08-05T01:05:12.412034+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 27,14642138,C.D. OLIMPICO LAS ROSAS 'B',846759,8,22,8,2,12,92,81,11,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642138&tipojuego=2,2026-08-05T01:05:12.412034+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 27,14642138,E.M.F. AGUILAS MORATALAZ,300123,9,22,8,0,14,77,113,-36,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642138&tipojuego=2,2026-08-05T01:05:12.412034+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 27,14642138,E.D.M. SAN BLAS 'D',1777,10,22,5,1,16,43,123,-80,16,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642138&tipojuego=2,2026-08-05T01:05:12.412034+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 27,14642138,ESCUELA FUTBOL CONCEPCION 'D',1031689,11,22,2,0,20,22,230,-208,6,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642138&tipojuego=2,2026-08-05T01:05:12.412034+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 27,14642138,C.D. CANILLEJAS C.F. 'B',13549427,12,22,0,0,22,3,281,-278,0,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642138&tipojuego=2,2026-08-05T01:05:12.412034+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 28,14642172,SPORTING SAN FERNANDO HENARES 'A',8944327,1,20,20,0,0,234,9,225,60,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642172&tipojuego=2,2026-08-05T01:05:12.516844+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 28,14642172,C.D. VICALVARO 'D',360472,2,20,18,0,2,153,46,107,54,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642172&tipojuego=2,2026-08-05T01:05:12.516844+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 28,14642172,C.D. OLIMPICO LAS ROSAS 'A',846758,3,20,15,0,5,130,47,83,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642172&tipojuego=2,2026-08-05T01:05:12.516844+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 28,14642172,C.D. NEWMAN 'D',5511493,4,20,12,1,7,80,65,15,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642172&tipojuego=2,2026-08-05T01:05:12.516844+00:00
2021-2022,17,BENJAMIN,PRIMERA BENJAMIN F7,13564827,Grupo 28,14642172,C.F. RAYO 70 'B',10651922,5,20,9,4,7,87,73,14,31,0,https://www.rffm.es/competicion/clasificaciones?temporada=17&competicion=13564827&grupo=14642172&tipojuego=2,2026-08-05T01:05:12.516844+00:00
