team_id,team,team_name_raw,club_name_raw,squad_suffix,source_team_url,scraped_at
311,A.D. PARLA A,A.D. PARLA 'A',A.D. PARLA,A,/fichaequipo/311,2026-08-05T01:00:37.655826+00:00
2363,A.D. TORREJON C.F. A,A.D. TORREJON C.F. 'A',A.D. TORREJON C.F.,A,/fichaequipo/2363,2026-08-05T01:00:37.655826+00:00
1873,C.F. POZUELO DE ALARCON A,C.F. POZUELO DE ALARCON 'A',C.F. POZUELO DE ALARCON,A,/fichaequipo/1873,2026-08-05T01:00:37.655826+00:00
46,REAL C.D. CARABANCHEL,REAL C.D. CARABANCHEL,REAL C.D. CARABANCHEL,,/fichaequipo/46,2026-08-05T01:00:37.655826+00:00
280,A.D. ALCORCON S.A.D. B,A.D. ALCORCON S.A.D. 'B',A.D. ALCORCON S.A.D.,B,/fichaequipo/280,2026-08-05T01:00:37.655826+00:00
623,ESCUELA DEP.MORATALAZ A,ESCUELA DEP.MORATALAZ 'A',ESCUELA DEP.MORATALAZ,A,/fichaequipo/623,2026-08-05T01:00:37.655826+00:00
4950039,C.D.E. MADRID 2021 - FUENLABRADA PROMESAS,C.D.E. MADRID 2021 - FUENLABRADA PROMESAS,C.D.E. MADRID 2021 - FUENLABRADA PROMESAS,,/fichaequipo/4950039,2026-08-05T01:00:37.655826+00:00
58,RAYO VALLECANO DE MADRID B,RAYO VALLECANO DE MADRID 'B',RAYO VALLECANO DE MADRID,B,/fichaequipo/58,2026-08-05T01:00:37.655826+00:00
293,LAS ROZAS C.F. A,LAS ROZAS C.F. 'A',LAS ROZAS C.F.,A,/fichaequipo/293,2026-08-05T01:00:37.655826+00:00
2002,C.D.B. PARACUELLOS ANTAMIRA A,C.D.B. PARACUELLOS ANTAMIRA 'A',C.D.B. PARACUELLOS ANTAMIRA,A,/fichaequipo/2002,2026-08-05T01:00:37.655826+00:00
6826481,S.A.D. VILLAVERDE SAN ANDRES A,S.A.D. VILLAVERDE SAN ANDRES 'A',S.A.D. VILLAVERDE SAN ANDRES,A,/fichaequipo/6826481,2026-08-05T01:00:37.655826+00:00
561,GETAFE C.F. S.A.D. B,GETAFE C.F. S.A.D. 'B',GETAFE C.F. S.A.D.,B,/fichaequipo/561,2026-08-05T01:00:37.655826+00:00
85,C.D. COLONIA MOSCARDO A,C.D. COLONIA MOSCARDO 'A',C.D. COLONIA MOSCARDO,A,/fichaequipo/85,2026-08-05T01:00:37.655826+00:00
300607,C.D.E. URSARIA,C.D.E. URSARIA,C.D.E. URSARIA,,/fichaequipo/300607,2026-08-05T01:00:37.655826+00:00
2451,A.D. COMPLUTENSE ALCALA A,A.D. COMPLUTENSE ALCALA 'A',A.D. COMPLUTENSE ALCALA,A,/fichaequipo/2451,2026-08-05T01:00:37.655826+00:00
1563,C.F. TRIVAL VALDERAS ALCORCON,C.F. TRIVAL VALDERAS ALCORCON,C.F. TRIVAL VALDERAS ALCORCON,,/fichaequipo/1563,2026-08-05T01:00:37.655826+00:00
18,CLUB ATLETICO DE MADRID B,CLUB ATLETICO DE MADRID 'B',CLUB ATLETICO DE MADRID,B,/fichaequipo/18,2026-08-05T01:00:37.655826+00:00
424,A.D. VILLAVICIOSA DE ODON A,A.D. VILLAVICIOSA DE ODON 'A',A.D. VILLAVICIOSA DE ODON,A,/fichaequipo/424,2026-08-05T01:00:37.655826+00:00
