season,competition_id,group_id,team_id,player_name,goals,source_url,scraped_at
2021-2022,13570964,13707849,2363,"DIAZ FLORES, CHRISTIAN",2,https://www.rffm.es/competicion/goleadores?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828863+00:00
2021-2022,13570964,13707849,2363,"DOMENECH FERNANDEZ, FERNANDO BASILIO",1,https://www.rffm.es/competicion/goleadores?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828863+00:00
2021-2022,13570964,13707849,1873,"SAN JOSE LOPEZ, SERGIO",1,https://www.rffm.es/competicion/goleadores?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828863+00:00
2021-2022,13570964,13707849,46,"COCUZ, NECULAI CRISTIAN",1,https://www.rffm.es/competicion/goleadores?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828863+00:00
2021-2022,13570964,13707849,2363,"RODRIGUEZ PACHO, GONZALO",1,https://www.rffm.es/competicion/goleadores?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828863+00:00
2021-2022,13570964,13707849,1873,"FUENTES GONZALEZ, HECTOR",1,https://www.rffm.es/competicion/goleadores?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828863+00:00
2021-2022,13570964,13707849,46,"DELGADO MUÑOZ, VICTOR ANTONIO",1,https://www.rffm.es/competicion/goleadores?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828863+00:00
2021-2022,13570964,13707849,1873,"MEGIA MATEOS, JAVIER",1,https://www.rffm.es/competicion/goleadores?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828863+00:00
2021-2022,13570964,13707849,2363,"GONZALEZ BARRIGUETE, MARIO",1,https://www.rffm.es/competicion/goleadores?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828863+00:00
2021-2022,13570964,13707849,46,"SANCHEZ BRAVO, BORJA",1,https://www.rffm.es/competicion/goleadores?temporada=17&competicion=13570964&grupo=13707849&tipojuego=1,2026-08-05T01:00:23.828863+00:00
