season,season_id,category_base,category_label_raw,is_femenino,division_level,competition,competition_id,phase_label,game_type,game_type_id,source_url,scraped_at
2021-2022,17,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA R.F.F.M. ,13570964,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:00:19.549277+00:00
2021-2022,17,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,FINAL COPA R.F.F.M.,13798603,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:00:19.551039+00:00
2021-2022,17,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY OFF TERCERA RFEF,15251445,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:00:19.551421+00:00
2021-2022,17,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA RFEF,13570384,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:00:19.553283+00:00
2021-2022,17,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CAMPEON DE MADRID - CATEGORIA PREFERENTE AFICIONADOS,15283696,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:00:19.554213+00:00
2021-2022,17,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE,13564505,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:00:19.555122+00:00
2021-2022,17,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,COPA RFFM PREFERENTE AFICIONADOS,13711343,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:00:23.143029+00:00
2021-2022,17,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,FINAL COPA RFFM PREFERENTE AFICIONADOS,13962254,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:00:23.667864+00:00
2021-2022,17,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,13564508,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:00:23.702851+00:00
2021-2022,17,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,13564513,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:00:26.776756+00:00
2021-2022,17,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,13564522,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:00:44.072189+00:00
2021-2022,17,JUVENIL,DIVISION DE HONOR JUVENIL,False,DIVISION DE HONOR,DIVISION DE HONOR DE JUVENILES,13866353,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:01:05.332336+00:00
2021-2022,17,JUVENIL,LIGA NACIONAL JUVENIL,False,LIGA NACIONAL,NACIONAL JUVENIL,13570996,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:01:05.627866+00:00
2021-2022,17,JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,False,PRIMERA DIVISION AUTONOMICA,CAMPEON DE MADRID - PRIMERA DIVISION AUTONOMICA JUVENIL,15281216,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:01:08.423178+00:00
2021-2022,17,JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA JUVENIL,13564537,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:01:08.652625+00:00
2021-2022,17,JUVENIL,PREFERENTE JUVENIL,False,PREFERENTE,PREFERENTE JUVENIL,13564540,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:01:10.670007+00:00
2021-2022,17,JUVENIL,PRIMERA JUVENIL,False,PRIMERA,PRIMERA JUVENIL,13564545,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:01:17.438889+00:00
2021-2022,17,JUVENIL,SEGUNDA JUVENIL,False,SEGUNDA,SEGUNDA JUVENIL,13564556,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:01:30.562164+00:00
2021-2022,17,JUVENIL,SEGUNDA JUVENIL,False,SEGUNDA,SEGUNDA JUVENIL - COPA GRUPO 23ª/B,15251496,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:01:54.819372+00:00
2021-2022,17,JUVENIL,SEGUNDA JUVENIL,False,SEGUNDA,SEGUNDA JUVENIL - COPA GRUPO 23º /A,15251495,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:01:57.495103+00:00
2021-2022,17,CADETE,SUPERLIGA CADETE,False,SUPERLIGA,SUPERLIGA CADETE,13570396,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:01:59.643851+00:00
2021-2022,17,CADETE,DIVISION DE HONOR CADETE,False,DIVISION DE HONOR,DIVISION DE HONOR CADETE,13576803,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:01:59.706722+00:00
2021-2022,17,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA CADETE,13564581,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:02:00.416602+00:00
2021-2022,17,CADETE,PREFERENTE CADETE,False,PREFERENTE,PREFERENTE CADETE,13564584,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:02:04.581065+00:00
2021-2022,17,CADETE,PRIMERA CADETE,False,PRIMERA,PRIMERA CADETE,13564589,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:02:14.074802+00:00
2021-2022,17,CADETE,SEGUNDA CADETE,False,SEGUNDA,SEGUNDA CADETE,13564598,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:02:25.146000+00:00
2021-2022,17,INFANTIL,SUPERLIGA INFANTIL,False,SUPERLIGA,SUPERLIGA INFANTIL,13571244,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:02:38.972116+00:00
2021-2022,17,INFANTIL,DIVISION DE HONOR INFANTIL,False,DIVISION DE HONOR,DIVISION DE HONOR INFANTIL,13564635,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:02:39.031759+00:00
2021-2022,17,INFANTIL,PRIMERA DIVISION AUTONOMICA INFANTIL,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA INFANTIL,13564638,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:02:39.265324+00:00
2021-2022,17,INFANTIL,PREFERENTE INFANTIL,False,PREFERENTE,PREFERENTE INFANTIL,13564643,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:02:44.659309+00:00
2021-2022,17,INFANTIL,PRIMERA INFANTIL,False,PRIMERA,PRIMERA INFANTIL,13564652,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:02:50.344925+00:00
2021-2022,17,INFANTIL,SEGUNDA INFANTIL,False,SEGUNDA,SEGUNDA INFANTIL,13564670,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:03:06.045572+00:00
2021-2022,17,ALEVIN,DIVISION DE HONOR ALEVIN,False,DIVISION DE HONOR,CAMPEON DE MADRID - DIVISION DE HONOR ALEVIN F11,15281056,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:03:27.427004+00:00
2021-2022,17,ALEVIN,DIVISION DE HONOR ALEVIN,False,DIVISION DE HONOR,DIVISION DE HONOR ALEVIN,13576290,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:03:28.854401+00:00
2021-2022,17,ALEVIN,PRIMERA DIVISION AUTONOMICA ALEVIN,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA ALEVIN,13564697,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:03:29.195336+00:00
2021-2022,17,ALEVIN,PREFERENTE ALEVIN,False,PREFERENTE,PREFERENTE ALEVIN,13564702,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:03:30.887066+00:00
2021-2022,17,ALEVIN,PRIMERA ALEVIN,False,PRIMERA,PRIMERA ALEVIN,13564711,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:03:38.390797+00:00
2021-2022,17,VETERANOS,VETERANOS F11,False,OTHER,I COPA VETERANOS RFFM,15260837,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:03:51.259220+00:00
2021-2022,17,VETERANOS,VETERANOS F11,False,OTHER,I COPA VETERANOS RFFM. - 3-4,15272701,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:03:51.399445+00:00
2021-2022,17,VETERANOS,VETERANOS F11,False,OTHER,VETERANOS MASCULINO,15061684,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:03:51.589283+00:00
2021-2022,17,OTHER,TERCERA FEDERACION DE FÚTBOL FEMENINO,True,TERCERA FEDERACION,FINAL TORNEO - PRIMERA NACIONAL FEMENINO 2021-22,15275116,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:03:53.800857+00:00
2021-2022,17,OTHER,TERCERA FEDERACION DE FÚTBOL FEMENINO,True,TERCERA FEDERACION,PRIMERA NACIONAL FEMENINO,13866379,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=17&tipojuego=1,2026-08-05T01:03:54.609323+00:00
