season,season_id,category,competition,competition_id,group,group_id,group_label_raw,subgroup_label,source_url,scraped_at
2021-2022,17,OTHER,COPA R.F.F.M. ,13570964,GRUPO A,13707849,GRUPO A,,https://www.rffm.es/api/groups?competicion=13570964,2026-08-05T01:00:19.549277+00:00
2021-2022,17,OTHER,COPA R.F.F.M. ,13570964,GRUPO B,13707857,GRUPO B,,https://www.rffm.es/api/groups?competicion=13570964,2026-08-05T01:00:19.550136+00:00
2021-2022,17,OTHER,FINAL COPA R.F.F.M.,13798603,FINAL,13798663,FINAL,,https://www.rffm.es/api/groups?competicion=13798603,2026-08-05T01:00:19.551039+00:00
2021-2022,17,OTHER,PLAY OFF TERCERA RFEF,15251445,Semifinales - Final,15251459,Semifinales - Final,,https://www.rffm.es/api/groups?competicion=15251445,2026-08-05T01:00:19.551421+00:00
2021-2022,17,OTHER,TERCERA RFEF,13570384,Grupo 7,13570385,Grupo 7,,https://www.rffm.es/api/groups?competicion=13570384,2026-08-05T01:00:19.553283+00:00
2021-2022,17,AFICIONADO,CAMPEON DE MADRID - CATEGORIA PREFERENTE AFICIONADOS,15283696,FINAL,15283732,FINAL,,https://www.rffm.es/api/groups?competicion=15283696,2026-08-05T01:00:19.554213+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 1,13564506,Grupo 1,,https://www.rffm.es/api/groups?competicion=13564505,2026-08-05T01:00:19.555122+00:00
2021-2022,17,AFICIONADO,CATEGORIA PREFERENTE,13564505,Grupo 2,13564507,Grupo 2,,https://www.rffm.es/api/groups?competicion=13564505,2026-08-05T01:00:19.556021+00:00
2021-2022,17,AFICIONADO,COPA RFFM PREFERENTE AFICIONADOS,13711343,GRUPO A,13711364,GRUPO A,,https://www.rffm.es/api/groups?competicion=13711343,2026-08-05T01:00:23.143029+00:00
2021-2022,17,AFICIONADO,COPA RFFM PREFERENTE AFICIONADOS,13711343,GRUPO B,13711375,GRUPO B,,https://www.rffm.es/api/groups?competicion=13711343,2026-08-05T01:00:23.665286+00:00
2021-2022,17,AFICIONADO,FINAL COPA RFFM PREFERENTE AFICIONADOS,13962254,FINAL,13962264,FINAL,,https://www.rffm.es/api/groups?competicion=13962254,2026-08-05T01:00:23.667864+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 1,13564509,Grupo 1,,https://www.rffm.es/api/groups?competicion=13564508,2026-08-05T01:00:23.702851+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 2,13564510,Grupo 2,,https://www.rffm.es/api/groups?competicion=13564508,2026-08-05T01:00:23.829258+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 3,13564511,Grupo 3,,https://www.rffm.es/api/groups?competicion=13564508,2026-08-05T01:00:25.372024+00:00
2021-2022,17,AFICIONADO,PRIMERA DE AFICIONADOS,13564508,Grupo 4,13564512,Grupo 4,,https://www.rffm.es/api/groups?competicion=13564508,2026-08-05T01:00:26.318281+00:00
2021-2022,17,AFICIONADO,SEGUNDA DE AFICIONADOS,13564513,Grupo 1,13564514,Grupo 1,,https://www.rffm.es/api/groups?competicion=13564513,2026-08-05T01:00:26.776756+00:00
2021-2022,17,AFICIONADO,SEGUNDA DE AFICIONADOS,13564513,Grupo 2,13564515,Grupo 2,,https://www.rffm.es/api/groups?competicion=13564513,2026-08-05T01:00:31.261409+00:00
2021-2022,17,AFICIONADO,SEGUNDA DE AFICIONADOS,13564513,Grupo 3,13564516,Grupo 3,,https://www.rffm.es/api/groups?competicion=13564513,2026-08-05T01:00:31.742483+00:00
2021-2022,17,AFICIONADO,SEGUNDA DE AFICIONADOS,13564513,Grupo 4,13564517,Grupo 4,,https://www.rffm.es/api/groups?competicion=13564513,2026-08-05T01:00:37.656592+00:00
2021-2022,17,AFICIONADO,SEGUNDA DE AFICIONADOS,13564513,Grupo 5,13564518,Grupo 5,,https://www.rffm.es/api/groups?competicion=13564513,2026-08-05T01:00:38.786914+00:00
2021-2022,17,AFICIONADO,SEGUNDA DE AFICIONADOS,13564513,Grupo 6,13564519,Grupo 6,,https://www.rffm.es/api/groups?competicion=13564513,2026-08-05T01:00:39.659039+00:00
