match_id,official_kind,official_id,official_name,role_raw,source_url,scraped_at
1823793,referee,5000554,"GUZON TORRIJOS, ALVARO",Arbitro principal,https://www.rffm.es/acta-partido/1823793,2026-08-08T15:38:01.099195+00:00
1823793,referee,5226010,"VILLAFRANCA LORENTE, ALEJANDRO",Arbitro asistente,https://www.rffm.es/acta-partido/1823793,2026-08-08T15:38:01.099195+00:00
1823794,referee,5090439,"BOADA MARTINEZ, FRANCISCO JAVIER",Arbitro principal,https://www.rffm.es/acta-partido/1823794,2026-08-08T15:38:01.145671+00:00
1823794,referee,5000830,"ARJONA ESCALONA, MANUEL JOSE",Arbitro asistente,https://www.rffm.es/acta-partido/1823794,2026-08-08T15:38:01.145671+00:00
1823790,referee,5175643,"LIU, ZHOUQI",Arbitro principal,https://www.rffm.es/acta-partido/1823790,2026-08-08T15:38:01.214118+00:00
1823790,referee,5237319,"AGUILERA AGUDO, ALVARO",Arbitro asistente,https://www.rffm.es/acta-partido/1823790,2026-08-08T15:38:01.214118+00:00
1823796,referee,5110244,"MORALES IBAÑEZ, CARLOS",Arbitro principal,https://www.rffm.es/acta-partido/1823796,2026-08-08T15:38:01.823733+00:00
1823796,referee,5232013,"TALIDI EL HANNACH, MOUNA",Arbitro asistente,https://www.rffm.es/acta-partido/1823796,2026-08-08T15:38:01.823733+00:00
1823797,referee,5099265,"SANZ GONZALEZ, JAVIER",Arbitro principal,https://www.rffm.es/acta-partido/1823797,2026-08-08T15:38:01.826666+00:00
1823797,referee,5201939,"MORALES MARTIN, RUBEN",Arbitro asistente,https://www.rffm.es/acta-partido/1823797,2026-08-08T15:38:01.826666+00:00
1823801,referee,5001691,"NAVARRO GALAN, PABLO",Arbitro principal,https://www.rffm.es/acta-partido/1823801,2026-08-08T15:38:01.831600+00:00
1823801,referee,5000267,"DOMINGUEZ SANCHEZ, MIGUEL ANGEL",Arbitro asistente,https://www.rffm.es/acta-partido/1823801,2026-08-08T15:38:01.831600+00:00
1823799,referee,5144762,"GARRO CASTRO, CRISTIAN",Arbitro principal,https://www.rffm.es/acta-partido/1823799,2026-08-08T15:38:01.880984+00:00
