season,season_id,category_base,category_label_raw,is_femenino,division_level,competition,competition_id,phase_label,game_type,game_type_id,source_url,scraped_at
2019-2020,15,INFANTIL,DIVISION DE HONOR INFANTIL,False,DIVISION DE HONOR,DIVISION DE HONOR INFANTIL,10723332,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:25:12.635069+00:00
2019-2020,15,INFANTIL,PRIMERA DIVISION AUTONOMICA INFANTIL,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA INFANTIL,10723334,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:25:15.090594+00:00
2019-2020,15,INFANTIL,PREFERENTE INFANTIL,False,PREFERENTE,PREFERENTE INFANTIL,10723336,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:25:17.252429+00:00
2019-2020,15,INFANTIL,PRIMERA INFANTIL,False,PRIMERA,PRIMERA INFANTIL,10723351,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:25:22.149946+00:00
2019-2020,15,INFANTIL,SEGUNDA INFANTIL,False,SEGUNDA,SEGUNDA INFANTIL,10723352,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:25:32.497962+00:00
2019-2020,15,ALEVIN,PRIMERA DIVISION AUTONOMICA ALEVIN,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA ALEVIN,10723376,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:25:53.747425+00:00
2019-2020,15,ALEVIN,PREFERENTE ALEVIN,False,PREFERENTE,PREFERENTE ALEVIN,10723377,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:25:55.145208+00:00
2019-2020,15,ALEVIN,PRIMERA ALEVIN,False,PRIMERA,PRIMERA ALEVIN,10723378,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:25:59.134889+00:00
2019-2020,15,OTHER,TERCERA FEDERACION DE FÚTBOL FEMENINO,True,TERCERA FEDERACION,PRIMERA NACIONAL,10994688,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:08.032826+00:00
2019-2020,15,OTHER,PREFERENTE FUTBOL FEMENINO,True,PREFERENTE,PREFERENTE FUTBOL FEMENINO,10723430,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:08.382112+00:00
2019-2020,15,OTHER,PRIMERA FUTBOL FEMENINO,True,PRIMERA,PRIMERA FUTBOL FEMENINO,10723431,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:09.899796+00:00
2019-2020,15,JUVENIL,PREFERENTE FEMENINO JUVENIL,True,PREFERENTE,PREFERENTE FEMENINO JUVENIL,10723465,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:12.849376+00:00
2019-2020,15,JUVENIL,PRIMERA FEMENINO JUVENIL,True,PRIMERA,PRIMERA FEMENINO JUVENIL,10723480,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:12.952342+00:00
2019-2020,15,CADETE,PREFERENTE FEMENINO CADETE,True,PREFERENTE,PREFERENTE FEMENINO CADETE,10723843,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:14.610744+00:00
2019-2020,15,CADETE,PRIMERA FEMENINO CADETE,True,PRIMERA,PRIMERA FEMENINO CADETE,10723860,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:15.826099+00:00
2019-2020,15,OTHER,SELECCIONES TERRITORIALES,False,OTHER,I CAMPEONATO NACIONAL SELECCIONES AUTONOMICAS SUB 14 (2ª FASE),12178444,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:17.139655+00:00
2019-2020,15,OTHER,SELECCIONES TERRITORIALES,False,OTHER,I CTO. NACIONAL SELECCIONES SUB 14,11282959,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:17.250220+00:00
2019-2020,15,OTHER,SELECCIONES TERRITORIALES,False,OTHER,III CAMPEONATO NACIONAL DE SELECCIONES AUTONOMICAS FEMENINAS SUB 15,11862484,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:19.148236+00:00
2019-2020,15,OTHER,SELECCIONES TERRITORIALES,False,OTHER,III CAMPEONATO NACIONAL SELECCIONES AUTONOMICAS FEMENINAS SUB 15 (2ªFASE),12133027,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:19.150271+00:00
2019-2020,15,OTHER,SELECCIONES TERRITORIALES,False,OTHER,VIII CAMPEONATO NACIONAL DE SELECCIONES AUTONOMICAS FEMENINAS SUB 17,11862621,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:19.197681+00:00
2019-2020,15,OTHER,SELECCIONES TERRITORIALES,False,OTHER,VIII CAMPEONATO NACIONAL SELECCIONES AUTONOMICAS FEMENINAS SUB 17 (2ªFASE),12134248,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:19.328478+00:00
2019-2020,15,OTHER,SELECCIONES TERRITORIALES,False,OTHER,XI CAMPEONATO NACIONAL SELECCIONES AUTONOMICA SUB-16 (2ª FASE),12178498,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:19.772730+00:00
2019-2020,15,OTHER,SELECCIONES TERRITORIALES,False,OTHER,XI CTO. NACIONAL SELECCIONES SUB 16,11282966,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:20.272101+00:00
2019-2020,15,OTHER,SELECCIONES TERRITORIALES,False,OTHER,XII COPA REGIONES UEFA (1ª FASE MADRID),11264524,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:21.284913+00:00
2019-2020,15,OTHER,SELECCIONES TERRITORIALES,False,OTHER,XII COPA REGIONES UEFA (FASE FINAL/SEMIFINALES),12207184,phase fase final,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:21.304768+00:00
2019-2020,15,OTHER,SELECCIONES TERRITORIALES,False,OTHER,XII COPA REGIONES UEFA (FINAL),12211682,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=15&tipojuego=1,2026-08-05T01:26:21.598153+00:00
2019-2020,15,BENJAMIN,PREFERENTE BENJAMIN F7,False,PREFERENTE,PREFERENTE BENJAMIN F7,10724090,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=15&tipojuego=2,2026-08-05T01:26:21.790044+00:00
2019-2020,15,BENJAMIN,PRIMERA BENJAMIN F7,False,PRIMERA,PRIMERA BENJAMIN F7,10724127,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=15&tipojuego=2,2026-08-05T01:26:26.166436+00:00
2019-2020,15,BENJAMIN,PRIMERA BENJAMIN F7,False,PRIMERA,PRIMERA BENJAMIN F7 - 2ª FASE - GRUPO 7º,12198752,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=15&tipojuego=2,2026-08-05T01:26:43.845691+00:00
2019-2020,15,INFANTIL,PREFERENTE FEMENINO INFANTIL F-7,True,PREFERENTE,PREFERENTE FEMENINO INFANTIL F-7,10723970,regular_season,Futbol-7,2,https://www.rffm.es/api/competitions?temporada=15&tipojuego=2,2026-08-05T01:26:43.906685+00:00
2019-2020,15,UNIVERSITARIO,Liga Universitaria Futbol Sala,False,LIGA UNIVERSITARIA,Liga Universitaria - F.S.,18570202,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:43.923584+00:00
2019-2020,15,UNIVERSITARIO,Liga Universitaria Futbol Sala,False,LIGA UNIVERSITARIA,Liga Universitaria Masculina Final a 4 - F.S.,18715517,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:46.093599+00:00
2019-2020,15,UNIVERSITARIO,Liga Universitaria Futbol Sala,False,LIGA UNIVERSITARIA,Liga Universitaria Segunda Fase - F.S.,18709511,phase segunda fase,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:46.404768+00:00
2019-2020,15,AFICIONADO,PREFERENTE AFICIONADO SALA,False,PREFERENTE,Preferente - F.S.,18570182,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:47.934233+00:00
2019-2020,15,AFICIONADO,PRIMERA AFICIONADO SALA,False,PRIMERA,1ª Regional Primera Fase - F.S.,18570183,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:48.810039+00:00
2019-2020,15,AFICIONADO,PRIMERA AFICIONADO SALA,False,PRIMERA,1ª Regional Segunda Fase - F.S.,18707576,phase segunda fase,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:50.016693+00:00
2019-2020,15,JUVENIL,PREFERENTE JUVENIL SALA,False,PREFERENTE,Juvenil Preferente - F.S.,18570184,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:50.253959+00:00
2019-2020,15,CADETE,PREFERENTE CADETE SALA,False,PREFERENTE,Primera Cadete Masculino - F.S.,18570187,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:52.189911+00:00
2019-2020,15,CADETE,PRIMERA CADETE SALA,False,PRIMERA,Segunda Cadete Masculino - F.S.,18570188,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:52.888839+00:00
2019-2020,15,INFANTIL,PREFERENTE INFANTIL SALA,False,PREFERENTE,Primera Infantil Masculino - F.S.,18570189,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:56.530091+00:00
2019-2020,15,INFANTIL,PRIMERA INFANTIL SALA,False,PRIMERA,Segunda Infantil Masculino - F.S.,18570190,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:56.609276+00:00
2019-2020,15,PREBENJAMIN,PREBENJAMIN SALA,False,OTHER,Prebenjamin - F.S.,18570195,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:59.702730+00:00
2019-2020,15,OTHER,PRIMERA DIVISION AUTONOMICA FEMENINO SALA,True,PRIMERA DIVISION AUTONOMICA,1ª Femenina - F.S.,18570196,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:59.710544+00:00
2019-2020,15,OTHER,PREFERENTE FEMENINO SALA,True,PREFERENTE,2ª Femenina - F.S.,18570197,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:26:59.888849+00:00
2019-2020,15,OTHER,PREFERENTE FEMENINO SALA,True,PREFERENTE,2ª Femenina Segunda Fase - F.S.,18707577,phase segunda fase,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:27:00.099403+00:00
2019-2020,15,JUVENIL,JUVENIL FEMENINO SALA,True,OTHER,Juvenil Femenina - F.S.,18570198,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:27:00.204977+00:00
2019-2020,15,CADETE,CADETE FEMENINO SALA,True,OTHER,Cadete Femenina - F.S.,18570199,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:27:00.311818+00:00
2019-2020,15,INFANTIL,INFANTIL FEMENINO SALA,True,OTHER,Infantil femenina - F.S.,18570200,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:27:02.465267+00:00
2019-2020,15,ALEVIN,ALEVIN FEMENINO SALA,True,OTHER,Alevín Femenina - F.S.,18570201,regular_season,Fútbol Sala,3,https://www.rffm.es/api/competitions?temporada=15&tipojuego=3,2026-08-05T01:27:03.054609+00:00
2019-2020,15,DEBUTANTE,DEBUTANTE,False,OTHER,DEBUTANTE,10724197,regular_season,Fútbol-5,4,https://www.rffm.es/api/competitions?temporada=15&tipojuego=4,2026-08-05T01:27:03.570332+00:00
