page_kind,group_id,competition_id,season_id,game_type_id,url,raw_saved_path
calendario,10667459,10667458,15,1,https://www.rffm.es/competicion/calendario?temporada=15&competicion=10667458&grupo=10667459&tipojuego=1,output/raw/rffm/other/2019-2020/calendario/10667459.html
clasificaciones,10667459,10667458,15,1,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10667458&grupo=10667459&tipojuego=1,output/raw/rffm/other/2019-2020/clasificaciones/10667459.html
goleadores,10667459,10667458,15,1,https://www.rffm.es/competicion/goleadores?temporada=15&competicion=10667458&grupo=10667459&tipojuego=1,output/raw/rffm/other/2019-2020/goleadores/10667459.html
calendario,10667460,10667458,15,1,https://www.rffm.es/competicion/calendario?temporada=15&competicion=10667458&grupo=10667460&tipojuego=1,output/raw/rffm/other/2019-2020/calendario/10667460.html
clasificaciones,10667460,10667458,15,1,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10667458&grupo=10667460&tipojuego=1,output/raw/rffm/other/2019-2020/clasificaciones/10667460.html
goleadores,10667460,10667458,15,1,https://www.rffm.es/competicion/goleadores?temporada=15&competicion=10667458&grupo=10667460&tipojuego=1,output/raw/rffm/other/2019-2020/goleadores/10667460.html
calendario,10834936,10723181,15,1,https://www.rffm.es/competicion/calendario?temporada=15&competicion=10723181&grupo=10834936&tipojuego=1,output/raw/rffm/other/2019-2020/calendario/10834936.html
clasificaciones,10834936,10723181,15,1,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723181&grupo=10834936&tipojuego=1,output/raw/rffm/other/2019-2020/clasificaciones/10834936.html
goleadores,10834936,10723181,15,1,https://www.rffm.es/competicion/goleadores?temporada=15&competicion=10723181&grupo=10834936&tipojuego=1,output/raw/rffm/other/2019-2020/goleadores/10834936.html
calendario,12234410,12234409,15,1,https://www.rffm.es/competicion/calendario?temporada=15&competicion=12234409&grupo=12234410&tipojuego=1,output/raw/rffm/other/2019-2020/calendario/12234410.html
clasificaciones,12234410,12234409,15,1,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=12234409&grupo=12234410&tipojuego=1,output/raw/rffm/other/2019-2020/clasificaciones/12234410.html
goleadores,12234410,12234409,15,1,https://www.rffm.es/competicion/goleadores?temporada=15&competicion=12234409&grupo=12234410&tipojuego=1,output/raw/rffm/other/2019-2020/goleadores/12234410.html
