season,season_id,category,competition,competition_id,group,group_id,team,team_id,position,played,wins,draws,losses,goals_for,goals_against,goal_diff,points,sanction_points,source_url,scraped_at
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,R.S.D. ALCALA S.A.D. 'A',71,4,28,13,6,9,41,32,9,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,C.F. TRIVAL VALDERAS ALCORCON,1563,5,28,12,7,9,30,27,3,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,C.D. LEGANES S.A.D. 'B',94,6,28,11,9,8,49,41,8,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,C.D. MOSTOLES U.R.J.C. 'A',2127,7,28,12,6,10,42,36,6,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,C.F. POZUELO DE ALARCON 'A',1873,8,28,11,7,10,36,38,-2,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,RAYO VALLECANO DE MADRID 'B',58,9,28,10,9,9,47,44,3,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,FLAT EARTH F.C.,4950039,10,28,11,9,8,36,34,2,39,3,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,DEPORTIVO A.V. SANTA ANA,1400,11,28,11,5,12,42,46,-4,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,REAL C.D. CARABANCHEL 'A',46,12,28,9,9,10,32,32,0,36,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,ATLETICO DE PINTO,162,13,28,8,11,9,40,38,2,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,A.D. TORREJON C.F. 'A',2363,14,28,9,8,11,27,32,-5,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,C.D. EL ALAMO 'A',468,15,28,9,7,12,36,42,-6,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,ESCUELA DEP.MORATALAZ 'A',623,16,28,8,10,10,29,37,-8,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,C.D. SAN FERNANDO,119,17,28,8,9,11,38,42,-4,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,FUTBOL ALCOBENDAS SPORT,2002,18,28,8,9,11,35,38,-3,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,A.D. PARLA,311,19,28,4,10,14,30,50,-20,22,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,S.A.D. VILLAVERDE SAN ANDRES 'A',6826481,20,28,3,10,15,16,41,-25,19,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723208&grupo=10749973&tipojuego=1,2026-08-05T01:24:08.573933+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,A.D. COMPLUTENSE ALCALA,2451,1,23,13,7,3,37,23,14,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,F.C. VILLANUEVA DEL PARDILLO 'A',1532,2,23,12,6,5,32,19,13,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,C.D. SAN ROQUE E.F.F.,444,3,23,13,3,7,34,28,6,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,C.D. CANILLAS 'A',479,4,23,10,9,4,23,18,5,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,PERISO CLUB DE FUTBOL 'A',1174,5,23,10,7,6,40,24,16,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,C.F. SAN AGUSTIN DE GUADALIX 'A',2594,6,23,9,10,4,39,27,12,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,C.D. FUTBOL TRES CANTOS 'A',2027,7,23,8,10,5,32,29,3,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,ALCOBENDAS-LEVITT C.F.,256,8,23,9,7,7,25,21,4,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,C.D. GALAPAGAR 'A',438,9,23,9,6,8,33,23,10,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,ATLETICO VILLALBA,1024,10,23,9,6,8,35,32,3,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,LA MORALEJA C.F. 'A',2728977,11,23,8,9,6,28,25,3,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,ARAVACA C.F. 'A',106,12,23,7,8,8,28,27,1,29,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,RAYO CIUDAD ALCOBENDAS C.F. 'A',1032104,13,23,5,11,7,20,23,-3,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,A.D. SPORTING HORTALEZA 'A',546,14,23,7,5,11,23,32,-9,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,A.D. TORREJON C.F. 'B',2364,15,23,4,6,13,25,38,-13,18,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,ESCUELA FUTBOL CONCEPCION 'A',370,16,23,4,5,14,22,44,-22,17,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,C.D. DOSA,656,17,23,4,4,15,22,43,-21,16,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,ESCUELA FUTBOL BARRIO PILAR,846890,18,23,3,7,13,15,37,-22,16,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10751676&tipojuego=1,2026-08-05T01:24:05.646229+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,MOSTOLES C.F. 'A',3195,1,23,17,4,2,43,18,25,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,REAL ARANJUEZ C.F.,117,2,23,12,6,5,33,24,9,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,C.D. COLONIA MOSCARDO 'A',85,3,23,12,5,6,29,19,10,41,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,C.D. MOSTOLES U.R.J.C. 'B',2278108,4,23,9,9,5,23,14,9,36,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,C.D. VICALVARO,596,5,23,9,8,6,36,28,8,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,C.D. FORTUNA 'A',495,6,23,9,6,8,26,24,2,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,C.D. LUGO FUENLABRADA 'A',2089,7,23,10,3,10,31,29,2,33,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,C.D. COSLADA,685,8,23,9,5,9,37,35,2,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,C.D. CIUDAD LOS ANGELES 'A',2856,9,23,7,11,5,22,20,2,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,ESC. MUN. FUT. VILLAREJO 'A',1617,10,23,8,6,9,28,31,-3,30,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,C.D.E. URSARIA,300607,11,23,8,5,10,26,29,-3,29,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,C.D.E. INTERNACIONAL DE MOSTOLES 'A',6827065,12,23,8,5,10,26,31,-5,29,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,A.D. ARGANDA C.F.,788,13,23,8,5,10,31,37,-6,29,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,C.D. SITIO DE ARANJUEZ,1991,14,23,7,5,11,29,34,-5,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,A.D. VILLAVICIOSA DE ODON 'A',424,15,23,7,5,11,25,25,0,26,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,UNION DEPORTIVA CIEMPOZUELOS,680891,16,23,5,10,8,16,25,-9,25,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,FEPE GETAFE III,1006,17,23,4,6,13,26,44,-18,18,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,C.D. LOS YEBENES-SAN BRUNO 'A',1245,18,23,2,8,13,21,41,-20,14,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723209&grupo=10756948&tipojuego=1,2026-08-05T01:24:07.368542+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,CLUB UNION COLLADO VILLALBA-PECUNPAY 'A',1619,1,23,18,2,3,47,22,25,56,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,A.D. COLMENAR VIEJO 'A',193,2,23,16,5,2,57,18,39,53,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,A.D. FUNDACION 'A',1418,3,23,13,2,8,57,45,12,41,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,TORRELODONES C.F.-ALTTER,830,4,23,11,4,8,41,26,15,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,CELTIC CASTILLA C.F. 'A',3349086,5,23,11,2,10,48,50,-2,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,CERCEDA C.F. 'A',767,6,23,10,4,9,36,31,5,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,ARAVACA C.F. 'B',300231,7,23,9,7,7,45,34,11,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,E.F. SIETE PICOS COLMENAR,2977,8,23,10,4,9,43,36,7,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,C.D. VILLANUEVA DE LA CAÑADA 'A',1834,9,23,9,5,9,39,37,2,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,F.C. VILLANUEVA DEL PARDILLO 'B',300214,10,23,9,5,9,40,38,2,32,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,A.D. UNION ADARVE 'B',466770,11,23,7,8,8,35,25,10,29,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,A.D. CALASANZ POZUELO 'A',171,12,23,6,11,6,33,35,-2,29,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,C.D. ELECTROCOR C.F. 'A',3359955,13,23,8,5,10,34,51,-17,29,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,UNION ZONA NORTE,6817352,14,23,6,9,8,28,36,-8,27,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,C.D. GALAPAGAR 'B',439,15,23,6,7,10,33,36,-3,25,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,C.D. UNION DE ARAVACA,356,16,23,5,9,9,37,48,-11,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,HOYO DE MANZANARES C.D.H. 'A',1197,17,23,3,6,14,23,49,-26,15,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,CLUB SAN AGUSTIN 'A',334390,18,23,2,1,20,25,84,-59,7,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10757551&tipojuego=1,2026-08-05T01:24:07.807831+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 2,10758412,U.D. SAN SEBASTIAN REYES 'B',408,1,23,14,6,3,43,22,21,48,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10758412&tipojuego=1,2026-08-05T01:24:07.441056+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 2,10758412,C.D. AVANCE,608,2,23,13,6,4,45,21,24,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10758412&tipojuego=1,2026-08-05T01:24:07.441056+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 2,10758412,S.A.D. FUND. C.D. RECUERDO,397,3,23,12,8,3,35,21,14,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10758412&tipojuego=1,2026-08-05T01:24:07.441056+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 2,10758412,ACADEMIA CLUB INTERSOCCER MADRID,466823,4,22,11,7,4,29,22,7,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=15&competicion=10723212&grupo=10758412&tipojuego=1,2026-08-05T01:24:07.441056+00:00
