season_id,game_type_id,competition_id,group_id,category_base,category_label_raw,is_femenino,division_level,competition_label_raw,group_label_raw,has_calendario,has_clasificaciones,has_goleadores
15,1,10667458,10667459,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA R.F.F.M. - 3ª DIVISION,Grupo 1,True,True,True
15,1,10667458,10667460,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA R.F.F.M. - 3ª DIVISION,Grupo 2,True,True,True
15,1,10723181,10834936,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA R.F.F.M. - 3ª DIVISION - FINAL,FINAL,True,True,True
15,1,12234409,12234410,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY-OFF DE ASCENSO A 2ª DIVISION B,Semifinales,True,True,True
15,1,10723208,10749973,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA DIVISION NACIONAL,Grupo 7,True,True,True
15,1,10906608,10906628,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TORNEO COPA R.F.E.F,PARTIDO UNICO,True,True,True
15,1,10723209,10751676,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE,Grupo 1,True,True,True
15,1,10723209,10756948,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE,Grupo 2,True,True,True
15,1,10723212,10757551,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,Grupo 1,True,True,True
15,1,10723212,10758412,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,Grupo 2,True,True,True
15,1,10723212,10761475,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,Grupo 3,True,True,True
15,1,10723212,10765168,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,Grupo 4,True,True,True
15,1,10723213,10765971,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 1,True,True,True
15,1,10723213,10766778,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 2,True,True,True
15,1,10723213,10770254,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 3,True,True,True
15,1,10723213,10770257,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 4,True,True,True
15,1,10723213,10770643,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 5,True,True,True
15,1,10723213,10771156,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 6,True,True,True
15,1,10723213,10775116,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 7,True,True,True
15,1,10723213,10775124,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,Grupo 8,True,True,True
15,1,10723214,10782431,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 1,True,True,True
15,1,10723214,10782439,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 2,True,True,True
15,1,10723214,10782440,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 3,True,True,True
15,1,10723214,10782511,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 4,True,True,True
15,1,10723214,10782663,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 5,True,True,True
15,1,10723214,10782665,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 6,True,True,True
15,1,10723214,10782730,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 7,True,True,True
15,1,10723214,10782775,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 8,True,True,True
15,1,10723214,10782825,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 9,True,True,True
15,1,10723214,10782861,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 10,True,True,True
15,1,10723214,10783017,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 11,True,True,True
15,1,10723214,10783047,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 12,True,True,True
15,1,10723214,10783091,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 13,True,True,True
15,1,10723214,10783113,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,Grupo 14,True,True,True
15,1,10723232,10723402,JUVENIL,DIVISION DE HONOR JUVENIL,False,DIVISION DE HONOR,DIVISION DE HONOR DE JUVENILES,Grupo 5,True,True,False
15,1,10723232,10723403,JUVENIL,DIVISION DE HONOR JUVENIL,False,DIVISION DE HONOR,DIVISION DE HONOR DE JUVENILES,Grupo 7,True,True,False
15,1,10723249,10751052,JUVENIL,LIGA NACIONAL JUVENIL,False,LIGA NACIONAL,NACIONAL JUVENIL,Grupo 12,True,True,True
15,1,10723269,10765480,JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA JUVENIL,Grupo 1,True,True,True
