venue_id,venue_name,address,locality,province,postal_code,latitude,longitude,google_maps_url,field_type_raw,surface_raw,source_url,scraped_at
1,DEHESA MORATALAZ (HA),AVDA. DOCTOR GARCIA TAPIA 117,Madrid,Madrid,28030,40.4112061,-3.6420617,"https://www.google.com/maps?q=40.4112061,-3.6420617",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1,2026-08-05T01:27:10.516396+00:00
1021860,ALCORCON - VICENTE DEL BOSQUE (HA),CALLE POLVORANCA S/N,Alcorcón,Madrid,28923,40.3416727,-3.818636699999999,"https://www.google.com/maps?q=40.3416727,-3.818636699999999",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1021860,2026-08-05T01:27:10.433226+00:00
10225607,SAN LORENZO DE EL ESCORIAL - PVO. EL ZABURDÓN (HA),CALLE LAS POZAS 183,San Lorenzo De El Escorial,Madrid,28200,40.602314,-4.1271494,"https://www.google.com/maps?q=40.602314,-4.1271494",Fútbol 7,Hierba Artificial,https://www.rffm.es/campo/10225607,2026-08-05T01:27:10.689694+00:00
10288947,PALOMERAS BAJAS (HA),CALLE PUERTO DE BALBARÁN 18,Madrid,Madrid,28018,40.3765225,-3.657919,"https://www.google.com/maps?q=40.3765225,-3.657919",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/10288947,2026-08-05T01:27:10.496570+00:00
103,CANAL ISABEL II (HA),AVDA. PABLO IGLESIAS 15,Madrid,Madrid,28003,40.44653539999999,-3.7083312,"https://www.google.com/maps?q=40.44653539999999,-3.7083312",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/103,2026-08-05T01:27:10.504115+00:00
10359085,PARLA - ALFREDO DI STEFANO MARIANO ARRIBAS (HA),AVDA. DE AMÉRICA S/N,Parla,Madrid,28981,40.2298131,-3.7613379,"https://www.google.com/maps?q=40.2298131,-3.7613379",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/10359085,2026-08-05T01:27:10.653215+00:00
104,CIUDAD REAL MADRID 2 (HA),CAMINO DE SINTRA 4,Madrid,Madrid,28055,40.4726532,-3.611888500000001,"https://www.google.com/maps?q=40.4726532,-3.611888500000001",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/104,2026-08-05T01:27:10.616569+00:00
106,VALDEYEROS (HA),CALLE DE ROSALIA DE CASTRO 77,Madrid,Madrid,28035,40.4839109,-3.7302798,"https://www.google.com/maps?q=40.4839109,-3.7302798",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/106,2026-08-05T01:27:10.327970+00:00
108,PVO. RODRIGUEZ SAHAGÚN (HA),CALLE MIRAMELINDOS 5,Madrid,Madrid,28029,40.4691343,-3.709419199999999,"https://www.google.com/maps?q=40.4691343,-3.709419199999999",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/108,2026-08-05T01:27:11.380199+00:00
1100,ALCOBENDAS - PTE. DETERMINAR POR AYUNTAMIENTO,ALCOBENDAS,Alcobendas,Madrid,28100,40.5614212,-3.667394199999999,"https://www.google.com/maps?q=40.5614212,-3.667394199999999",Fútbol 11,,https://www.rffm.es/campo/1100,2026-08-05T01:27:11.618783+00:00
1101,ALCOBENDAS - PVO. JOSÉ CABALLERO (HA),"AVDA. TRANSICIÓN ESPAÑOLA, S/N",Alcobendas,Madrid,28108,40.5371903,-3.6237015,"https://www.google.com/maps?q=40.5371903,-3.6237015",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1101,2026-08-05T01:27:11.520359+00:00
1102,ALCOBENDAS - PARQUE DE NAVARRA (HA),AVDA. DE ESPAÑA S/N,Alcobendas,Madrid,28100,40.5459379,-3.6341966,"https://www.google.com/maps?q=40.5459379,-3.6341966",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1102,2026-08-05T01:27:11.652745+00:00
11043104,ALCALA - ATLETICO DE MADRID C.D. (HA),AVDA. GUSTAVO ADOLFO BECQUER 64,Alcalá De Henares,Madrid,28806,40.5082938,-3.3608554,"https://www.google.com/maps?q=40.5082938,-3.3608554",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/11043104,2026-08-05T01:27:11.534511+00:00
11043105,ALCALA - ATLETICO DE MADRID C.D. (HA),AVDA. GUSTAVO ADOLFO BÉCQUER 64,Alcalá De Henares,Madrid,28806,40.5082938,-3.3608554,"https://www.google.com/maps?q=40.5082938,-3.3608554",Fútbol 7,Hierba Artificial,https://www.rffm.es/campo/11043105,2026-08-05T01:27:11.624480+00:00
1105,ALGETE - PVO. DUQUE DE ALGETE (HA),CAMINO VEREDA DE LA LOBERA S/N,Algete,Madrid,28110,40.59816379999999,-3.5103412,"https://www.google.com/maps?q=40.59816379999999,-3.5103412",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1105,2026-08-05T01:27:11.937752+00:00
1106,FUENTE EL SAZ - PVO. MUNICIPAL ALICIA GOMEZ PRADA ,AVDA. JULIAN SANCHEZ 21,Fuente El Saz De Jarama,Madrid,28140,40.6282603,-3.5170291,"https://www.google.com/maps?q=40.6282603,-3.5170291",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1106,2026-08-05T01:27:11.745657+00:00
1107,MANZANARES EL REAL (HA),CALLE CAÑADA 66,Manzanares El Real,Madrid,28410,40.7287184,-3.8597046,"https://www.google.com/maps?q=40.7287184,-3.8597046",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1107,2026-08-05T01:27:12.493921+00:00
1108,EL MOLAR - CENT. DEP. FUENTE DEL TORO (HA),AVDA. DE LA CONSTITUCIÓN S/N,Molar (El),Madrid,28710,40.7439583,-3.5770499,"https://www.google.com/maps?q=40.7439583,-3.5770499",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1108,2026-08-05T01:27:12.383523+00:00
111,COLEGIO SAN AGUSTIN (HA),CALLE DE PADRE DAMIÁN 18,Madrid,Madrid,28036,40.4554615,-3.6864914,"https://www.google.com/maps?q=40.4554615,-3.6864914",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/111,2026-08-05T01:27:12.343961+00:00
1110,S.S. REYES - RAFAEL DELGADO ROSA - DEHESA BOYAL 1 (HA),AVDA. NAVARRONDÁN S/N,San Sebastián De Los Reyes,Madrid,28700,40.5570045,-3.6274634,"https://www.google.com/maps?q=40.5570045,-3.6274634",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1110,2026-08-05T01:27:12.623950+00:00
11110216,VALDEMORO (ANEXO ESTADIO - BOLITAS-1 H.A.),"PASEO DEL PRADO, 50",Valdemoro,Madrid,28343,40.1933812,-3.6567675,"https://www.google.com/maps?q=40.1933812,-3.6567675",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/11110216,2026-08-05T01:27:12.583919+00:00
1113,SAN AGUSTIN DE GUADALIX - PVO. MUNICIPAL (HA),CALLE FÉLIX CIMAS PRADOS 1,San Agustín Del Guadalix,Madrid,28750,40.6807493,-3.6193607,"https://www.google.com/maps?q=40.6807493,-3.6193607",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1113,2026-08-05T01:27:12.545637+00:00
1114,TRES CANTOS - JAIME MATA - FORESTA 1 (HA),"AVDA DE LA VEGA,S/N",Tres Cantos,Madrid,28760,40.6078657,-3.7095592,"https://www.google.com/maps?q=40.6078657,-3.7095592",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1114,2026-08-05T01:27:12.586762+00:00
1116,SOTO DEL REAL - MPAL. AMANCIO AMARO (HA),CALLE EGIDILLO 37,Soto Del Real,Madrid,28791,40.7475691,-3.7851429,"https://www.google.com/maps?q=40.7475691,-3.7851429",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1116,2026-08-05T01:27:12.640546+00:00
1117,PEDREZUELA - PVO. MUNICIPAL (HA),CALLE DEL POLIDEPORTIVO S/N,Pedrezuela,Madrid,28723,40.7478257,-3.5998417,"https://www.google.com/maps?q=40.7478257,-3.5998417",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1117,2026-08-05T01:27:13.061395+00:00
1118,TRES CANTOS - KEKA VEGA - FORESTA 2 (HA),"AVDA DE LA VEGA,S/N",Tres Cantos,Madrid,28760,40.6078657,-3.7095592,"https://www.google.com/maps?q=40.6078657,-3.7095592",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1118,2026-08-05T01:27:13.294149+00:00
112,DEHESA VILLA (T),CALLE DEL ALCALDE MARTIN DE ALZAGA 4,Madrid,Madrid,28039,40.4629768,-3.7161161,"https://www.google.com/maps?q=40.4629768,-3.7161161",Fútbol 11,Tierra,https://www.rffm.es/campo/112,2026-08-05T01:27:13.614027+00:00
1121,VALDETORRES DEL JARAMA - PVO. MUNICIPAL (HA),CAMINO DE LA VEGA 1,Valdetorres De Jarama,Madrid,28150,40.6957472,-3.5175403,"https://www.google.com/maps?q=40.6957472,-3.5175403",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1121,2026-08-05T01:27:13.516808+00:00
1122,ALCOBENDAS - OSCAR MOLINA (HA),CALLE DE MANUEL DE FALLA 54,Alcobendas,Madrid,28100,40.5528691,-3.6410655,"https://www.google.com/maps?q=40.5528691,-3.6410655",Fútbol 11,Hierba Artificial,https://www.rffm.es/campo/1122,2026-08-05T01:27:13.596413+00:00
