team_id,team,team_name_raw,club_name_raw,squad_suffix,source_team_url,scraped_at
305,LAS ROZAS C.F.-NUICON-ASUMAN A,LAS ROZAS C.F.-NUICON-ASUMAN 'A',LAS ROZAS C.F.-NUICON-ASUMAN,A,/fichaequipo/305,2026-08-03T20:47:38.168188+00:00
306,LAS ROZAS C.F.-NUICON-ASUMAN B,LAS ROZAS C.F.-NUICON-ASUMAN 'B',LAS ROZAS C.F.-NUICON-ASUMAN,B,/fichaequipo/306,2026-08-03T20:47:38.168188+00:00
3358574,TORRELODONES C.F.-ALTTER A,TORRELODONES C.F.-ALTTER 'A',TORRELODONES C.F.-ALTTER,A,/fichaequipo/3358574,2026-08-03T20:47:38.168188+00:00
304711,C.D. GALAPAGAR B,C.D. GALAPAGAR 'B',C.D. GALAPAGAR,B,/fichaequipo/304711,2026-08-03T20:47:38.168188+00:00
304710,C.D. GALAPAGAR A,C.D. GALAPAGAR 'A',C.D. GALAPAGAR,A,/fichaequipo/304710,2026-08-03T20:47:38.168188+00:00
334118,ATLETICO VILLALBA B,ATLETICO VILLALBA 'B',ATLETICO VILLALBA,B,/fichaequipo/334118,2026-08-03T20:47:38.168188+00:00
466977,ATLETICO VILLALBA A,ATLETICO VILLALBA 'A',ATLETICO VILLALBA,A,/fichaequipo/466977,2026-08-03T20:47:38.168188+00:00
1035740,GREDOS SAN DIEGO-GUADARRAMA F,GREDOS SAN DIEGO-GUADARRAMA 'F',GREDOS SAN DIEGO-GUADARRAMA,F,/fichaequipo/1035740,2026-08-03T20:47:38.168188+00:00
1059795,C.F. COLLADO VILLALBA A,C.F. COLLADO VILLALBA 'A',C.F. COLLADO VILLALBA,A,/fichaequipo/1059795,2026-08-03T20:47:38.168188+00:00
2216,C.F. RAYO MAJADAHONDA A,C.F. RAYO MAJADAHONDA 'A',C.F. RAYO MAJADAHONDA,A,/fichaequipo/2216,2026-08-03T20:47:38.168188+00:00
2217,C.F. RAYO MAJADAHONDA B,C.F. RAYO MAJADAHONDA 'B',C.F. RAYO MAJADAHONDA,B,/fichaequipo/2217,2026-08-03T20:47:38.168188+00:00
2276884,C.D. CIUDAD DEL FUTBOL B,C.D. CIUDAD DEL FUTBOL 'B',C.D. CIUDAD DEL FUTBOL,B,/fichaequipo/2276884,2026-08-03T20:47:38.168188+00:00
116,ARAVACA C.F. A,ARAVACA C.F. 'A',ARAVACA C.F.,A,/fichaequipo/116,2026-08-03T20:47:38.168188+00:00
211,A.D. COLMENAR VIEJO A,A.D. COLMENAR VIEJO 'A',A.D. COLMENAR VIEJO,A,/fichaequipo/211,2026-08-03T20:47:40.054887+00:00
212,A.D. COLMENAR VIEJO B,A.D. COLMENAR VIEJO 'B',A.D. COLMENAR VIEJO,B,/fichaequipo/212,2026-08-03T20:47:40.054887+00:00
2994,E.F. SIETE PICOS COLMENAR A,E.F. SIETE PICOS COLMENAR 'A',E.F. SIETE PICOS COLMENAR,A,/fichaequipo/2994,2026-08-03T20:47:40.054887+00:00
213,A.D. COLMENAR VIEJO C,A.D. COLMENAR VIEJO 'C',A.D. COLMENAR VIEJO,C,/fichaequipo/213,2026-08-03T20:47:40.054887+00:00
2044,C.D. FUTBOL TRES CANTOS B,C.D. FUTBOL TRES CANTOS 'B',C.D. FUTBOL TRES CANTOS,B,/fichaequipo/2044,2026-08-03T20:47:40.054887+00:00
2043,C.D. FUTBOL TRES CANTOS A,C.D. FUTBOL TRES CANTOS 'A',C.D. FUTBOL TRES CANTOS,A,/fichaequipo/2043,2026-08-03T20:47:40.054887+00:00
300051,UNION DEPORTIVA TRES CANTOS A,UNION DEPORTIVA TRES CANTOS 'A',UNION DEPORTIVA TRES CANTOS,A,/fichaequipo/300051,2026-08-03T20:47:40.054887+00:00
467005,UNION DEPORTIVA TRES CANTOS B,UNION DEPORTIVA TRES CANTOS 'B',UNION DEPORTIVA TRES CANTOS,B,/fichaequipo/467005,2026-08-03T20:47:40.054887+00:00
2308,RECREATIVO SOTO DEL REAL C.F. A,RECREATIVO SOTO DEL REAL C.F. 'A',RECREATIVO SOTO DEL REAL C.F.,A,/fichaequipo/2308,2026-08-03T20:47:40.054887+00:00
2309,RECREATIVO SOTO DEL REAL C.F. B,RECREATIVO SOTO DEL REAL C.F. 'B',RECREATIVO SOTO DEL REAL C.F.,B,/fichaequipo/2309,2026-08-03T20:47:40.054887+00:00
3155,A.D. EL REAL DE MANZANARES A,A.D. EL REAL DE MANZANARES 'A',A.D. EL REAL DE MANZANARES,A,/fichaequipo/3155,2026-08-03T20:47:40.054887+00:00
