season,season_id,category,competition,competition_id,group,group_id,group_label_raw,subgroup_label,source_url,scraped_at
2019-2020,15,OTHER,COPA R.F.F.M. - 3ª DIVISION,10667458,Grupo 1,10667459,Grupo 1,,https://www.rffm.es/api/groups?competicion=10667458,2026-08-05T01:23:54.872429+00:00
2019-2020,15,OTHER,COPA R.F.F.M. - 3ª DIVISION,10667458,Grupo 2,10667460,Grupo 2,,https://www.rffm.es/api/groups?competicion=10667458,2026-08-05T01:23:54.873253+00:00
2019-2020,15,OTHER,COPA R.F.F.M. - 3ª DIVISION - FINAL,10723181,FINAL,10834936,FINAL,,https://www.rffm.es/api/groups?competicion=10723181,2026-08-05T01:23:54.874413+00:00
2019-2020,15,OTHER,PLAY-OFF DE ASCENSO A 2ª DIVISION B,12234409,Semifinales,12234410,Semifinales,,https://www.rffm.es/api/groups?competicion=12234409,2026-08-05T01:23:54.875388+00:00
2019-2020,15,OTHER,TERCERA DIVISION NACIONAL,10723208,Grupo 7,10749973,Grupo 7,,https://www.rffm.es/api/groups?competicion=10723208,2026-08-05T01:23:54.876338+00:00
2019-2020,15,OTHER,TORNEO COPA R.F.E.F,10906608,PARTIDO UNICO,10906628,PARTIDO UNICO,,https://www.rffm.es/api/groups?competicion=10906608,2026-08-05T01:23:54.877603+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 1,10751676,Grupo 1,,https://www.rffm.es/api/groups?competicion=10723209,2026-08-05T01:23:54.878696+00:00
2019-2020,15,AFICIONADO,CATEGORIA PREFERENTE,10723209,Grupo 2,10756948,Grupo 2,,https://www.rffm.es/api/groups?competicion=10723209,2026-08-05T01:23:54.879643+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 1,10757551,Grupo 1,,https://www.rffm.es/api/groups?competicion=10723212,2026-08-05T01:23:57.686597+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 2,10758412,Grupo 2,,https://www.rffm.es/api/groups?competicion=10723212,2026-08-05T01:23:58.160680+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 3,10761475,Grupo 3,,https://www.rffm.es/api/groups?competicion=10723212,2026-08-05T01:23:58.172494+00:00
2019-2020,15,AFICIONADO,PRIMERA DE AFICIONADOS,10723212,Grupo 4,10765168,Grupo 4,,https://www.rffm.es/api/groups?competicion=10723212,2026-08-05T01:23:58.174891+00:00
2019-2020,15,AFICIONADO,SEGUNDA DE AFICIONADOS,10723213,Grupo 1,10765971,Grupo 1,,https://www.rffm.es/api/groups?competicion=10723213,2026-08-05T01:23:58.265108+00:00
2019-2020,15,AFICIONADO,SEGUNDA DE AFICIONADOS,10723213,Grupo 2,10766778,Grupo 2,,https://www.rffm.es/api/groups?competicion=10723213,2026-08-05T01:24:05.648016+00:00
2019-2020,15,AFICIONADO,SEGUNDA DE AFICIONADOS,10723213,Grupo 3,10770254,Grupo 3,,https://www.rffm.es/api/groups?competicion=10723213,2026-08-05T01:24:07.370336+00:00
2019-2020,15,AFICIONADO,SEGUNDA DE AFICIONADOS,10723213,Grupo 4,10770257,Grupo 4,,https://www.rffm.es/api/groups?competicion=10723213,2026-08-05T01:24:07.442566+00:00
2019-2020,15,AFICIONADO,SEGUNDA DE AFICIONADOS,10723213,Grupo 5,10770643,Grupo 5,,https://www.rffm.es/api/groups?competicion=10723213,2026-08-05T01:24:07.654659+00:00
2019-2020,15,AFICIONADO,SEGUNDA DE AFICIONADOS,10723213,Grupo 6,10771156,Grupo 6,,https://www.rffm.es/api/groups?competicion=10723213,2026-08-05T01:24:07.809596+00:00
2019-2020,15,AFICIONADO,SEGUNDA DE AFICIONADOS,10723213,Grupo 7,10775116,Grupo 7,,https://www.rffm.es/api/groups?competicion=10723213,2026-08-05T01:24:08.575914+00:00
2019-2020,15,AFICIONADO,SEGUNDA DE AFICIONADOS,10723213,Grupo 8,10775124,Grupo 8,,https://www.rffm.es/api/groups?competicion=10723213,2026-08-05T01:24:08.693340+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 1,10782431,Grupo 1,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:08.800208+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 2,10782439,Grupo 2,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:13.577935+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 3,10782440,Grupo 3,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:13.765946+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 4,10782511,Grupo 4,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:13.783155+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 5,10782663,Grupo 5,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:13.893167+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 6,10782665,Grupo 6,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:14.086793+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 7,10782730,Grupo 7,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:15.879973+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 8,10782775,Grupo 8,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:18.189588+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 9,10782825,Grupo 9,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:19.235933+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 10,10782861,Grupo 10,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:19.813038+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 11,10783017,Grupo 11,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:20.136792+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 12,10783047,Grupo 12,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:23.415477+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 13,10783091,Grupo 13,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:23.487895+00:00
2019-2020,15,AFICIONADO,TERCERA DE AFICIONADOS,10723214,Grupo 14,10783113,Grupo 14,,https://www.rffm.es/api/groups?competicion=10723214,2026-08-05T01:24:24.040435+00:00
2019-2020,15,JUVENIL,DIVISION DE HONOR DE JUVENILES,10723232,Grupo 5,10723402,Grupo 5,,https://www.rffm.es/api/groups?competicion=10723232,2026-08-05T01:24:24.462629+00:00
2019-2020,15,JUVENIL,DIVISION DE HONOR DE JUVENILES,10723232,Grupo 7,10723403,Grupo 7,,https://www.rffm.es/api/groups?competicion=10723232,2026-08-05T01:24:24.550948+00:00
