season,season_id,category,competition,competition_id,group,group_id,group_label_raw,subgroup_label,source_url,scraped_at
2024-2025,20,OTHER,COPA RFEF FASE AUTONÓMICA,21661439,GRUPO A,21661467,GRUPO A,,https://www.rffm.es/api/groups?competicion=21661439,2026-08-02T22:38:12.529831+00:00
2024-2025,20,OTHER,COPA RFEF FASE AUTONÓMICA,21661439,GRUPO B,21661468,GRUPO B,,https://www.rffm.es/api/groups?competicion=21661439,2026-08-02T22:38:12.530779+00:00
2024-2025,20,OTHER,FINAL COPA RFEF FASE AUTONÓMICA,21911601,FINAL,21911664,FINAL,,https://www.rffm.es/api/groups?competicion=21911601,2026-08-02T22:38:12.531580+00:00
2024-2025,20,OTHER,PLAY OFF TERCERA FEDERACION,23970451,ELIMINATORIA A,23970549,ELIMINATORIA A,,https://www.rffm.es/api/groups?competicion=23970451,2026-08-02T22:38:12.532881+00:00
2024-2025,20,OTHER,PLAY OFF TERCERA FEDERACION,23970451,ELIMINATORIA B,23970551,ELIMINATORIA B,,https://www.rffm.es/api/groups?competicion=23970451,2026-08-02T22:38:12.534105+00:00
2024-2025,20,OTHER,PLAY OFF TERCERA FEDERACION,23970451,SEGUNDA ELIMINATORIA,24002825,SEGUNDA ELIMINATORIA,,https://www.rffm.es/api/groups?competicion=23970451,2026-08-02T22:38:12.535215+00:00
2024-2025,20,OTHER,TERCERA FEDERACION RFEF,21434284,GRUPO 7,21434285,GRUPO 7,,https://www.rffm.es/api/groups?competicion=21434284,2026-08-02T22:38:12.536156+00:00
2024-2025,20,AFICIONADO,COPA RFFM PRIMERA DIVISION AUTONOMICA AFICIONADOS,21661375,GRUPO A,21661378,GRUPO A,,https://www.rffm.es/api/groups?competicion=21661375,2026-08-02T22:38:12.536980+00:00
2024-2025,20,AFICIONADO,COPA RFFM PRIMERA DIVISION AUTONOMICA AFICIONADOS,21661375,GRUPO B,21661381,GRUPO B,,https://www.rffm.es/api/groups?competicion=21661375,2026-08-02T22:38:12.537622+00:00
2024-2025,20,AFICIONADO,FASE FINAL COPA DE AFICIONADOS RFFM TEMP 2024/25,23878660,SEMIFINALES,23878665,SEMIFINALES,,https://www.rffm.es/api/groups?competicion=23878660,2026-08-02T22:38:12.538411+00:00
2024-2025,20,AFICIONADO,FASE FINAL COPA DE AFICIONADOS RFFM TEMP 2024/25,23878660,FINAL,23934681,FINAL,,https://www.rffm.es/api/groups?competicion=23878660,2026-08-02T22:38:12.538959+00:00
2024-2025,20,AFICIONADO,FINAL COPA PRIMERA DIVISION AUTONOMICA AFICIONADO RFFM,22132206,FINAL,22132376,FINAL,,https://www.rffm.es/api/groups?competicion=22132206,2026-08-02T22:38:12.539497+00:00
2024-2025,20,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,21433676,Grupo 1,21433678,Grupo 1,,https://www.rffm.es/api/groups?competicion=21433676,2026-08-02T22:38:12.540110+00:00
2024-2025,20,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,21433676,Grupo 2,21433677,Grupo 2,,https://www.rffm.es/api/groups?competicion=21433676,2026-08-02T22:38:12.540570+00:00
2024-2025,20,AFICIONADO,PREFERENTE AFICIONADO,21433679,Grupo 1,21433680,Grupo 1,,https://www.rffm.es/api/groups?competicion=21433679,2026-08-02T22:38:12.540999+00:00
2024-2025,20,AFICIONADO,PREFERENTE AFICIONADO,21433679,Grupo 2,21433681,Grupo 2,,https://www.rffm.es/api/groups?competicion=21433679,2026-08-02T22:38:12.541892+00:00
2024-2025,20,AFICIONADO,PREFERENTE AFICIONADO,21433679,Grupo 3,21433682,Grupo 3,,https://www.rffm.es/api/groups?competicion=21433679,2026-08-02T22:38:12.542651+00:00
2024-2025,20,AFICIONADO,PREFERENTE AFICIONADO,21433679,Grupo 4,21433683,Grupo 4,,https://www.rffm.es/api/groups?competicion=21433679,2026-08-02T22:38:12.543044+00:00
2024-2025,20,AFICIONADO,PRIMERA AFICIONADO,21433684,Grupo 1,21433685,Grupo 1,,https://www.rffm.es/api/groups?competicion=21433684,2026-08-02T22:38:12.543900+00:00
2024-2025,20,AFICIONADO,PRIMERA AFICIONADO,21433684,Grupo 2,21433686,Grupo 2,,https://www.rffm.es/api/groups?competicion=21433684,2026-08-02T22:38:12.544716+00:00
2024-2025,20,AFICIONADO,PRIMERA AFICIONADO,21433684,Grupo 3,21433687,Grupo 3,,https://www.rffm.es/api/groups?competicion=21433684,2026-08-02T22:38:12.545093+00:00
2024-2025,20,AFICIONADO,PRIMERA AFICIONADO,21433684,Grupo 4,21433688,Grupo 4,,https://www.rffm.es/api/groups?competicion=21433684,2026-08-02T22:38:12.545738+00:00
2024-2025,20,AFICIONADO,PRIMERA AFICIONADO,21433684,Grupo 5,21433689,Grupo 5,,https://www.rffm.es/api/groups?competicion=21433684,2026-08-02T22:38:12.546444+00:00
2024-2025,20,AFICIONADO,PRIMERA AFICIONADO,21433684,Grupo 6,21433690,Grupo 6,,https://www.rffm.es/api/groups?competicion=21433684,2026-08-02T22:38:12.547054+00:00
2024-2025,20,AFICIONADO,PRIMERA AFICIONADO,21433684,Grupo 7,21433691,Grupo 7,,https://www.rffm.es/api/groups?competicion=21433684,2026-08-02T22:38:17.249355+00:00
2024-2025,20,AFICIONADO,PRIMERA AFICIONADO,21433684,Grupo 8,21433692,Grupo 8,,https://www.rffm.es/api/groups?competicion=21433684,2026-08-02T22:38:17.392343+00:00
2024-2025,20,AFICIONADO,COPA DE AFICIONADOS RFFM TEMP 24/25,22863784,PRIMERA RONDA,22864431,PRIMERA RONDA,,https://www.rffm.es/api/groups?competicion=22863784,2026-08-02T22:38:17.443493+00:00
2024-2025,20,AFICIONADO,COPA DE AFICIONADOS RFFM TEMP 24/25,22863784,SEGUNDA RONDA,23302767,SEGUNDA RONDA,,https://www.rffm.es/api/groups?competicion=22863784,2026-08-02T22:38:17.856584+00:00
2024-2025,20,AFICIONADO,COPA DE AFICIONADOS RFFM TEMP 24/25,22863784,TERCERA RONDA,23435282,TERCERA RONDA,,https://www.rffm.es/api/groups?competicion=22863784,2026-08-02T22:38:18.408629+00:00
2024-2025,20,AFICIONADO,COPA DE AFICIONADOS RFFM TEMP 24/25,22863784,CUARTA RONDA,23528552,CUARTA RONDA,,https://www.rffm.es/api/groups?competicion=22863784,2026-08-02T22:38:18.486652+00:00
2024-2025,20,AFICIONADO,SEGUNDA AFICIONADO,21433693,Grupo 1,21433694,Grupo 1,,https://www.rffm.es/api/groups?competicion=21433693,2026-08-02T22:38:18.760559+00:00
2024-2025,20,AFICIONADO,SEGUNDA AFICIONADO,21433693,Grupo 2,21433695,Grupo 2,,https://www.rffm.es/api/groups?competicion=21433693,2026-08-02T22:38:18.786600+00:00
2024-2025,20,AFICIONADO,SEGUNDA AFICIONADO,21433693,Grupo 3,21433696,Grupo 3,,https://www.rffm.es/api/groups?competicion=21433693,2026-08-02T22:38:18.969126+00:00
2024-2025,20,AFICIONADO,SEGUNDA AFICIONADO,21433693,Grupo 4,21433704,Grupo 4,,https://www.rffm.es/api/groups?competicion=21433693,2026-08-02T22:38:19.381900+00:00
2024-2025,20,AFICIONADO,SEGUNDA AFICIONADO,21433693,Grupo 5,21433697,Grupo 5,,https://www.rffm.es/api/groups?competicion=21433693,2026-08-02T22:38:19.539215+00:00
2024-2025,20,AFICIONADO,SEGUNDA AFICIONADO,21433693,Grupo 6,21433698,Grupo 6,,https://www.rffm.es/api/groups?competicion=21433693,2026-08-02T22:38:19.597586+00:00
2024-2025,20,AFICIONADO,SEGUNDA AFICIONADO,21433693,Grupo 7,21433699,Grupo 7,,https://www.rffm.es/api/groups?competicion=21433693,2026-08-02T22:38:19.620037+00:00
2024-2025,20,AFICIONADO,SEGUNDA AFICIONADO,21433693,Grupo 8,21433700,Grupo 8,,https://www.rffm.es/api/groups?competicion=21433693,2026-08-02T22:38:19.837646+00:00
2024-2025,20,AFICIONADO,SEGUNDA AFICIONADO,21433693,Grupo 9,21433701,Grupo 9,,https://www.rffm.es/api/groups?competicion=21433693,2026-08-02T22:38:19.845106+00:00
2024-2025,20,AFICIONADO,SEGUNDA AFICIONADO,21433693,Grupo 10,21433702,Grupo 10,,https://www.rffm.es/api/groups?competicion=21433693,2026-08-02T22:38:19.957464+00:00
2024-2025,20,AFICIONADO,SEGUNDA AFICIONADO,21433693,Grupo 11,21433703,Grupo 11,,https://www.rffm.es/api/groups?competicion=21433693,2026-08-02T22:38:20.168441+00:00
