season_id,game_type_id,competition_id,group_id,category_base,category_label_raw,is_femenino,division_level,competition_label_raw,group_label_raw,has_calendario,has_clasificaciones,has_goleadores
20,1,21661439,21661467,OTHER,SEGUNDA FEDERACION,False,SEGUNDA,COPA RFEF FASE AUTONÓMICA,GRUPO A,True,True,True
20,1,21661439,21661468,OTHER,SEGUNDA FEDERACION,False,SEGUNDA,COPA RFEF FASE AUTONÓMICA,GRUPO B,True,True,True
20,1,21911601,21911664,OTHER,SEGUNDA FEDERACION,False,SEGUNDA,FINAL COPA RFEF FASE AUTONÓMICA,FINAL,True,True,True
20,1,23970451,23970549,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY OFF TERCERA FEDERACION,ELIMINATORIA A,True,True,True
20,1,23970451,23970551,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY OFF TERCERA FEDERACION,ELIMINATORIA B,True,True,True
20,1,23970451,24002825,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY OFF TERCERA FEDERACION,SEGUNDA ELIMINATORIA,True,True,True
20,1,21434284,21434285,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA FEDERACION RFEF,GRUPO 7,True,True,True
20,1,21661375,21661378,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,COPA RFFM PRIMERA DIVISION AUTONOMICA AFICIONADOS,GRUPO A,True,True,True
20,1,21661375,21661381,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,COPA RFFM PRIMERA DIVISION AUTONOMICA AFICIONADOS,GRUPO B,True,True,True
20,1,23878660,23878665,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,FASE FINAL COPA DE AFICIONADOS RFFM TEMP 2024/25,SEMIFINALES,True,True,True
20,1,23878660,23934681,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,FASE FINAL COPA DE AFICIONADOS RFFM TEMP 2024/25,FINAL,True,True,True
20,1,22132206,22132376,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,FINAL COPA PRIMERA DIVISION AUTONOMICA AFICIONADO RFFM,FINAL,True,True,True
20,1,21433676,21433678,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA AFICIONADO,Grupo 1,True,True,True
20,1,21433676,21433677,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA AFICIONADO,Grupo 2,True,True,True
20,1,21433679,21433680,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PREFERENTE AFICIONADO,Grupo 1,True,True,True
20,1,21433679,21433681,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PREFERENTE AFICIONADO,Grupo 2,True,True,True
20,1,21433679,21433682,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PREFERENTE AFICIONADO,Grupo 3,True,True,True
20,1,21433679,21433683,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PREFERENTE AFICIONADO,Grupo 4,True,True,True
20,1,21433684,21433685,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,PRIMERA AFICIONADO,Grupo 1,True,True,True
20,1,21433684,21433686,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,PRIMERA AFICIONADO,Grupo 2,True,True,True
20,1,21433684,21433687,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,PRIMERA AFICIONADO,Grupo 3,True,True,True
20,1,21433684,21433688,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,PRIMERA AFICIONADO,Grupo 4,True,True,True
20,1,21433684,21433689,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,PRIMERA AFICIONADO,Grupo 5,True,True,True
20,1,21433684,21433690,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,PRIMERA AFICIONADO,Grupo 6,True,True,True
20,1,21433684,21433691,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,PRIMERA AFICIONADO,Grupo 7,True,True,True
20,1,21433684,21433692,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,PRIMERA AFICIONADO,Grupo 8,True,True,True
20,1,22863784,22864431,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,COPA DE AFICIONADOS RFFM TEMP 24/25,PRIMERA RONDA,True,True,True
20,1,22863784,23302767,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,COPA DE AFICIONADOS RFFM TEMP 24/25,SEGUNDA RONDA,True,True,True
20,1,22863784,23435282,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,COPA DE AFICIONADOS RFFM TEMP 24/25,TERCERA RONDA,True,True,True
20,1,22863784,23528552,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,COPA DE AFICIONADOS RFFM TEMP 24/25,CUARTA RONDA,True,True,True
20,1,21433693,21433694,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,SEGUNDA AFICIONADO,Grupo 1,True,True,True
20,1,21433693,21433695,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,SEGUNDA AFICIONADO,Grupo 2,True,True,True
20,1,21433693,21433696,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,SEGUNDA AFICIONADO,Grupo 3,True,True,True
20,1,21433693,21433704,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,SEGUNDA AFICIONADO,Grupo 4,True,True,True
