page_kind,group_id,competition_id,season_id,game_type_id,url,raw_saved_path
calendario,9035765,9015896,14,1,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9015896&grupo=9035765&tipojuego=1,output/raw/rffm/other/2018-2019/calendario/9035765.html
clasificaciones,9035765,9015896,14,1,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9015896&grupo=9035765&tipojuego=1,output/raw/rffm/other/2018-2019/clasificaciones/9035765.html
goleadores,9035765,9015896,14,1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035765&tipojuego=1,output/raw/rffm/other/2018-2019/goleadores/9035765.html
calendario,9035766,9015896,14,1,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9015896&grupo=9035766&tipojuego=1,output/raw/rffm/other/2018-2019/calendario/9035766.html
clasificaciones,9035766,9015896,14,1,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9015896&grupo=9035766&tipojuego=1,output/raw/rffm/other/2018-2019/clasificaciones/9035766.html
goleadores,9035766,9015896,14,1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035766&tipojuego=1,output/raw/rffm/other/2018-2019/goleadores/9035766.html
calendario,9196588,9052313,14,1,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9052313&grupo=9196588&tipojuego=1,output/raw/rffm/other/2018-2019/calendario/9196588.html
clasificaciones,9196588,9052313,14,1,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9052313&grupo=9196588&tipojuego=1,output/raw/rffm/other/2018-2019/clasificaciones/9196588.html
goleadores,9196588,9052313,14,1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9052313&grupo=9196588&tipojuego=1,output/raw/rffm/other/2018-2019/goleadores/9196588.html
calendario,9320328,9320124,14,1,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9320124&grupo=9320328&tipojuego=1,output/raw/rffm/other/2018-2019/calendario/9320328.html
clasificaciones,9320328,9320124,14,1,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9320124&grupo=9320328&tipojuego=1,output/raw/rffm/other/2018-2019/clasificaciones/9320328.html
goleadores,9320328,9320124,14,1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9320124&grupo=9320328&tipojuego=1,output/raw/rffm/other/2018-2019/goleadores/9320328.html
calendario,9069497,8985665,14,1,https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,output/raw/rffm/other/2018-2019/calendario/9069497.html
clasificaciones,9069497,8985665,14,1,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,output/raw/rffm/other/2018-2019/clasificaciones/9069497.html
goleadores,9069497,8985665,14,1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,output/raw/rffm/other/2018-2019/goleadores/9069497.html
