season,season_id,category_base,category_label_raw,is_femenino,division_level,competition,competition_id,phase_label,game_type,game_type_id,source_url,scraped_at
2018-2019,14,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA R.F.F.M. 3ª DIVISION,9015896,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:33:44.217037+00:00
2018-2019,14,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA R.F.F.M. 3ª DIVISION - FINAL,9052313,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:33:44.219038+00:00
2018-2019,14,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,COPA REAL FEDERACION ESPAÑOLA DE FUTBOL,9320124,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:33:44.220150+00:00
2018-2019,14,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA DIVISION NACIONAL,8985665,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:33:44.221223+00:00
2018-2019,14,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE,9031100,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:33:44.222153+00:00
2018-2019,14,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,TORNEO DE CAMPEONES - CATEGORIA PREFERENTE DE AFICIONADOS (FINAL),10660017,playoff,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:33:44.224076+00:00
2018-2019,14,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,9031101,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:33:47.351038+00:00
2018-2019,14,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,9031102,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:33:49.080535+00:00
2018-2019,14,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,9031103,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:33:56.239235+00:00
2018-2019,14,JUVENIL,DIVISION DE HONOR JUVENIL,False,DIVISION DE HONOR,COPA REAL FEDERACION JUVENIL NACIONAL,10603261,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:08.027255+00:00
2018-2019,14,JUVENIL,DIVISION DE HONOR JUVENIL,False,DIVISION DE HONOR,DIVISION DE HONOR DE JUVENILES,9031105,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:12.588950+00:00
2018-2019,14,JUVENIL,DIVISION DE HONOR JUVENIL,False,DIVISION DE HONOR,TORNEO DE COPA R.F.F.M. JUVENIL NACIONAL (FINAL),10656357,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:13.181976+00:00
2018-2019,14,JUVENIL,LIGA NACIONAL JUVENIL,False,LIGA NACIONAL,NACIONAL JUVENIL,9031113,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:13.261521+00:00
2018-2019,14,JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA JUVENIL,9031121,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:13.335225+00:00
2018-2019,14,JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,False,PRIMERA DIVISION AUTONOMICA,TORNEO DE CAMPEONES PRIMERA DIVISION AUTONOMICA JUVENIL,10651295,playoff,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:13.826284+00:00
2018-2019,14,JUVENIL,PREFERENTE JUVENIL,False,PREFERENTE,PREFERENTE JUVENIL,9032326,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:14.877213+00:00
2018-2019,14,JUVENIL,PRIMERA JUVENIL,False,PRIMERA,PRIMERA JUVENIL,9032327,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:16.080727+00:00
2018-2019,14,JUVENIL,SEGUNDA JUVENIL,False,SEGUNDA,SEGUNDA JUVENIL,9032403,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:26.437907+00:00
2018-2019,14,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA CADETE,9032482,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:43.827959+00:00
2018-2019,14,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,False,PRIMERA DIVISION AUTONOMICA,TORNEO DE CAMPEONES PRIMERA DIVISION AUTONOMICA CADETE,10651181,playoff,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:46.078687+00:00
2018-2019,14,CADETE,PREFERENTE CADETE,False,PREFERENTE,PREFERENTE CADETE,9032490,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:47.564804+00:00
2018-2019,14,CADETE,PRIMERA CADETE,False,PRIMERA,PRIMERA CADETE,9032525,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:48.701639+00:00
2018-2019,14,CADETE,SEGUNDA CADETE,False,SEGUNDA,SEGUNDA CADETE,9032553,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:34:56.512296+00:00
2018-2019,14,INFANTIL,DIVISION DE HONOR INFANTIL,False,DIVISION DE HONOR,DIVISION DE HONOR INFANTIL,9032584,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:35:09.640089+00:00
2018-2019,14,INFANTIL,DIVISION DE HONOR INFANTIL,False,DIVISION DE HONOR,TORNEO CAMPEONES DIVISION DE HONOR INFANTIL,10651296,playoff,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=14&tipojuego=1,2026-08-05T01:35:11.206482+00:00
