season,competition_id,group_id,team_id,player_name,goals,source_url,scraped_at
2018-2019,9015896,9035765,58,"LEDESMA SANCHEZ, FELIX MANUEL ",2,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035765&tipojuego=1,2026-08-05T01:33:47.412950+00:00
2018-2019,9015896,9035765,561,"VARGAS JIMENEZ, ANTONIO",2,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035765&tipojuego=1,2026-08-05T01:33:47.412950+00:00
2018-2019,9015896,9035765,71,"NANCLARES AGUERO, SERGIO",2,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035765&tipojuego=1,2026-08-05T01:33:47.412950+00:00
2018-2019,9015896,9035765,58,"JIH, KALVIN KETU",1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035765&tipojuego=1,2026-08-05T01:33:47.412950+00:00
2018-2019,9015896,9035765,71,"GONZALEZ FORTUNEZ, ALEJANDRO JAVIER",1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035765&tipojuego=1,2026-08-05T01:33:47.412950+00:00
2018-2019,9015896,9035765,119,"CEDILLO CARRILLO, ALEXIS",1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035765&tipojuego=1,2026-08-05T01:33:47.412950+00:00
2018-2019,9015896,9035765,71,"SEUBERT LOPEZ, CHRISTIAN",1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035765&tipojuego=1,2026-08-05T01:33:47.412950+00:00
2018-2019,9015896,9035765,58,"BENITO CRUJERA, SERGIO",1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035765&tipojuego=1,2026-08-05T01:33:47.412950+00:00
2018-2019,9015896,9035765,58,"ALGOBIA ESTEVES, ANGEL",1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035765&tipojuego=1,2026-08-05T01:33:47.412950+00:00
2018-2019,9015896,9035766,280,"LOSADA LAGUNA, MARIO",3,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035766&tipojuego=1,2026-08-05T01:33:49.073836+00:00
2018-2019,9015896,9035766,2002,"BARCA MORENO, DAVID",2,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035766&tipojuego=1,2026-08-05T01:33:49.073836+00:00
2018-2019,9015896,9035766,280,"MARTIN SILVERO, JORGE",1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035766&tipojuego=1,2026-08-05T01:33:49.073836+00:00
2018-2019,9015896,9035766,2127,"MARTIN SANCHEZ, CRISTOFER",1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035766&tipojuego=1,2026-08-05T01:33:49.073836+00:00
2018-2019,9015896,9035766,1873,"MARTINEZ LUCAS, LUIS CARLOS",1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035766&tipojuego=1,2026-08-05T01:33:49.073836+00:00
2018-2019,9015896,9035766,1873,"CUELLAR BORGES, ALBERTO",1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035766&tipojuego=1,2026-08-05T01:33:49.073836+00:00
2018-2019,9015896,9035766,2127,"SO LORA, AITOR AMARILDO",1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035766&tipojuego=1,2026-08-05T01:33:49.073836+00:00
2018-2019,9015896,9035766,2127,"EL AYACHI BOUCHIBA, DAOUD",1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035766&tipojuego=1,2026-08-05T01:33:49.073836+00:00
2018-2019,9015896,9035766,2002,"CONTE, MAHAMADOUBA",1,https://www.rffm.es/competicion/goleadores?temporada=14&competicion=9015896&grupo=9035766&tipojuego=1,2026-08-05T01:33:49.073836+00:00
