season,season_id,category,competition,competition_id,group,group_id,group_label_raw,subgroup_label,source_url,scraped_at
2018-2019,14,OTHER,COPA R.F.F.M. 3ª DIVISION,9015896,Grupo 1,9035765,Grupo 1,,https://www.rffm.es/api/groups?competicion=9015896,2026-08-05T01:33:44.217037+00:00
2018-2019,14,OTHER,COPA R.F.F.M. 3ª DIVISION,9015896,Grupo 2,9035766,Grupo 2,,https://www.rffm.es/api/groups?competicion=9015896,2026-08-05T01:33:44.217947+00:00
2018-2019,14,OTHER,COPA R.F.F.M. 3ª DIVISION - FINAL,9052313,FINAL COPA RFFM 3º DIVISION,9196588,FINAL COPA RFFM 3º DIVISION,,https://www.rffm.es/api/groups?competicion=9052313,2026-08-05T01:33:44.219038+00:00
2018-2019,14,OTHER,COPA REAL FEDERACION ESPAÑOLA DE FUTBOL,9320124,Grupo Unico,9320328,Grupo Unico,,https://www.rffm.es/api/groups?competicion=9320124,2026-08-05T01:33:44.220150+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,Grupo 7,,https://www.rffm.es/api/groups?competicion=8985665,2026-08-05T01:33:44.221223+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,GRUPO 1,,https://www.rffm.es/api/groups?competicion=9031100,2026-08-05T01:33:44.222153+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,GRUPO 2,,https://www.rffm.es/api/groups?competicion=9031100,2026-08-05T01:33:44.222961+00:00
2018-2019,14,AFICIONADO,TORNEO DE CAMPEONES - CATEGORIA PREFERENTE DE AFICIONADOS (FINAL),10660017,Final,10660018,Final,,https://www.rffm.es/api/groups?competicion=10660017,2026-08-05T01:33:44.224076+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,GRUPO 1,,https://www.rffm.es/api/groups?competicion=9031101,2026-08-05T01:33:47.351038+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 2,9181306,GRUPO 2,,https://www.rffm.es/api/groups?competicion=9031101,2026-08-05T01:33:47.413446+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 3,9181368,GRUPO 3,,https://www.rffm.es/api/groups?competicion=9031101,2026-08-05T01:33:49.063712+00:00
