season,season_id,competition_id,group_id,team_id,team,source_url,scraped_at
2018-2019,14,9015896,9035765,58,RAYO VALLECANO DE MADRID 'B',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9015896&grupo=9035765&jornada=1&tipojuego=1,2026-08-05T01:33:47.412975+00:00
2018-2019,14,9015896,9035765,71,R.S.D. ALCALA S.A.D. 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9015896&grupo=9035765&jornada=1&tipojuego=1,2026-08-05T01:33:47.412975+00:00
2018-2019,14,9015896,9035765,119,C.D. SAN FERNANDO,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9015896&grupo=9035765&jornada=1&tipojuego=1,2026-08-05T01:33:47.412975+00:00
2018-2019,14,9015896,9035765,561,GETAFE C.F. S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9015896&grupo=9035765&jornada=1&tipojuego=1,2026-08-05T01:33:47.412975+00:00
2018-2019,14,9015896,9035766,280,A.D. ALCORCON S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9015896&grupo=9035766&jornada=1&tipojuego=1,2026-08-05T01:33:49.073861+00:00
2018-2019,14,9015896,9035766,2127,C.D. MOSTOLES U.R.J.C. 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9015896&grupo=9035766&jornada=1&tipojuego=1,2026-08-05T01:33:49.073861+00:00
2018-2019,14,9015896,9035766,1873,C.F. POZUELO DE ALARCON 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9015896&grupo=9035766&jornada=1&tipojuego=1,2026-08-05T01:33:49.073861+00:00
2018-2019,14,9015896,9035766,2002,FUTBOL ALCOBENDAS SPORT 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9015896&grupo=9035766&jornada=1&tipojuego=1,2026-08-05T01:33:49.073861+00:00
2018-2019,14,9052313,9196588,58,RAYO VALLECANO DE MADRID 'B',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9052313&grupo=9196588&jornada=1&tipojuego=1,2026-08-05T01:33:47.350633+00:00
2018-2019,14,9052313,9196588,280,A.D. ALCORCON S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9052313&grupo=9196588&jornada=1&tipojuego=1,2026-08-05T01:33:47.350633+00:00
2018-2019,14,9320124,9320328,2002,FUTBOL ALCOBENDAS SPORT 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9320124&grupo=9320328&jornada=1&tipojuego=1,2026-08-05T01:33:49.063240+00:00
2018-2019,14,9320124,9320328,407,U.D. SAN SEBASTIAN REYES 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9320124&grupo=9320328&jornada=1&tipojuego=1,2026-08-05T01:33:49.063240+00:00
2018-2019,14,9320124,9320328,2127,C.D. MOSTOLES U.R.J.C. 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9320124&grupo=9320328&jornada=1&tipojuego=1,2026-08-05T01:33:49.063240+00:00
2018-2019,14,8985665,9069497,58,RAYO VALLECANO DE MADRID 'B',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,119,C.D. SAN FERNANDO,https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,280,A.D. ALCORCON S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,1400,DEPORTIVO A.V. SANTA ANA,https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,2027,C.D. FUTBOL TRES CANTOS 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,71,R.S.D. ALCALA S.A.D. 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,6826481,S.A.D. VILLAVERDE SAN ANDRES 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,2002,FUTBOL ALCOBENDAS SPORT 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,479,C.D. CANILLAS 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,561,GETAFE C.F. S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,162,ATLETICO DE PINTO,https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,1563,C.F. TRIVAL VALDERAS ALCORCON 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,2594,C.F. SAN AGUSTIN DE GUADALIX 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,46,REAL C.D. CARABANCHEL 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,596,C.D. VICALVARO,https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,311,A.D. PARLA,https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,2127,C.D. MOSTOLES U.R.J.C. 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,293,LAS ROZAS C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,1873,C.F. POZUELO DE ALARCON 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,8985665,9069497,94,C.D. LEGANES S.A.D. 'B',https://www.rffm.es/competicion/calendario?temporada=14&competicion=8985665&grupo=9069497&jornada=1&tipojuego=1,2026-08-05T01:33:55.618154+00:00
2018-2019,14,9031100,9181249,1174,PERISO CLUB DE FUTBOL 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,1532,F.C. VILLANUEVA DEL PARDILLO 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,193,A.D. COLMENAR VIEJO 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,1619,UNION COLLADO VILLALBA-PECUNPAY 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,2363,A.D. TORREJON C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,623,ESCUELA DEP.MORATALAZ 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,546,A.D. SPORTING HORTALEZA 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,444,C.D. SAN ROQUE E.F.F.,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,256,ALCOBENDAS-LEVITT C.F.,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,370,ESCUELA FUTBOL CONCEPCION 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,685,C.D. COSLADA,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,106,ARAVACA C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,846890,ESCUELA FUTBOL BARRIO PILAR,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,830,TORRELODONES C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,438,C.D. GALAPAGAR 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,2728977,LA MORALEJA C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,846893,C.F. SAN AGUSTIN DE GUADALIX 'B',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181249,2451,A.D. COMPLUTENSE ALCALA,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181249&jornada=1&tipojuego=1,2026-08-05T01:33:55.966256+00:00
2018-2019,14,9031100,9181258,2856,C.D. CIUDAD LOS ANGELES 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181258&jornada=1&tipojuego=1,2026-08-05T01:33:56.238249+00:00
2018-2019,14,9031100,9181258,117,REAL ARANJUEZ C.F. 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181258&jornada=1&tipojuego=1,2026-08-05T01:33:56.238249+00:00
2018-2019,14,9031100,9181258,680891,CIEMPOZUELOS CLUB FUTBOL,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181258&jornada=1&tipojuego=1,2026-08-05T01:33:56.238249+00:00
2018-2019,14,9031100,9181258,468,C.D. EL ALAMO 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181258&jornada=1&tipojuego=1,2026-08-05T01:33:56.238249+00:00
2018-2019,14,9031100,9181258,1791,CLUB POLID. PARLA ESCUELA,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181258&jornada=1&tipojuego=1,2026-08-05T01:33:56.238249+00:00
2018-2019,14,9031100,9181258,85,C.D. COLONIA MOSCARDO 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181258&jornada=1&tipojuego=1,2026-08-05T01:33:56.238249+00:00
2018-2019,14,9031100,9181258,2089,C.D. LUGO FUENLABRADA 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181258&jornada=1&tipojuego=1,2026-08-05T01:33:56.238249+00:00
2018-2019,14,9031100,9181258,424,A.D. VILLAVICIOSA DE ODON 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181258&jornada=1&tipojuego=1,2026-08-05T01:33:56.238249+00:00
2018-2019,14,9031100,9181258,1991,C.D. SITIO DE ARANJUEZ,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181258&jornada=1&tipojuego=1,2026-08-05T01:33:56.238249+00:00
2018-2019,14,9031100,9181258,2278108,C.D. MOSTOLES U.R.J.C. 'B',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181258&jornada=1&tipojuego=1,2026-08-05T01:33:56.238249+00:00
2018-2019,14,9031100,9181258,1245,C.D. LOS YEBENES-SAN BRUNO 'A',https://www.rffm.es/competicion/calendario?temporada=14&competicion=9031100&grupo=9181258&jornada=1&tipojuego=1,2026-08-05T01:33:56.238249+00:00
