season,season_id,category,competition,competition_id,group,group_id,game_type,game_type_id,phase_label,matchday,matchday_label,match_id,home_team,home_team_id,away_team,away_team_id,home_score,away_score,match_date,match_time,match_datetime_raw,venue,venue_id,status,is_finished,is_scheduled,result_text_raw,source_url,source_type,scraped_at
2018-2019,14,BENJAMIN,PREFERENTE BENJAMIN F7,9565626,Grupo 1,9565929,Futbol-7,2,regular_season,1.0,1 (06-10-2018),1071672,ARAVACA C.F. 'A',116,C.D. ALBERTO COGORRO 'A',2424524,2.0,0.0,2018-10-06,09:00,06-10-2018 09:00,COLLADO VILLALBA (HA)(HA),1210,finished,True,True,2-0,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9565626&grupo=9565929&jornada=1&tipojuego=2,calendario_page,2026-08-03T21:02:39.441629+00:00
2018-2019,14,BENJAMIN,PREFERENTE BENJAMIN F7,9565626,Grupo 1,9565929,Futbol-7,2,regular_season,1.0,1 (06-10-2018),1071677,C.D. ALPEDRETE 'A',846730,LAS ROZAS C.F. 'B',306,1.0,2.0,2018-10-06,09:58,06-10-2018 09:58,COLLADO VILLALBA (HA)(HA),1210,finished,True,True,1-2,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9565626&grupo=9565929&jornada=1&tipojuego=2,calendario_page,2026-08-03T21:02:39.441629+00:00
2018-2019,14,BENJAMIN,PREFERENTE BENJAMIN F7,9565626,Grupo 1,9565929,Futbol-7,2,regular_season,1.0,1 (06-10-2018),1071673,LAS ROZAS C.F. 'A',305,C.D. CIUDAD DEL FUTBOL 'B',2276884,8.0,3.0,2018-10-06,10:40,06-10-2018 10:40,COLLADO VILLALBA (HA)(HA),1210,finished,True,True,8-3,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9565626&grupo=9565929&jornada=1&tipojuego=2,calendario_page,2026-08-03T21:02:39.441629+00:00
2018-2019,14,BENJAMIN,PREFERENTE BENJAMIN F7,9565626,Grupo 1,9565929,Futbol-7,2,regular_season,1.0,1 (06-10-2018),1071674,C.F. RAYO MAJADAHONDA 'B',2217,C.D. SAN AGUSTIN LOS NEGRALES 'A',899439,5.0,3.0,2018-10-06,11:44,06-10-2018 11:44,COLLADO VILLALBA (HA)(HA),1210,finished,True,True,5-3,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9565626&grupo=9565929&jornada=1&tipojuego=2,calendario_page,2026-08-03T21:02:39.441629+00:00
2018-2019,14,BENJAMIN,PREFERENTE BENJAMIN F7,9565626,Grupo 1,9565929,Futbol-7,2,regular_season,1.0,1 (06-10-2018),1071675,C.F. COLLADO VILLALBA 'A',1059795,C.F. RAYO MAJADAHONDA 'A',2216,0.0,7.0,2018-10-06,12:40,06-10-2018 12:40,COLLADO VILLALBA (HA)(HA),1210,finished,True,True,0-7,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9565626&grupo=9565929&jornada=1&tipojuego=2,calendario_page,2026-08-03T21:02:39.441629+00:00
2018-2019,14,BENJAMIN,PREFERENTE BENJAMIN F7,9565626,Grupo 1,9565929,Futbol-7,2,regular_season,1.0,1 (06-10-2018),1071676,C.D. GALAPAGAR 'A',304710,GREDOS SAN DIEGO-GUADARRAMA 'F',1035740,1.0,5.0,2018-10-06,13:20,06-10-2018 13:20,COLLADO VILLALBA (HA)(HA),1210,finished,True,True,1-5,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9565626&grupo=9565929&jornada=1&tipojuego=2,calendario_page,2026-08-03T21:02:39.441629+00:00
2018-2019,14,BENJAMIN,PREFERENTE BENJAMIN F7,9565626,Grupo 1,9565929,Futbol-7,2,regular_season,1.0,1 (06-10-2018),1071678,UNION COLLADO VILLALBA 'A',1628,ATLETICO VILLALBA 'A',466977,1.0,4.0,2018-10-06,14:00,06-10-2018 14:00,COLLADO VILLALBA (HA)(HA),1210,finished,True,True,1-4,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9565626&grupo=9565929&jornada=1&tipojuego=2,calendario_page,2026-08-03T21:02:39.441629+00:00
2018-2019,14,BENJAMIN,PREFERENTE BENJAMIN F7,9565626,Grupo 1,9565929,Futbol-7,2,regular_season,2.0,2 (13-10-2018),1071681,C.D. SAN AGUSTIN LOS NEGRALES 'A',899439,LAS ROZAS C.F. 'A',305,1.0,9.0,2018-10-13,09:00,13-10-2018 09:00,COLLADO VILLALBA (HA)(HA),1210,finished,True,True,1-9,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9565626&grupo=9565929&jornada=1&tipojuego=2,calendario_page,2026-08-03T21:02:39.441629+00:00
2018-2019,14,BENJAMIN,PREFERENTE BENJAMIN F7,9565626,Grupo 1,9565929,Futbol-7,2,regular_season,2.0,2 (13-10-2018),1071685,ATLETICO VILLALBA 'A',466977,C.D. ALPEDRETE 'A',846730,2.0,2.0,2018-10-13,09:50,13-10-2018 09:50,COLLADO VILLALBA (HA)(HA),1210,finished,True,True,2-2,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9565626&grupo=9565929&jornada=1&tipojuego=2,calendario_page,2026-08-03T21:02:39.441629+00:00
2018-2019,14,BENJAMIN,PREFERENTE BENJAMIN F7,9565626,Grupo 1,9565929,Futbol-7,2,regular_season,2.0,2 (13-10-2018),1071679,C.D. ALBERTO COGORRO 'A',2424524,UNION COLLADO VILLALBA 'A',1628,1.0,2.0,2018-10-13,10:40,13-10-2018 10:40,COLLADO VILLALBA (HA)(HA),1210,finished,True,True,1-2,https://www.rffm.es/competicion/calendario?temporada=14&competicion=9565626&grupo=9565929&jornada=1&tipojuego=2,calendario_page,2026-08-03T21:02:39.441629+00:00
