season,season_id,category,competition,competition_id,group,group_id,team,team_id,position,played,wins,draws,losses,goals_for,goals_against,goal_diff,points,sanction_points,source_url,scraped_at
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,FUTBOL ALCOBENDAS SPORT 'A',2002,3,38,21,9,8,49,29,20,72,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,C.D. MOSTOLES U.R.J.C. 'A',2127,4,38,21,8,9,41,25,16,71,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,S.A.D. VILLAVERDE SAN ANDRES 'A',6826481,5,38,18,9,11,40,31,9,63,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,C.F. TRIVAL VALDERAS ALCORCON 'A',1563,6,38,16,11,11,41,32,9,59,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,RAYO VALLECANO DE MADRID 'B',58,7,38,16,11,11,58,47,11,59,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,C.D. SAN FERNANDO,119,8,38,15,13,10,44,37,7,58,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,C.D. LEGANES S.A.D. 'B',94,9,38,15,10,13,51,39,12,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,ATLETICO DE PINTO,162,10,38,14,9,15,41,51,-10,51,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,DEPORTIVO A.V. SANTA ANA,1400,11,38,13,8,17,51,48,3,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,A.D. ALCORCON S.A.D. 'B',280,12,38,11,11,16,26,35,-9,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,R.S.D. ALCALA S.A.D. 'A',71,13,38,10,14,14,25,31,-6,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,REAL C.D. CARABANCHEL 'A',46,14,38,11,11,16,29,37,-8,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,A.D. PARLA,311,15,38,11,10,17,39,49,-10,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,C.F. POZUELO DE ALARCON 'A',1873,16,38,11,7,20,38,52,-14,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,C.D. CANILLAS 'A',479,17,38,9,12,17,34,52,-18,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,C.D. VICALVARO,596,18,38,8,10,20,37,58,-21,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,C.F. SAN AGUSTIN DE GUADALIX 'A',2594,19,38,6,11,21,37,61,-24,29,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,OTHER,TERCERA DIVISION NACIONAL,8985665,Grupo 7,9069497,C.D. FUTBOL TRES CANTOS 'A',2027,20,38,6,9,23,19,55,-36,27,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=8985665&grupo=9069497&tipojuego=1,2026-08-05T01:33:55.617041+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,ESCUELA DEP.MORATALAZ 'A',623,1,34,21,5,8,51,27,24,68,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,A.D. TORREJON C.F. 'A',2363,2,34,17,12,5,46,25,21,63,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,C.D. GALAPAGAR 'A',438,3,34,18,7,9,53,32,21,61,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,ESCUELA FUTBOL CONCEPCION 'A',370,4,34,16,11,7,45,30,15,59,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,ALCOBENDAS-LEVITT C.F.,256,5,34,15,10,9,48,36,12,55,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,F.C. VILLANUEVA DEL PARDILLO 'A',1532,6,34,15,9,10,54,42,12,54,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,ARAVACA C.F. 'A',106,7,34,16,3,15,54,54,0,51,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,LA MORALEJA C.F. 'A',2728977,8,34,15,6,13,45,37,8,51,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,A.D. COMPLUTENSE ALCALA,2451,9,34,13,8,13,46,42,4,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,C.D. COSLADA,685,10,34,11,11,12,43,43,0,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,A.D. SPORTING HORTALEZA 'A',546,11,34,12,8,14,56,61,-5,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,C.D. SAN ROQUE E.F.F.,444,12,34,10,12,12,36,47,-11,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,PERISO CLUB DE FUTBOL 'A',1174,13,34,11,7,16,38,45,-7,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,ESCUELA FUTBOL BARRIO PILAR,846890,14,34,10,8,16,31,43,-12,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,TORRELODONES C.F. 'A',830,15,34,8,14,12,41,45,-4,38,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,C.F. SAN AGUSTIN DE GUADALIX 'B',846893,16,34,9,8,17,33,46,-13,35,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,UNION COLLADO VILLALBA-PECUNPAY 'A',1619,17,34,8,10,16,25,56,-31,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 1,9181249,A.D. COLMENAR VIEJO 'A',193,18,34,1,11,22,19,53,-34,14,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181249&tipojuego=1,2026-08-05T01:33:55.965197+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,C.D. EL ALAMO 'A',468,1,34,18,9,7,53,30,23,63,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,MOSTOLES BALOMPIE,4950039,2,34,18,8,8,59,33,26,62,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,C.D. MOSTOLES U.R.J.C. 'B',2278108,3,34,18,7,9,58,38,20,61,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,MOSTOLES C.F. 'A',3195,4,34,17,9,8,50,35,15,60,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,C.D. LUGO FUENLABRADA 'A',2089,5,34,14,11,9,51,29,22,53,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,C.D. SITIO DE ARANJUEZ,1991,6,34,13,14,7,39,35,4,53,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,A.D. VILLAVICIOSA DE ODON 'A',424,7,34,14,10,10,43,38,5,52,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,A.D. ARGANDA C.F.,788,8,34,14,7,13,51,48,3,49,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,C.D. CIUDAD LOS ANGELES 'A',2856,9,34,13,8,13,42,42,0,47,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,C.D. LOS YEBENES-SAN BRUNO 'A',1245,10,34,13,7,14,36,43,-7,46,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,CIEMPOZUELOS CLUB FUTBOL,680891,11,34,11,11,12,34,37,-3,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,REAL ARANJUEZ C.F. 'A',117,12,34,10,12,12,42,39,3,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,C.D. COLONIA MOSCARDO 'A',85,13,34,11,9,14,55,55,0,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,FEPE GETAFE III,1006,14,34,12,4,18,36,55,-19,40,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,C.F. TRIVAL VALDERAS ALCORCON 'B',1564,15,34,10,9,15,39,54,-15,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,CLUB POLID. PARLA ESCUELA,1791,16,34,10,7,17,43,60,-17,37,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,C.F. FUENLABRADA S.A.D. 'B',3367015,17,34,6,9,19,27,54,-27,27,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,CATEGORIA PREFERENTE,9031100,GRUPO 2,9181258,ATLETICO CLUB DE SOCIOS 'A',334365,18,34,7,3,24,33,66,-33,24,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031100&grupo=9181258&tipojuego=1,2026-08-05T01:33:56.237115+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,ATLETICO VILLALBA,1024,1,34,25,4,5,86,26,60,79,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,RAYO CIUDAD ALCOBENDAS C.F. 'A',1032104,2,34,24,4,6,77,35,42,76,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,U.D. SAN SEBASTIAN REYES 'B',408,3,34,21,7,6,94,42,52,70,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,A.D. UNION ADARVE 'B',466770,4,34,18,6,10,68,48,20,60,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,HOYO DE MANZANARES C.D.H. 'A',1197,5,34,16,9,9,77,55,22,57,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,A.D. CALASANZ POZUELO 'A',171,6,34,16,6,12,64,49,15,54,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,C.D. UNION DE ARAVACA,356,7,34,11,12,11,56,62,-6,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,CELTIC CASTILLA C.F. 'A',3349086,8,34,13,6,15,69,79,-10,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,F.C. VILLANUEVA DEL PARDILLO 'B',300214,9,34,14,3,17,53,72,-19,45,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,ARAVACA C.F. 'B',300231,10,34,11,11,12,52,49,3,44,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,E.F. SIETE PICOS COLMENAR,2977,11,34,12,7,15,58,76,-18,43,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,C.D. GALAPAGAR 'B',439,12,34,12,6,16,58,74,-16,42,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,CERCEDA C.F. 'A',767,13,34,10,9,15,48,60,-12,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,JUVENTUD SANSE 'A',1311,14,34,11,6,17,53,68,-15,39,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,LAS ROZAS C.F. 'B',526441,15,34,10,6,18,51,71,-20,36,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
2018-2019,14,AFICIONADO,PRIMERA DE AFICIONADOS,9031101,GRUPO 1,9181281,C.D.E. ACADEMIA DE FUTBOL ALCOBENDAS-GANDARIO ,6826508,16,34,9,7,18,42,65,-23,34,0,https://www.rffm.es/competicion/clasificaciones?temporada=14&competicion=9031101&grupo=9181281&tipojuego=1,2026-08-05T01:33:55.213241+00:00
