team_id,team,team_name_raw,club_name_raw,squad_suffix,source_team_url,scraped_at
116,ARAVACA C.F. - Bhhs Spain A,ARAVACA C.F. - Bhhs Spain 'A',ARAVACA C.F. - Bhhs Spain,A,/fichaequipo/116,2026-08-03T20:07:34.714253+00:00
1837,C.D. VILLANUEVA DE LA CAÑADA A,C.D. VILLANUEVA DE LA CAÑADA 'A',C.D. VILLANUEVA DE LA CAÑADA,A,/fichaequipo/1837,2026-08-03T20:07:34.714253+00:00
300164,EEPP SAN FERNANDO ESCOLAPIOS POZUELO A,EEPP SAN FERNANDO ESCOLAPIOS POZUELO 'A',EEPP SAN FERNANDO ESCOLAPIOS POZUELO,A,/fichaequipo/300164,2026-08-03T20:07:34.714253+00:00
305,LAS ROZAS C.F. A,LAS ROZAS C.F. 'A',LAS ROZAS C.F.,A,/fichaequipo/305,2026-08-03T20:07:34.714253+00:00
306,LAS ROZAS C.F. B,LAS ROZAS C.F. 'B',LAS ROZAS C.F.,B,/fichaequipo/306,2026-08-03T20:07:34.714253+00:00
2216,C.F. RAYO MAJADAHONDA A,C.F. RAYO MAJADAHONDA 'A',C.F. RAYO MAJADAHONDA,A,/fichaequipo/2216,2026-08-03T20:07:34.714253+00:00
2217,C.F. RAYO MAJADAHONDA B,C.F. RAYO MAJADAHONDA 'B',C.F. RAYO MAJADAHONDA,B,/fichaequipo/2217,2026-08-03T20:07:34.714253+00:00
6821040,C.D.E. F.P.A. LAS ROZAS A,C.D.E. F.P.A. LAS ROZAS 'A',C.D.E. F.P.A. LAS ROZAS,A,/fichaequipo/6821040,2026-08-03T20:07:34.714253+00:00
1750,E.F.M.O. BOADILLA A,E.F.M.O. BOADILLA 'A',E.F.M.O. BOADILLA,A,/fichaequipo/1750,2026-08-03T20:07:34.714253+00:00
334123,C.D. NUEVO BOADILLA A,C.D. NUEVO BOADILLA 'A',C.D. NUEVO BOADILLA,A,/fichaequipo/334123,2026-08-03T20:08:02.918495+00:00
363296,C.D. NUEVO BOADILLA B,C.D. NUEVO BOADILLA 'B',C.D. NUEVO BOADILLA,B,/fichaequipo/363296,2026-08-03T20:07:34.714253+00:00
304710,C.D. GALAPAGAR A,C.D. GALAPAGAR 'A',C.D. GALAPAGAR,A,/fichaequipo/304710,2026-08-03T20:07:34.714253+00:00
