season,season_id,category_base,category_label_raw,is_femenino,division_level,competition,competition_id,phase_label,game_type,game_type_id,source_url,scraped_at
2022-2023,18,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,FINAL COPA RFEF FASE AUTONÓMICA,15567824,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:47:20.329292+00:00
2022-2023,18,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY OFF TERCERA RFEF,17080551,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:47:20.330324+00:00
2022-2023,18,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA RFEF,15310343,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:47:20.337511+00:00
2022-2023,18,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE,15292809,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:47:22.748735+00:00
2022-2023,18,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,COPA CAMPEON CATEGORIA PREFERENTE TEMP. 2022/23,17129186,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:47:23.739742+00:00
2022-2023,18,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,COPA RFFM PREFERENTE AFICIONADOS,15310366,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:47:23.748766+00:00
2022-2023,18,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,FINAL COPA RFFM CATEGORIA PREFERENTE AFICIONADOS,15599358,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:47:23.908020+00:00
2022-2023,18,AFICIONADO,PREFERENTE AFICIONADO,False,PREFERENTE,PRIMERA DE AFICIONADOS,15292812,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:47:23.912921+00:00
2022-2023,18,AFICIONADO,PRIMERA AFICIONADO,False,PRIMERA,SEGUNDA DE AFICIONADOS,15292817,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:47:26.844450+00:00
2022-2023,18,AFICIONADO,SEGUNDA AFICIONADO,False,SEGUNDA,TERCERA DE AFICIONADOS,15292826,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:47:43.076749+00:00
2022-2023,18,JUVENIL,LIGA NACIONAL JUVENIL,False,LIGA NACIONAL,NACIONAL JUVENIL,15347744,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:47:59.461752+00:00
2022-2023,18,JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,False,PRIMERA DIVISION AUTONOMICA,COPA JUVENILES PRIMERA DIVISION AUTONOMICA JUVENIL TEMP. 2022/23,17129196,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:48:04.769240+00:00
2022-2023,18,JUVENIL,PRIMERA DIVISION AUTONOMICA JUVENIL,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA JUVENIL,15292844,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:48:04.999808+00:00
2022-2023,18,JUVENIL,PREFERENTE JUVENIL,False,PREFERENTE,PREFERENTE JUVENIL,15292847,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:48:05.868916+00:00
2022-2023,18,JUVENIL,PRIMERA JUVENIL,False,PRIMERA,PRIMERA JUVENIL,15292852,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:48:10.599576+00:00
2022-2023,18,JUVENIL,SEGUNDA JUVENIL,False,SEGUNDA,SEGUNDA JUVENIL,15292863,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:48:22.341044+00:00
2022-2023,18,CADETE,SUPERLIGA CADETE,False,SUPERLIGA,SUPERLIGA CADETE,15293091,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:48:42.633672+00:00
2022-2023,18,CADETE,DIVISION DE HONOR CADETE,False,DIVISION DE HONOR,DIVISION DE HONOR CADETE,15293098,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:48:42.729496+00:00
2022-2023,18,CADETE,PRIMERA DIVISION AUTONOMICA CADETE,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA CADETE,15292888,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:48:43.201003+00:00
2022-2023,18,CADETE,PREFERENTE CADETE,False,PREFERENTE,PREFERENTE CADETE,15292893,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:48:48.461015+00:00
2022-2023,18,CADETE,PRIMERA CADETE,False,PRIMERA,PRIMERA CADETE,15292901,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:48:54.706817+00:00
2022-2023,18,CADETE,SEGUNDA CADETE,False,SEGUNDA,SEGUNDA CADETE,15292918,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:49:04.840498+00:00
2022-2023,18,INFANTIL,SUPERLIGA INFANTIL,False,SUPERLIGA,SUPERLIGA INFANTIL,15293093,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:49:24.169315+00:00
2022-2023,18,INFANTIL,DIVISION DE HONOR INFANTIL,False,DIVISION DE HONOR,DIVISION DE HONOR INFANTIL,15292943,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:49:24.249946+00:00
2022-2023,18,INFANTIL,PRIMERA DIVISION AUTONOMICA INFANTIL,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA INFANTIL,15292946,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:49:25.090249+00:00
2022-2023,18,INFANTIL,PREFERENTE INFANTIL,False,PREFERENTE,PREFERENTE INFANTIL,15292951,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:49:28.257542+00:00
2022-2023,18,INFANTIL,PRIMERA INFANTIL,False,PRIMERA,PRIMERA INFANTIL,15292960,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:49:33.456997+00:00
2022-2023,18,INFANTIL,SEGUNDA INFANTIL,False,SEGUNDA,SEGUNDA INFANTIL,15292978,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:49:42.089875+00:00
2022-2023,18,ALEVIN,SUPERLIGA ALEVIN,False,SUPERLIGA,SUPERLIGA ALEVIN,15305053,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:50:04.507181+00:00
2022-2023,18,ALEVIN,DIVISION DE HONOR ALEVIN,False,DIVISION DE HONOR,DIVISION DE HONOR ALEVIN,15293095,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:50:04.761814+00:00
2022-2023,18,ALEVIN,PRIMERA DIVISION AUTONOMICA ALEVIN,False,PRIMERA DIVISION AUTONOMICA,PRIMERA DIVISION AUTONOMICA ALEVIN,15293009,regular_season,Futbol-11,1,https://www.rffm.es/api/competitions?temporada=18&tipojuego=1,2026-08-05T00:50:04.786060+00:00
