season,season_id,category,competition,competition_id,group,group_id,group_label_raw,subgroup_label,source_url,scraped_at
2022-2023,18,OTHER,FINAL COPA RFEF FASE AUTONÓMICA,15567824,FINAL,15567850,FINAL,,https://www.rffm.es/api/groups?competicion=15567824,2026-08-05T00:47:20.329292+00:00
2022-2023,18,OTHER,PLAY OFF TERCERA RFEF,17080551,ELIMINATORIA A IDA,17080638,ELIMINATORIA A IDA,,https://www.rffm.es/api/groups?competicion=17080551,2026-08-05T00:47:20.330324+00:00
2022-2023,18,OTHER,PLAY OFF TERCERA RFEF,17080551,ELIMINATORIA B IDA,17080655,ELIMINATORIA B IDA,,https://www.rffm.es/api/groups?competicion=17080551,2026-08-05T00:47:20.331397+00:00
2022-2023,18,OTHER,PLAY OFF TERCERA RFEF,17080551,ELIMINATORIA A VUELTA,17080677,ELIMINATORIA A VUELTA,,https://www.rffm.es/api/groups?competicion=17080551,2026-08-05T00:47:20.332458+00:00
2022-2023,18,OTHER,PLAY OFF TERCERA RFEF,17080551,ELIMINATORIA B VUELTA,17080684,ELIMINATORIA B VUELTA,,https://www.rffm.es/api/groups?competicion=17080551,2026-08-05T00:47:20.333845+00:00
2022-2023,18,OTHER,PLAY OFF TERCERA RFEF,17080551,2ª ELIMINATORIA IDA,17096815,2ª ELIMINATORIA IDA,,https://www.rffm.es/api/groups?competicion=17080551,2026-08-05T00:47:20.334795+00:00
2022-2023,18,OTHER,PLAY OFF TERCERA RFEF,17080551,2ª ELIMINATORIA VUELTA,17096817,2ª ELIMINATORIA VUELTA,,https://www.rffm.es/api/groups?competicion=17080551,2026-08-05T00:47:20.336571+00:00
2022-2023,18,OTHER,TERCERA RFEF,15310343,Grupo 7,15337097,Grupo 7,,https://www.rffm.es/api/groups?competicion=15310343,2026-08-05T00:47:20.337511+00:00
2022-2023,18,AFICIONADO,CATEGORIA PREFERENTE,15292809,Grupo 1,15346011,Grupo 1,,https://www.rffm.es/api/groups?competicion=15292809,2026-08-05T00:47:22.748735+00:00
2022-2023,18,AFICIONADO,CATEGORIA PREFERENTE,15292809,Grupo 2,15292811,Grupo 2,,https://www.rffm.es/api/groups?competicion=15292809,2026-08-05T00:47:23.572341+00:00
2022-2023,18,AFICIONADO,COPA CAMPEON CATEGORIA PREFERENTE TEMP. 2022/23,17129186,FINAL,17129187,FINAL,,https://www.rffm.es/api/groups?competicion=17129186,2026-08-05T00:47:23.739742+00:00
2022-2023,18,AFICIONADO,COPA RFFM PREFERENTE AFICIONADOS,15310366,Grupo A,15467872,Grupo A,,https://www.rffm.es/api/groups?competicion=15310366,2026-08-05T00:47:23.748766+00:00
2022-2023,18,AFICIONADO,COPA RFFM PREFERENTE AFICIONADOS,15310366,Grupo B,15467873,Grupo B,,https://www.rffm.es/api/groups?competicion=15310366,2026-08-05T00:47:23.899056+00:00
2022-2023,18,AFICIONADO,FINAL COPA RFFM CATEGORIA PREFERENTE AFICIONADOS,15599358,FINAL COPA RFFM PREFERENTE AFICIONADOS,15599389,FINAL COPA RFFM PREFERENTE AFICIONADOS,,https://www.rffm.es/api/groups?competicion=15599358,2026-08-05T00:47:23.908020+00:00
2022-2023,18,AFICIONADO,PRIMERA DE AFICIONADOS,15292812,Grupo 1,15292813,Grupo 1,,https://www.rffm.es/api/groups?competicion=15292812,2026-08-05T00:47:23.912921+00:00
2022-2023,18,AFICIONADO,PRIMERA DE AFICIONADOS,15292812,Grupo 2,15292814,Grupo 2,,https://www.rffm.es/api/groups?competicion=15292812,2026-08-05T00:47:26.049554+00:00
