season_id,game_type_id,competition_id,group_id,category_base,category_label_raw,is_femenino,division_level,competition_label_raw,group_label_raw,has_calendario,has_clasificaciones,has_goleadores
18,1,15567824,15567850,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,FINAL COPA RFEF FASE AUTONÓMICA,FINAL,True,True,True
18,1,17080551,17080638,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY OFF TERCERA RFEF,ELIMINATORIA A IDA,True,True,True
18,1,17080551,17080655,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY OFF TERCERA RFEF,ELIMINATORIA B IDA,True,True,True
18,1,17080551,17080677,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY OFF TERCERA RFEF,ELIMINATORIA A VUELTA,True,True,True
18,1,17080551,17080684,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY OFF TERCERA RFEF,ELIMINATORIA B VUELTA,True,True,True
18,1,17080551,17096815,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY OFF TERCERA RFEF,2ª ELIMINATORIA IDA,True,True,True
18,1,17080551,17096817,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,PLAY OFF TERCERA RFEF,2ª ELIMINATORIA VUELTA,True,True,True
18,1,15310343,15337097,OTHER,TERCERA FEDERACION,False,TERCERA FEDERACION,TERCERA RFEF,Grupo 7,True,True,True
18,1,15292809,15346011,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE,Grupo 1,True,True,True
18,1,15292809,15292811,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,CATEGORIA PREFERENTE,Grupo 2,True,True,True
18,1,17129186,17129187,AFICIONADO,PRIMERA DIVISION AUTONOMICA AFICIONADO,False,PRIMERA DIVISION AUTONOMICA,COPA CAMPEON CATEGORIA PREFERENTE TEMP. 2022/23,FINAL,True,True,True
