match_id,official_kind,official_id,official_name,role_raw,source_url,scraped_at
1549620,referee,877487,"FUSTER GOMEZ, ALVARO",Arbitro principal,https://www.rffm.es/acta-partido/1549620,2026-08-08T01:44:28.956991+00:00
1549620,field_delegate,,"SÁNCHEZ DE MOLINA MONTALVO, AGUSTÍN",delegado_campo,https://www.rffm.es/acta-partido/1549620,2026-08-08T01:44:28.956991+00:00
1549622,referee,964702,"GAMO GOMEZ, DAVID",Arbitro principal,https://www.rffm.es/acta-partido/1549622,2026-08-08T01:44:29.476644+00:00
1549622,field_delegate,,"DE LA CHICA CARDENAS, ARANTXA",delegado_campo,https://www.rffm.es/acta-partido/1549622,2026-08-08T01:44:29.476644+00:00
1549613,referee,1200970,"CAMPO PUENTE, JORGE ANTONIO",Arbitro principal,https://www.rffm.es/acta-partido/1549613,2026-08-08T01:44:29.546218+00:00
1549613,field_delegate,,"MESA, YENGER FABRICIO",delegado_campo,https://www.rffm.es/acta-partido/1549613,2026-08-08T01:44:29.546218+00:00
1549612,referee,1182281,"MUATARIOBO MOJEDE, OSCAR",Arbitro principal,https://www.rffm.es/acta-partido/1549612,2026-08-08T01:44:29.584539+00:00
1549621,referee,1259914,"MENDEZ CANA, MIRIAM",Arbitro principal,https://www.rffm.es/acta-partido/1549621,2026-08-08T01:44:29.714210+00:00
1549621,field_delegate,,"SERNA, JORGE ALEXANDER",delegado_campo,https://www.rffm.es/acta-partido/1549621,2026-08-08T01:44:29.714210+00:00
1549615,referee,1182281,"MUATARIOBO MOJEDE, OSCAR",Arbitro principal,https://www.rffm.es/acta-partido/1549615,2026-08-08T01:44:29.779181+00:00
1549615,field_delegate,,"ARROYO RUIZ, AURORA",delegado_campo,https://www.rffm.es/acta-partido/1549615,2026-08-08T01:44:29.779181+00:00
1549619,referee,1182332,"PEREZ MERINO, SANDRA",Arbitro principal,https://www.rffm.es/acta-partido/1549619,2026-08-08T01:44:29.819788+00:00
1549623,referee,964702,"GAMO GOMEZ, DAVID",Arbitro principal,https://www.rffm.es/acta-partido/1549623,2026-08-08T01:44:30.078180+00:00
1549614,referee,1200970,"CAMPO PUENTE, JORGE ANTONIO",Arbitro principal,https://www.rffm.es/acta-partido/1549614,2026-08-08T01:44:30.081880+00:00
1549614,field_delegate,,"CERVANTES TRIGUERO, EDITH",delegado_campo,https://www.rffm.es/acta-partido/1549614,2026-08-08T01:44:30.081880+00:00
1549618,referee,877487,"FUSTER GOMEZ, ALVARO",Arbitro principal,https://www.rffm.es/acta-partido/1549618,2026-08-08T01:44:30.259861+00:00
1549624,referee,877487,"FUSTER GOMEZ, ALVARO",Arbitro principal,https://www.rffm.es/acta-partido/1549624,2026-08-08T01:44:30.264034+00:00
